nohup: ignoring input
------------------------------------------------------------------------------------------
TTFT 压力测试初始化 (并发数 Workers=1)...
Device set to use cuda:0
/project/sherpa-onnx/csrc/session.cc:GetSessionOptionsImpl:181 Please compile with -DSHERPA_ONNX_ENABLE_GPU=ON. Available providers: CPUExecutionProvider, . Fallback to cpu!
模型加载完成。
待处理文件数: 2620
算法逻辑: TTFT = max(音频传输耗时, 系统当前时刻) + 解码耗时 + NLP耗时
------------------------------------------------------------------------------------------
文件名                                      | TTFT(s)    | 首字内容 (前30字符)
5105-28233-0005.wav                      | 1.1434     | some.
5105-28233-0001.wav                      | 1.1460     | he.
5105-28233-0007.wav                      | 1.4474     | ben z.
5105-28233-0000.wav                      | 1.1436     | length.
5105-28233-0008.wav                      | 1.1430     | when.
5105-28233-0002.wav                      | 0.8432     | it.
5105-28233-0003.wav                      | 0.8435     | we.
5105-28240-0003.wav                      | 0.8430     | she.
5105-28240-0000.wav                      | 1.1430     | fa.
5105-28240-0002.wav                      | 0.8435     | excla.
5105-28240-0005.wav                      | 1.1433     | he re.
5105-28240-0015.wav                      | 1.1431     | for.
5105-28240-0014.wav                      | 1.1441     | are you?
5105-28240-0019.wav                      | 1.4443     | my ya.
5105-28240-0004.wav                      | 0.8438     | if.
5105-28240-0013.wav                      | 1.1432     | nothing.
5105-28240-0010.wav                      | 1.1432     | capta.
5105-28240-0018.wav                      | 0.8431     | you.
5105-28240-0017.wav                      | 1.4439     | some.
5105-28240-0016.wav                      | 1.1433     | to.
5105-28240-0023.wav                      | 0.8436     | a.
5105-28240-0011.wav                      | 1.1438     | i.
5105-28240-0009.wav                      | 1.1445     | slight.
5105-28240-0020.wav                      | 1.4444     | the count.
5105-28240-0006.wav                      | 1.1449     | the.
5105-28240-0022.wav                      | 1.1437     | it was.
5105-28240-0001.wav                      | 0.8434     | it.
5105-28240-0021.wav                      | 1.1435     | before.
5105-28240-0008.wav                      | 1.1437     | a nar.
5105-28240-0024.wav                      | 1.1435     | do
5105-28240-0012.wav                      | 1.1434     | never,
5105-28240-0007.wav                      | 1.4450     | servad.
4077-13751-0012.wav                      | 0.8439     | the.
4077-13751-0013.wav                      | 1.1435     | their.
4077-13751-0021.wav                      | 0.8446     | it.
4077-13751-0016.wav                      | 1.1437     | be it.
4077-13751-0010.wav                      | 1.1440     | to.
4077-13751-0019.wav                      | 1.1434     | who.
4077-13751-0003.wav                      | 1.1445     | in place.
4077-13751-0005.wav                      | 1.1447     | neverth.
4077-13751-0015.wav                      | 1.1440     | a.
4077-13751-0020.wav                      | 1.4454     | as the sa.
4077-13751-0018.wav                      | 1.1441     | amer.
4077-13751-0002.wav                      | 1.1442     | inste.
4077-13751-0011.wav                      | 1.1450     | soon.
4077-13751-0004.wav                      | 1.1445     | the prac.
4077-13751-0009.wav                      | 1.1444     | the.
4077-13751-0017.wav                      | 1.1439     | oh.
4077-13751-0006.wav                      | 1.1434     | their.
4077-13751-0000.wav                      | 1.1439     | on the.
4077-13751-0008.wav                      | 0.8440     | it.
4077-13751-0014.wav                      | 0.8448     | ma.
4077-13751-0001.wav                      | 1.1438     | its.
4077-13751-0007.wav                      | 0.8438     | the.
4077-13754-0007.wav                      | 0.8438     | we.
4077-13754-0003.wav                      | 1.1449     | moreo.
4077-13754-0011.wav                      | 1.1454     | federal.
4077-13754-0012.wav                      | 1.4442     | this:
4077-13754-0013.wav                      | 1.1435     | before.
4077-13754-0005.wav                      | 0.8436     | they.
4077-13754-0001.wav                      | 1.1434     | but a.
4077-13754-0008.wav                      | 1.1444     | it has.
4077-13754-0006.wav                      | 1.1438     | what.
4077-13754-0002.wav                      | 1.1440     | it was.
4077-13754-0014.wav                      | 0.8435     | the.
4077-13754-0010.wav                      | 1.1447     | in.
4077-13754-0016.wav                      | 1.1434     | and so.
4077-13754-0000.wav                      | 1.1431     | the ar.
4077-13754-0015.wav                      | 1.1432     | then the.
4077-13754-0009.wav                      | 1.1432     | at.
4077-13754-0004.wav                      | 1.1439     | alread.
4970-29093-0001.wav                      | 1.1441     | to the.
4970-29093-0017.wav                      | 1.1438     | i've been.
4970-29093-0007.wav                      | 1.1433     | it is.
4970-29093-0020.wav                      | 1.4436     | why,
4970-29093-0012.wav                      | 1.4448     | but phili.
4970-29093-0008.wav                      | 1.1433     | he.
4970-29093-0019.wav                      | 1.1435     | the.
4970-29093-0015.wav                      | 0.8437     | you.
4970-29093-0010.wav                      | 1.1435     | he.
4970-29093-0021.wav                      | 0.8431     | i.
4970-29093-0006.wav                      | 1.4439     | law.
4970-29093-0011.wav                      | 1.1434     | o.
4970-29093-0018.wav                      | 1.1430     | the.
4970-29093-0023.wav                      | 1.4440     | he well.
4970-29093-0003.wav                      | 1.1444     | the mo.
4970-29093-0009.wav                      | 1.1431     | phi.
4970-29093-0005.wav                      | 1.1432     | some.
4970-29093-0013.wav                      | 1.1437     | and he.
4970-29093-0016.wav                      | 1.4431     | no.
4970-29093-0002.wav                      | 1.1439     | he has.
4970-29093-0014.wav                      | 1.1432     | well.
4970-29093-0004.wav                      | 1.1432     | he was.
4970-29093-0022.wav                      | 1.1431     | he.
4970-29093-0000.wav                      | 0.8434     | you.
4970-29095-0009.wav                      | 1.1444     | mar.
4970-29095-0028.wav                      | 1.1433     | he.
4970-29095-0012.wav                      | 1.1436     | and.
4970-29095-0020.wav                      | 1.1432     | there.
4970-29095-0036.wav                      | 1.1436     | has.
4970-29095-0026.wav                      | 0.8439     | if.
4970-29095-0003.wav                      | 1.1436     | i.
4970-29095-0033.wav                      | 1.1433     | what.
4970-29095-0032.wav                      | 1.1431     | had.
4970-29095-0037.wav                      | 1.1432     | but,
4970-29095-0029.wav                      | 1.1443     | is he?
4970-29095-0031.wav                      | 1.1442     | he.
4970-29095-0008.wav                      | 1.1434     | mother.
4970-29095-0002.wav                      | 1.4432     | well.
4970-29095-0021.wav                      | 1.1431     | but,
4970-29095-0004.wav                      | 1.1437     | i.
4970-29095-0000.wav                      | 1.1430     | she.
4970-29095-0022.wav                      | 1.4435     | is the.
4970-29095-0016.wav                      | 1.1430     | ru
4970-29095-0025.wav                      | 1.4440     | and.
4970-29095-0038.wav                      | 1.1444     | ruth.
4970-29095-0017.wav                      | 1.1435     | the.
4970-29095-0013.wav                      | 1.1430     | i.
4970-29095-0014.wav                      | 1.4438     | where the.
4970-29095-0005.wav                      | 1.4434     | thy.
4970-29095-0006.wav                      | 1.1437     | is thy.
4970-29095-0007.wav                      | 1.1432     | i.
4970-29095-0034.wav                      | 1.1432     | why,
4970-29095-0030.wav                      | 1.4439     | father.
4970-29095-0023.wav                      | 1.1440     | i.
4970-29095-0027.wav                      | 0.8432     | it.
4970-29095-0015.wav                      | 1.1433     | if.
4970-29095-0024.wav                      | 0.8431     | it.
4970-29095-0019.wav                      | 1.4436     | and.
4970-29095-0018.wav                      | 1.1433     | ru
4970-29095-0035.wav                      | 1.1432     | and if
4970-29095-0010.wav                      | 1.7432     | thee.
4970-29095-0011.wav                      | 1.1431     | does.
4970-29095-0001.wav                      | 1.1440     | she.
1580-141084-0040.wav                     | 1.1435     | he.
1580-141084-0025.wav                     | 0.8432     | you.
1580-141084-0028.wav                     | 1.1434     | there.
1580-141084-0042.wav                     | 1.1437     | a sudden.
1580-141084-0001.wav                     | 0.8437     | he.
1580-141084-0048.wav                     | 0.8437     | it.
1580-141084-0050.wav                     | 0.8434     | if.
1580-141084-0017.wav                     | 1.1431     | no.
1580-141084-0039.wav                     | 1.1435     | i en.
1580-141084-0047.wav                     | 0.8439     | i.
1580-141084-0035.wav                     | 0.8439     | he could.
1580-141084-0038.wav                     | 0.8445     | no.
1580-141084-0016.wav                     | 0.8443     | my.
1580-141084-0021.wav                     | 0.8438     | on the.
1580-141084-0011.wav                     | 1.1433     | when we.
1580-141084-0000.wav                     | 1.1433     | it was.
1580-141084-0012.wav                     | 1.1441     | the.
1580-141084-0041.wav                     | 1.1434     | no harm.
1580-141084-0030.wav                     | 1.1433     | just clo.
1580-141084-0029.wav                     | 1.1435     | his tro.
1580-141084-0014.wav                     | 1.1430     | why,
1580-141084-0015.wav                     | 1.1431     | he.
1580-141084-0023.wav                     | 1.1450     | in a few.
1580-141084-0002.wav                     | 0.8435     | the.
1580-141084-0045.wav                     | 0.8436     | sudden.
1580-141084-0043.wav                     | 0.8432     | he.
1580-141084-0034.wav                     | 1.1446     | well, well.
1580-141084-0037.wav                     | 0.8433     | when.
1580-141084-0046.wav                     | 0.8434     | have.
1580-141084-0033.wav                     | 1.4435     | come, come.
1580-141084-0018.wav                     | 1.1433     | i think,
1580-141084-0044.wav                     | 1.1433     | glo.
1580-141084-0013.wav                     | 0.8431     | he.
1580-141084-0032.wav                     | 1.1443     | for a.
1580-141084-0036.wav                     | 1.1440     | the in.
1580-141084-0008.wav                     | 1.1435     | i cannot.
1580-141084-0020.wav                     | 0.8448     | look at.
1580-141084-0003.wav                     | 1.1435     | no.
1580-141084-0022.wav                     | 1.1434     | and.
1580-141084-0031.wav                     | 0.8431     | we.
1580-141084-0024.wav                     | 0.8431     | he.
1580-141084-0027.wav                     | 1.1430     | no.
1580-141084-0006.wav                     | 0.8436     | you don't.
1580-141084-0005.wav                     | 1.1435     | that.
1580-141084-0009.wav                     | 0.8434     | it.
1580-141084-0026.wav                     | 0.8441     | if.
1580-141084-0007.wav                     | 0.8445     | to.
1580-141084-0049.wav                     | 0.8436     | it.
1580-141084-0010.wav                     | 0.8432     | i.
1580-141084-0019.wav                     | 1.1525     | yes.
1580-141084-0004.wav                     | 1.1435     | of course.
1580-141083-0000.wav                     | 0.8431     | i.
1580-141083-0025.wav                     | 0.8437     | the men.
1580-141083-0037.wav                     | 0.8462     | what could?
1580-141083-0020.wav                     | 0.8459     | then he.
1580-141083-0007.wav                     | 1.1468     | the.
1580-141083-0043.wav                     | 1.1452     | the to
1580-141083-0033.wav                     | 0.8454     | i.
1580-141083-0011.wav                     | 0.8454     | a.
1580-141083-0030.wav                     | 1.1441     | mister.
1580-141083-0006.wav                     | 0.8437     | the.
1580-141083-0042.wav                     | 1.1437     | my schol.
1580-141083-0045.wav                     | 0.8432     | he.
1580-141083-0051.wav                     | 1.1431     | only.
1580-141083-0035.wav                     | 1.1470     | holmes.
1580-141083-0016.wav                     | 0.8449     | i was.
1580-141083-0036.wav                     | 1.1447     | holmes.
1580-141083-0019.wav                     | 0.8447     | abo.
1580-141083-0046.wav                     | 0.8447     | but,
1580-141083-0050.wav                     | 1.1446     | i re.
1580-141083-0005.wav                     | 0.8441     | i was.
1580-141083-0031.wav                     | 1.1461     | holmes.
1580-141083-0004.wav                     | 1.1436     | i had
1580-141083-0026.wav                     | 1.1432     | as.
1580-141083-0028.wav                     | 0.8437     | then,
1580-141083-0003.wav                     | 1.1432     | without.
1580-141083-0048.wav                     | 1.4434     | how came?
1580-141083-0012.wav                     | 0.8430     | not
1580-141083-0002.wav                     | 1.1434     | my.
1580-141083-0044.wav                     | 1.1436     | i dare.
1580-141083-0008.wav                     | 0.8444     | the pro.
1580-141083-0027.wav                     | 1.1433     | how long?
1580-141083-0023.wav                     | 1.1440     | one could.
1580-141083-0039.wav                     | 1.1431     | and.
1580-141083-0052.wav                     | 1.1432     | o.
1580-141083-0034.wav                     | 1.1439     | as ho.
1580-141083-0013.wav                     | 0.8437     | abo.
1580-141083-0040.wav                     | 1.1433     | one.
1580-141083-0053.wav                     | 1.1433     | you have.
1580-141083-0018.wav                     | 0.8433     | now.
1580-141083-0032.wav                     | 1.1439     | wats
1580-141083-0017.wav                     | 1.4448     | so it.
1580-141083-0041.wav                     | 1.1453     | let us.
1580-141083-0014.wav                     | 1.1445     | to the.
1580-141083-0009.wav                     | 1.1432     | the.
1580-141083-0049.wav                     | 1.1433     | any one.
1580-141083-0029.wav                     | 0.8436     | he was.
1580-141083-0022.wav                     | 1.1434     | i am.
1580-141083-0015.wav                     | 1.1429     | did.
1580-141083-0024.wav                     | 0.8431     | you.
1580-141083-0047.wav                     | 1.1430     | did you.
1580-141083-0001.wav                     | 0.8437     | i.
1580-141083-0038.wav                     | 0.8441     | i.
1580-141083-0021.wav                     | 0.8441     | there is.
1580-141083-0010.wav                     | 0.8436     | i ga.
4446-2273-0034.wav                       | 0.8433     | he.
4446-2273-0005.wav                       | 0.8434     | i have
4446-2273-0023.wav                       | 1.1433     | the stra.
4446-2273-0008.wav                       | 0.8435     | i've.
4446-2273-0025.wav                       | 0.8432     | it was.
4446-2273-0024.wav                       | 0.8438     | bar.
4446-2273-0002.wav                       | 0.8433     | la.
4446-2273-0003.wav                       | 1.1430     | when.
4446-2273-0010.wav                       | 1.1433     | there was.
4446-2273-0032.wav                       | 1.1438     | he stood.
4446-2273-0016.wav                       | 0.8440     | her.
4446-2273-0019.wav                       | 1.1433     | come.
4446-2273-0028.wav                       | 1.1436     | nons
4446-2273-0015.wav                       | 1.1440     | don't.
4446-2273-0018.wav                       | 0.8437     | do
4446-2273-0030.wav                       | 1.1433     | alex.
4446-2273-0012.wav                       | 1.1441     | thank you.
4446-2273-0011.wav                       | 0.8430     | there.
4446-2273-0036.wav                       | 1.1436     | alex.
4446-2273-0006.wav                       | 0.8438     | they.
4446-2273-0007.wav                       | 0.8453     | those.
4446-2273-0021.wav                       | 1.1454     | what she?
4446-2273-0031.wav                       | 1.1435     | there.
4446-2273-0001.wav                       | 1.1439     | they asked:
4446-2273-0035.wav                       | 0.8438     | bar.
4446-2273-0004.wav                       | 0.8459     | i should.
4446-2273-0013.wav                       | 0.8583     | have you.
4446-2273-0020.wav                       | 0.8538     | i.
4446-2273-0026.wav                       | 0.8386     | have i.
4446-2273-0022.wav                       | 1.1382     | they were.
4446-2273-0014.wav                       | 0.8378     | there.
4446-2273-0033.wav                       | 1.1374     | for.
4446-2273-0027.wav                       | 0.8369     | when.
4446-2273-0029.wav                       | 0.8374     | it's.
4446-2273-0000.wav                       | 1.1378     | hilda.
4446-2273-0009.wav                       | 0.8375     | it.
4446-2273-0017.wav                       | 1.1372     | how.
4446-2271-0010.wav                       | 0.8375     | he's:
4446-2271-0000.wav                       | 1.4370     | main hall.
4446-2271-0013.wav                       | 1.1372     | you know,
4446-2271-0021.wav                       | 0.8368     | she.
4446-2271-0011.wav                       | 0.8374     | sir.
4446-2271-0022.wav                       | 1.1371     | i'm.
4446-2271-0023.wav                       | 0.8376     | after.
4446-2271-0015.wav                       | 0.8373     | a.
4446-2271-0001.wav                       | 1.1372     | he had.
4446-2271-0017.wav                       | 1.1376     | one.
4446-2271-0002.wav                       | 0.8449     | it.
4446-2271-0003.wav                       | 0.8435     | it.
4446-2271-0016.wav                       | 1.1436     | he was.
4446-2271-0020.wav                       | 1.1434     | of course.
4446-2271-0014.wav                       | 0.8432     | we.
4446-2271-0024.wav                       | 1.1444     | i should.
4446-2271-0007.wav                       | 0.8435     | she.
4446-2271-0006.wav                       | 0.8438     | he's:
4446-2271-0009.wav                       | 1.1439     | mainhall.
4446-2271-0019.wav                       | 1.1433     | after.
4446-2271-0005.wav                       | 1.1435     | she sa.
4446-2271-0018.wav                       | 1.1445     | she con.
4446-2271-0012.wav                       | 0.8436     | i.
4446-2271-0008.wav                       | 0.8436     | ire.
4446-2271-0004.wav                       | 0.8446     | do
4446-2275-0003.wav                       | 0.8456     | the.
4446-2275-0027.wav                       | 0.8447     | he.
4446-2275-0021.wav                       | 1.4452     | hilda's.
4446-2275-0020.wav                       | 1.1452     | it was.
4446-2275-0005.wav                       | 0.8444     | i.
4446-2275-0019.wav                       | 0.8442     | the.
4446-2275-0018.wav                       | 0.8440     | i get.
4446-2275-0001.wav                       | 0.8439     | she.
4446-2275-0011.wav                       | 1.1445     | bart.
4446-2275-0037.wav                       | 1.1439     | oh bar.
4446-2275-0017.wav                       | 0.5437     | but,
4446-2275-0030.wav                       | 0.8437     | ye.
4446-2275-0028.wav                       | 1.1433     | yes.
4446-2275-0010.wav                       | 1.1435     | alex.
4446-2275-0002.wav                       | 0.8434     | a.
4446-2275-0026.wav                       | 0.8430     | she.
4446-2275-0022.wav                       | 0.8431     | but,
4446-2275-0044.wav                       | 1.4436     | don't cry.
4446-2275-0033.wav                       | 1.1439     | what i.
4446-2275-0007.wav                       | 0.8435     | she.
4446-2275-0023.wav                       | 1.1453     | a.
4446-2275-0024.wav                       | 0.8446     | she.
4446-2275-0008.wav                       | 0.8444     | when.
4446-2275-0043.wav                       | 1.1434     | bart.
4446-2275-0004.wav                       | 1.1441     | alex.
4446-2275-0006.wav                       | 0.8438     | i thought
4446-2275-0031.wav                       | 1.1449     | i.
4446-2275-0025.wav                       | 1.1438     | weren't you.
4446-2275-0014.wav                       | 0.8440     | i can.
4446-2275-0042.wav                       | 1.1439     | and then.
4446-2275-0036.wav                       | 0.8438     | he.
4446-2275-0016.wav                       | 1.1448     | hild.
4446-2275-0015.wav                       | 0.8440     | he.
4446-2275-0039.wav                       | 0.8432     | i.
4446-2275-0013.wav                       | 1.1440     | i'll.
4446-2275-0000.wav                       | 0.8436     | the.
4446-2275-0034.wav                       | 0.8443     | keep.
4446-2275-0032.wav                       | 0.8451     | but. i.
4446-2275-0040.wav                       | 1.1450     | the sight.
4446-2275-0029.wav                       | 0.8446     | ple.
4446-2275-0038.wav                       | 0.8437     | i will.
4446-2275-0009.wav                       | 1.1441     | i got.
4446-2275-0041.wav                       | 1.1439     | you see,
4446-2275-0012.wav                       | 1.1446     | she looked.
4446-2275-0035.wav                       | 1.1439     | alex.
4446-2275-0045.wav                       | 0.8437     | we.
4992-41806-0004.wav                      | 1.4440     | burn.
4992-41806-0009.wav                      | 1.1439     | excla.
4992-41806-0017.wav                      | 1.1433     | we.
4992-41806-0010.wav                      | 1.1445     | ain'.
4992-41806-0000.wav                      | 1.1434     | na.
4992-41806-0014.wav                      | 1.1442     | think sa.
4992-41806-0006.wav                      | 0.8445     | ra.
4992-41806-0005.wav                      | 1.4447     | next.
4992-41806-0015.wav                      | 1.4435     | missus.
4992-41806-0002.wav                      | 1.1431     | they.
4992-41806-0016.wav                      | 1.4433     | the face.
4992-41806-0011.wav                      | 1.1434     | mother.
4992-41806-0008.wav                      | 1.4432     | olive.
4992-41806-0007.wav                      | 1.4434     | olive.
4992-41806-0012.wav                      | 1.1437     | at.
4992-41806-0013.wav                      | 1.4436     | approa.
4992-41806-0003.wav                      | 1.1439     | k.
4992-41806-0001.wav                      | 1.1432     | to.
4992-23283-0011.wav                      | 0.8434     | if.
4992-23283-0020.wav                      | 1.1433     | i have
4992-23283-0014.wav                      | 1.4434     | what.
4992-23283-0010.wav                      | 1.1435     | but,
4992-23283-0002.wav                      | 0.8440     | said:
4992-23283-0013.wav                      | 1.1440     | my.
4992-23283-0016.wav                      | 0.8437     | again.
4992-23283-0000.wav                      | 1.1431     | but,
4992-23283-0018.wav                      | 0.8447     | to.
4992-23283-0006.wav                      | 1.1441     | perhaps.
4992-23283-0017.wav                      | 1.1441     | miss.
4992-23283-0012.wav                      | 1.1441     | inde.
4992-23283-0019.wav                      | 0.8435     | i.
4992-23283-0005.wav                      | 1.1436     | not
4992-23283-0008.wav                      | 1.1433     | he.
4992-23283-0004.wav                      | 0.8436     | and.
4992-23283-0001.wav                      | 1.4439     | miss mi.
4992-23283-0007.wav                      | 1.1439     | to.
4992-23283-0015.wav                      | 0.8441     | is.
4992-23283-0003.wav                      | 1.4440     | so.
4992-23283-0009.wav                      | 1.1440     | o.
4992-41797-0015.wav                      | 1.1440     | cyril.
4992-41797-0000.wav                      | 1.4436     | ye.
4992-41797-0020.wav                      | 1.1437     | nancy.
4992-41797-0007.wav                      | 1.1441     | he ga.
4992-41797-0002.wav                      | 1.1442     | grand.
4992-41797-0003.wav                      | 1.4437     | mister.
4992-41797-0004.wav                      | 1.4441     | i.
4992-41797-0008.wav                      | 1.4455     | mister.
4992-41797-0014.wav                      | 1.1441     | when.
4992-41797-0017.wav                      | 1.4446     | he.
4992-41797-0022.wav                      | 0.8451     | she.
4992-41797-0001.wav                      | 1.4440     | well.
4992-41797-0006.wav                      | 1.1451     | he.
4992-41797-0018.wav                      | 1.7437     | there.
4992-41797-0011.wav                      | 1.1437     | what.
4992-41797-0019.wav                      | 1.7451     | olive's.
4992-41797-0005.wav                      | 1.4453     | done.
4992-41797-0009.wav                      | 1.1448     | hen.
4992-41797-0010.wav                      | 1.4434     | always.
4992-41797-0013.wav                      | 0.8435     | she.
4992-41797-0021.wav                      | 0.8436     | she.
4992-41797-0012.wav                      | 0.8434     | she.
4992-41797-0016.wav                      | 0.8436     | they.
237-134500-0025.wav                      | 1.1440     | o.
237-134500-0000.wav                      | 1.1442     | frank.
237-134500-0035.wav                      | 0.8438     | and.
237-134500-0037.wav                      | 1.1441     | but,
237-134500-0023.wav                      | 0.8440     | it.
237-134500-0012.wav                      | 1.1433     | in a fe.
237-134500-0029.wav                      | 0.8439     | i don't.
237-134500-0009.wav                      | 0.8439     | i supp.
237-134500-0007.wav                      | 0.8443     | we never.
237-134500-0032.wav                      | 0.8434     | i.
237-134500-0039.wav                      | 0.8430     | that.
237-134500-0003.wav                      | 1.1439     | the orch.
237-134500-0017.wav                      | 0.8435     | if i.
237-134500-0011.wav                      | 0.8432     | are.
237-134500-0005.wav                      | 0.8437     | oh, but.
237-134500-0016.wav                      | 1.1442     | i don'.
237-134500-0019.wav                      | 1.1451     | he dro.
237-134500-0004.wav                      | 1.1437     | that.
237-134500-0022.wav                      | 0.8450     | when.
237-134500-0041.wav                      | 1.1441     | i.
237-134500-0020.wav                      | 1.1437     | ye.
237-134500-0015.wav                      | 1.1439     | that.
237-134500-0026.wav                      | 1.1443     | surely?
237-134500-0018.wav                      | 0.8437     | he.
237-134500-0027.wav                      | 1.4447     | marie's.
237-134500-0010.wav                      | 0.8452     | it.
237-134500-0036.wav                      | 1.1450     | i can.
237-134500-0014.wav                      | 1.1452     | and a.
237-134500-0013.wav                      | 1.1451     | mari.
237-134500-0028.wav                      | 0.8444     | i.
237-134500-0040.wav                      | 0.8440     | i.
237-134500-0021.wav                      | 1.1445     | o.
237-134500-0030.wav                      | 0.8452     | i want.
237-134500-0002.wav                      | 1.1445     | a bris.
237-134500-0033.wav                      | 1.1441     | i wish.
237-134500-0038.wav                      | 0.8459     | and.
237-134500-0031.wav                      | 1.1443     | sometimes
237-134500-0006.wav                      | 0.8448     | just.
237-134500-0024.wav                      | 0.8450     | i.
237-134500-0034.wav                      | 1.1452     | thank.
237-134500-0042.wav                      | 0.8436     | then,
237-134500-0001.wav                      | 1.4436     | mari.
237-134500-0008.wav                      | 0.8440     | i su.
237-134493-0007.wav                      | 0.8437     | a.
237-134493-0015.wav                      | 1.1435     | there was.
237-134493-0013.wav                      | 0.8439     | in.
237-134493-0003.wav                      | 1.1431     | from.
237-134493-0012.wav                      | 0.8435     | i.
237-134493-0002.wav                      | 0.8442     | from.
237-134493-0010.wav                      | 0.8442     | i.
237-134493-0011.wav                      | 1.1437     | how brow.
237-134493-0014.wav                      | 0.8435     | they.
237-134493-0006.wav                      | 0.8435     | that.
237-134493-0016.wav                      | 1.1432     | on e.
237-134493-0005.wav                      | 0.8432     | he.
237-134493-0017.wav                      | 1.1434     | any one.
237-134493-0018.wav                      | 1.1435     | there.
237-134493-0001.wav                      | 1.1441     | his.
237-134493-0004.wav                      | 1.1433     | the.
237-134493-0009.wav                      | 0.8436     | please.
237-134493-0000.wav                      | 1.1440     | it.
237-134493-0008.wav                      | 1.1445     | she ga.
237-126133-0002.wav                      | 1.1434     | then,
237-126133-0023.wav                      | 0.8435     | he.
237-126133-0006.wav                      | 1.1434     | at.
237-126133-0017.wav                      | 1.4486     | there.
237-126133-0022.wav                      | 1.1446     | i.
237-126133-0014.wav                      | 1.1434     | asked.
237-126133-0004.wav                      | 0.8445     | if.
237-126133-0020.wav                      | 0.8437     | how.
237-126133-0007.wav                      | 1.1439     | but,
237-126133-0009.wav                      | 1.1434     | now.
237-126133-0015.wav                      | 1.1431     | ye.
237-126133-0025.wav                      | 0.8433     | at.
237-126133-0011.wav                      | 1.4438     | isn't.
237-126133-0019.wav                      | 1.1436     | de.
237-126133-0021.wav                      | 0.8436     | she.
237-126133-0005.wav                      | 0.8434     | oh.
237-126133-0013.wav                      | 1.1432     | i.
237-126133-0010.wav                      | 0.8433     | o.
237-126133-0016.wav                      | 1.1436     | oh.
237-126133-0012.wav                      | 1.4441     | there, there.
237-126133-0018.wav                      | 1.1437     | don't.
237-126133-0001.wav                      | 1.1433     | every.
237-126133-0008.wav                      | 0.8433     | asked.
237-126133-0000.wav                      | 0.8430     | he.
237-126133-0024.wav                      | 1.1438     | and.
237-126133-0003.wav                      | 1.1431     | some.
260-123288-0025.wav                      | 1.1433     | here,
260-123288-0022.wav                      | 0.8433     | they.
260-123288-0028.wav                      | 0.8437     | we.
260-123288-0023.wav                      | 0.8444     | he.
260-123288-0006.wav                      | 1.1445     | the.
260-123288-0000.wav                      | 1.1438     | the roar.
260-123288-0021.wav                      | 0.8434     | the wa.
260-123288-0001.wav                      | 1.1434     | the.
260-123288-0018.wav                      | 0.8454     | the.
260-123288-0026.wav                      | 0.8435     | we shall.
260-123288-0002.wav                      | 1.1443     | the at.
260-123288-0010.wav                      | 1.1435     | on the.
260-123288-0003.wav                      | 0.8435     | the.
260-123288-0008.wav                      | 1.1433     | there's.
260-123288-0012.wav                      | 1.1434     | that will be.
260-123288-0013.wav                      | 1.1438     | the piled.
260-123288-0007.wav                      | 0.8441     | the.
260-123288-0015.wav                      | 1.1431     | from.
260-123288-0005.wav                      | 1.1434     | from time.
260-123288-0017.wav                      | 0.8433     | is the.
260-123288-0016.wav                      | 0.8433     | i re.
260-123288-0020.wav                      | 1.1440     | each.
260-123288-0027.wav                      | 1.1430     | a.
260-123288-0004.wav                      | 1.4434     | the a.
260-123288-0014.wav                      | 1.1431     | ha.
260-123288-0011.wav                      | 1.1431     | but. if.
260-123288-0019.wav                      | 1.1435     | at.
260-123288-0009.wav                      | 0.8440     | those.
260-123288-0024.wav                      | 0.8434     | the.
260-123286-0008.wav                      | 1.1441     | therefore.
260-123286-0002.wav                      | 1.4445     | all my.
260-123286-0018.wav                      | 1.1433     | i.
260-123286-0014.wav                      | 1.4433     | truly.
260-123286-0016.wav                      | 1.4433     | these.
260-123286-0005.wav                      | 0.8424     | i am.
260-123286-0004.wav                      | 1.1375     | one.
260-123286-0028.wav                      | 1.1373     | it.
260-123286-0001.wav                      | 0.8372     | the.
260-123286-0012.wav                      | 0.8381     | but,
260-123286-0019.wav                      | 1.1372     | i.
260-123286-0023.wav                      | 0.8377     | the ra.
260-123286-0020.wav                      | 1.1372     | tu.
260-123286-0013.wav                      | 0.8374     | the.
260-123286-0025.wav                      | 1.4373     | flight.
260-123286-0021.wav                      | 1.1370     | during.
260-123286-0006.wav                      | 0.8376     | we.
260-123286-0007.wav                      | 1.1374     | he ca.
260-123286-0022.wav                      | 1.1374     | two.
260-123286-0027.wav                      | 0.8372     | i.
260-123286-0003.wav                      | 1.1374     | you.
260-123286-0011.wav                      | 1.1376     | nothing.
260-123286-0026.wav                      | 1.1373     | two mon.
260-123286-0000.wav                      | 1.1377     | sat.
260-123286-0024.wav                      | 1.1380     | there.
260-123286-0031.wav                      | 1.1379     | as.
260-123286-0029.wav                      | 1.1373     | those.
260-123286-0009.wav                      | 1.1375     | i.
260-123286-0017.wav                      | 1.1375     | i.
260-123286-0030.wav                      | 1.1377     | sudden.
260-123286-0010.wav                      | 1.1380     | sund.
260-123286-0015.wav                      | 1.1375     | it must.
260-123440-0010.wav                      | 1.1373     | how.
260-123440-0016.wav                      | 1.1380     | i shall.
260-123440-0019.wav                      | 0.8373     | cried.
260-123440-0018.wav                      | 0.8374     | i am.
260-123440-0003.wav                      | 0.8376     | oh.
260-123440-0007.wav                      | 1.1377     | i.
