nohup: ignoring input
------------------------------------------------------------
Sherpa-onnx 并行 RTF 测试 (并发数: 48)
加载模型: encoder-epoch-99-avg-1.int8.onnx
模型加载完成。
------------------------------------------------------------
正在扫描文件列表: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean ...
共找到 2620 个音频文件。开始并行处理...
文件名                                      | 时长(s)    | 耗时(s)    | 实时率(RTF)
1580-141084-0050.wav                     | 2.78     | 2.4763   | 0.8907  
1580-141084-0012.wav                     | 2.48     | 1.6631   | 0.6693  
4970-29095-0034.wav                      | 5.81     | 4.9470   | 0.8515  
1580-141084-0030.wav                     | 2.15     | 1.5485   | 0.7219  
4970-29095-0003.wav                      | 10.02    | 8.4220   | 0.8405  
1580-141084-0038.wav                     | 2.96     | 2.5088   | 0.8490  
4970-29093-0010.wav                      | 14.30    | 12.1606  | 0.8504  
4970-29095-0026.wav                      | 10.93    | 9.0840   | 0.8311  
1580-141084-0042.wav                     | 5.06     | 4.0218   | 0.7948  
1580-141084-0043.wav                     | 2.06     | 1.6525   | 0.8002  
4970-29093-0003.wav                      | 15.36    | 12.0360  | 0.7839  
4970-29095-0024.wav                      | 6.04     | 5.7374   | 0.9499  
4970-29095-0004.wav                      | 9.61     | 7.8638   | 0.8183  
1580-141084-0021.wav                     | 4.01     | 3.4279   | 0.8548  
4970-29095-0038.wav                      | 8.74     | 7.4881   | 0.8568  
1580-141084-0040.wav                     | 5.99     | 4.8635   | 0.8126  
1580-141084-0013.wav                     | 2.23     | 1.7950   | 0.8067  
4077-13754-0012.wav                      | 22.09    | 19.5330  | 0.8840  
1580-141084-0046.wav                     | 2.35     | 2.1457   | 0.9130  
1580-141084-0039.wav                     | 4.88     | 4.2895   | 0.8781  
1580-141084-0014.wav                     | 3.97     | 3.1685   | 0.7981  
1580-141084-0000.wav                     | 4.62     | 3.7424   | 0.8109  
1580-141084-0037.wav                     | 2.96     | 2.4255   | 0.8181  
4970-29095-0020.wav                      | 12.37    | 10.5938  | 0.8568  
1580-141084-0036.wav                     | 2.48     | 1.9723   | 0.7969  
1580-141084-0044.wav                     | 2.90     | 2.3796   | 0.8220  
4970-29095-0033.wav                      | 12.03    | 10.1684  | 0.8456  
1580-141084-0015.wav                     | 3.47     | 2.9973   | 0.8638  
1580-141084-0047.wav                     | 5.25     | 4.6819   | 0.8918  
1580-141084-0022.wav                     | 2.06     | 1.6507   | 0.8013  
1580-141084-0018.wav                     | 3.35     | 2.7826   | 0.8319  
4077-13751-0018.wav                      | 26.11    | 23.1785  | 0.8876  
1580-141084-0011.wav                     | 5.00     | 4.4832   | 0.8966  
1580-141084-0045.wav                     | 3.62     | 3.2333   | 0.8920  
1580-141084-0020.wav                     | 2.86     | 2.5260   | 0.8832  
4077-13754-0015.wav                      | 22.20    | 18.0439  | 0.8126  
1580-141084-0006.wav                     | 2.13     | 1.7922   | 0.8394  
1580-141084-0016.wav                     | 5.96     | 5.2339   | 0.8782  
1580-141084-0034.wav                     | 4.49     | 3.9708   | 0.8844  
1580-141084-0007.wav                     | 2.02     | 1.8194   | 0.9007  
1580-141084-0005.wav                     | 2.52     | 2.1716   | 0.8635  
4970-29095-0028.wav                      | 14.67    | 12.6347  | 0.8613  
4970-29095-0027.wav                      | 9.79     | 8.8242   | 0.9009  
1580-141084-0027.wav                     | 3.36     | 2.7583   | 0.8209  
1580-141084-0003.wav                     | 4.10     | 3.6246   | 0.8841  
1580-141084-0032.wav                     | 5.00     | 4.2029   | 0.8414  
1580-141083-0051.wav                     | 1.98     | 1.6658   | 0.8413  
1580-141084-0019.wav                     | 3.12     | 2.9213   | 0.9348  
1580-141083-0011.wav                     | 2.83     | 2.5783   | 0.9127  
1580-141083-0043.wav                     | 2.74     | 2.6989   | 0.9850  
1580-141084-0048.wav                     | 9.27     | 7.6342   | 0.8240  
1580-141084-0041.wav                     | 7.99     | 6.6569   | 0.8332  
1580-141084-0002.wav                     | 5.91     | 5.9202   | 1.0026  
1580-141083-0030.wav                     | 3.48     | 2.9942   | 0.8604  
4970-29095-0031.wav                      | 15.05    | 12.7064  | 0.8443  
1580-141084-0010.wav                     | 4.47     | 4.1390   | 0.9259  
1580-141084-0033.wav                     | 7.00     | 6.2845   | 0.8978  
1580-141083-0019.wav                     | 2.71     | 2.8420   | 1.0506  
1580-141083-0025.wav                     | 3.90     | 4.0337   | 1.0330  
1580-141084-0008.wav                     | 6.79     | 5.9900   | 0.8815  
1580-141083-0005.wav                     | 2.75     | 2.8305   | 1.0311  
1580-141084-0029.wav                     | 8.07     | 8.0063   | 0.9915  
4970-29095-0018.wav                      | 12.14    | 11.0435  | 0.9097  
1580-141083-0028.wav                     | 2.58     | 2.8154   | 1.0891  
1580-141083-0007.wav                     | 4.57     | 4.9692   | 1.0885  
1580-141084-0009.wav                     | 4.68     | 5.4907   | 1.1720  
1580-141083-0046.wav                     | 3.53     | 3.8924   | 1.1026  
1580-141083-0045.wav                     | 4.36     | 4.6773   | 1.0728  
1580-141083-0020.wav                     | 5.13     | 5.2608   | 1.0245  
1580-141083-0050.wav                     | 3.08     | 3.8810   | 1.2580  
1580-141083-0016.wav                     | 4.25     | 4.5455   | 1.0683  
1580-141083-0048.wav                     | 2.79     | 3.2918   | 1.1820  
1580-141083-0036.wav                     | 3.98     | 4.7758   | 1.2000  
1580-141084-0031.wav                     | 6.47     | 6.7065   | 1.0366  
1580-141083-0004.wav                     | 4.51     | 4.0595   | 0.8991  
1580-141084-0023.wav                     | 8.73     | 8.5597   | 0.9799  
1580-141083-0035.wav                     | 4.98     | 5.4207   | 1.0885  
1580-141083-0037.wav                     | 5.73     | 6.7392   | 1.1761  
1580-141083-0026.wav                     | 4.78     | 4.9966   | 1.0464  
1580-141083-0023.wav                     | 3.33     | 4.2795   | 1.2851  
1580-141084-0049.wav                     | 7.58     | 7.6522   | 1.0102  
1580-141083-0017.wav                     | 2.28     | 3.0735   | 1.3480  
1580-141083-0018.wav                     | 2.67     | 3.4981   | 1.3077  
1580-141083-0014.wav                     | 2.85     | 3.0352   | 1.0631  
4970-29095-0007.wav                      | 14.81    | 15.0442  | 1.0158  
1580-141083-0033.wav                     | 7.45     | 7.9407   | 1.0659  
1580-141084-0026.wav                     | 7.00     | 8.6884   | 1.2421  
1580-141083-0039.wav                     | 3.73     | 5.0632   | 1.3593  
1580-141083-0008.wav                     | 4.30     | 5.6847   | 1.3205  
1580-141084-0004.wav                     | 9.01     | 8.5281   | 0.9470  
4970-29093-0005.wav                      | 22.16    | 20.9938  | 0.9474  
4970-29095-0001.wav                      | 13.91    | 14.3048  | 1.0284  
1580-141083-0032.wav                     | 4.13     | 4.5072   | 1.0900  
1580-141083-0049.wav                     | 3.85     | 3.7355   | 0.9715  
1580-141083-0042.wav                     | 5.87     | 8.3363   | 1.4214  
1580-141083-0047.wav                     | 2.60     | 3.5271   | 1.3540  
1580-141083-0040.wav                     | 3.75     | 4.9026   | 1.3074  
1580-141083-0031.wav                     | 6.25     | 7.3992   | 1.1839  
1580-141083-0041.wav                     | 3.58     | 4.4563   | 1.2465  
1580-141083-0053.wav                     | 4.01     | 5.1917   | 1.2931  
1580-141083-0052.wav                     | 3.45     | 5.8656   | 1.7002  
1580-141084-0024.wav                     | 9.19     | 10.6297  | 1.1573  
1580-141083-0003.wav                     | 6.55     | 7.6258   | 1.1642  
4446-2273-0034.wav                       | 3.59     | 4.1554   | 1.1575  
1580-141083-0021.wav                     | 3.71     | 4.3342   | 1.1667  
4446-2273-0005.wav                       | 4.12     | 4.6812   | 1.1348  
1580-141083-0000.wav                     | 8.94     | 10.8043  | 1.2085  
1580-141083-0044.wav                     | 5.50     | 8.0658   | 1.4652  
1580-141083-0027.wav                     | 5.22     | 7.9785   | 1.5270  
1580-141083-0024.wav                     | 4.48     | 5.5615   | 1.2414  
4446-2273-0002.wav                       | 3.29     | 3.5451   | 1.0759  
1580-141083-0013.wav                     | 4.32     | 7.1315   | 1.6508  
4446-2273-0031.wav                       | 1.79     | 2.4668   | 1.3743  
1580-141083-0015.wav                     | 4.99     | 6.2105   | 1.2458  
1580-141083-0002.wav                     | 6.13     | 8.7045   | 1.4188  
1580-141083-0022.wav                     | 3.29     | 6.4507   | 1.9577  
1580-141083-0012.wav                     | 7.07     | 9.3668   | 1.3258  
4446-2273-0036.wav                       | 3.12     | 3.1552   | 1.0113  
4446-2273-0013.wav                       | 2.62     | 2.6121   | 0.9951  
4446-2273-0026.wav                       | 1.95     | 2.1332   | 1.0940  
1580-141083-0034.wav                     | 6.99     | 8.5626   | 1.2250  
4446-2273-0019.wav                       | 3.12     | 4.2019   | 1.3489  
4446-2273-0030.wav                       | 2.88     | 3.7934   | 1.3149  
1580-141083-0006.wav                     | 10.85    | 11.8616  | 1.0932  
4446-2273-0012.wav                       | 2.98     | 3.7830   | 1.2695  
4970-29095-0021.wav                      | 19.86    | 21.1214  | 1.0635  
4446-2273-0011.wav                       | 2.79     | 3.9386   | 1.4117  
4446-2273-0018.wav                       | 3.40     | 4.1538   | 1.2217  
4446-2273-0006.wav                       | 2.94     | 4.0866   | 1.3900  
4446-2273-0014.wav                       | 2.39     | 2.9166   | 1.2203  
4446-2273-0020.wav                       | 2.74     | 3.1973   | 1.1669  
4446-2273-0025.wav                       | 4.83     | 5.8413   | 1.2094  
1580-141083-0010.wav                     | 5.32     | 7.3203   | 1.3760  
4446-2271-0023.wav                       | 2.27     | 1.4501   | 0.6402  
4446-2273-0007.wav                       | 3.10     | 4.5263   | 1.4625  
1580-141083-0009.wav                     | 7.04     | 8.3573   | 1.1871  
4446-2273-0023.wav                       | 6.10     | 7.3579   | 1.2062  
4446-2273-0024.wav                       | 4.83     | 6.1769   | 1.2802  
4446-2273-0033.wav                       | 3.30     | 2.9522   | 0.8946  
4446-2271-0022.wav                       | 2.33     | 2.2287   | 0.9586  
4446-2273-0015.wav                       | 4.50     | 5.5258   | 1.2266  
4446-2273-0017.wav                       | 2.74     | 3.0775   | 1.1232  
4446-2271-0000.wav                       | 3.50     | 2.7340   | 0.7823  
4446-2271-0010.wav                       | 3.13     | 3.0192   | 0.9631  
4446-2271-0015.wav                       | 2.60     | 2.3764   | 0.9158  
4446-2273-0029.wav                       | 3.30     | 3.4778   | 1.0539  
4446-2271-0002.wav                       | 2.38     | 2.0239   | 0.8486  
4446-2271-0007.wav                       | 2.10     | 1.7016   | 0.8103  
1580-141083-0038.wav                     | 7.54     | 8.9109   | 1.1826  
4446-2273-0021.wav                       | 5.25     | 5.6867   | 1.0822  
4446-2273-0028.wav                       | 5.41     | 6.2952   | 1.1647  
4446-2273-0004.wav                       | 5.43     | 5.4566   | 1.0040  
4446-2273-0027.wav                       | 3.76     | 3.9262   | 1.0442  
4446-2273-0009.wav                       | 4.01     | 3.9648   | 0.9875  
4446-2271-0021.wav                       | 3.56     | 3.5155   | 0.9875  
4446-2273-0001.wav                       | 4.66     | 5.9219   | 1.2708  
4446-2275-0003.wav                       | 2.06     | 1.6463   | 0.7992  
4446-2271-0006.wav                       | 2.90     | 2.3926   | 0.8236  
4446-2273-0035.wav                       | 6.15     | 6.1957   | 1.0074  
4446-2271-0011.wav                       | 3.94     | 3.6620   | 0.9283  
4446-2271-0024.wav                       | 3.16     | 2.8575   | 0.9043  
4446-2271-0003.wav                       | 3.70     | 3.1503   | 0.8514  
4446-2273-0008.wav                       | 7.71     | 8.8681   | 1.1495  
4446-2275-0037.wav                       | 2.09     | 1.5972   | 0.7642  
4446-2271-0005.wav                       | 3.40     | 2.9221   | 0.8607  
4446-2275-0018.wav                       | 2.31     | 1.9490   | 0.8419  
4446-2275-0020.wav                       | 2.72     | 2.2033   | 0.8101  
4446-2273-0032.wav                       | 7.83     | 8.2802   | 1.0568  
4446-2271-0013.wav                       | 4.40     | 4.8762   | 1.1082  
4446-2275-0011.wav                       | 2.44     | 2.0478   | 0.8410  
4446-2275-0027.wav                       | 3.00     | 2.7881   | 0.9309  
4446-2273-0022.wav                       | 5.87     | 6.4165   | 1.0940  
4446-2273-0003.wav                       | 7.83     | 8.9231   | 1.1389  
4970-29093-0006.wav                      | 29.60    | 29.8481  | 1.0084  
4446-2271-0019.wav                       | 3.83     | 3.4914   | 0.9128  
4446-2275-0017.wav                       | 2.48     | 2.2735   | 0.9186  
4446-2271-0012.wav                       | 3.78     | 3.4758   | 0.9195  
4446-2275-0030.wav                       | 2.67     | 2.6550   | 0.9962  
1580-141083-0001.wav                     | 10.26    | 11.5379  | 1.1251  
4446-2275-0024.wav                       | 2.40     | 1.7782   | 0.7424  
4446-2275-0044.wav                       | 2.62     | 2.2137   | 0.8466  
4446-2271-0014.wav                       | 5.34     | 4.5351   | 0.8493  
4446-2275-0028.wav                       | 3.58     | 2.7504   | 0.7693  
4446-2275-0004.wav                       | 2.11     | 1.7944   | 0.8504  
4446-2275-0014.wav                       | 2.51     | 1.6509   | 0.6577  
4446-2275-0025.wav                       | 2.16     | 1.6786   | 0.7771  
4446-2275-0010.wav                       | 3.73     | 3.1643   | 0.8472  
4446-2271-0008.wav                       | 5.50     | 4.3691   | 0.7951  
4446-2273-0016.wav                       | 9.64     | 9.8555   | 1.0218  
4446-2271-0001.wav                       | 6.35     | 6.0753   | 0.9567  
4446-2275-0039.wav                       | 1.90     | 1.6821   | 0.8853  
1580-141083-0029.wav                     | 10.05    | 13.0279  | 1.2957  
4446-2275-0005.wav                       | 4.45     | 4.1865   | 0.9419  
4446-2271-0018.wav                       | 5.71     | 5.0472   | 0.8832  
4446-2275-0031.wav                       | 3.06     | 2.4847   | 0.8133  
4446-2275-0021.wav                       | 5.05     | 4.5637   | 0.9037  
4446-2275-0022.wav                       | 3.28     | 3.4362   | 1.0476  
4446-2275-0006.wav                       | 3.54     | 2.7952   | 0.7896  
4446-2275-0036.wav                       | 2.90     | 2.1915   | 0.7544  
4446-2275-0023.wav                       | 3.81     | 3.2113   | 0.8440  
4446-2275-0001.wav                       | 4.66     | 4.2697   | 0.9162  
4446-2275-0019.wav                       | 4.93     | 4.3408   | 0.8805  
4446-2275-0008.wav                       | 4.13     | 3.5523   | 0.8601  
4446-2271-0020.wav                       | 7.55     | 6.6638   | 0.8826  
4446-2275-0009.wav                       | 2.09     | 2.0222   | 0.9676  
4446-2275-0015.wav                       | 2.98     | 2.8234   | 0.9474  
4446-2273-0000.wav                       | 8.99     | 8.2867   | 0.9213  
4446-2275-0032.wav                       | 3.25     | 2.7482   | 0.8469  
4446-2275-0034.wav                       | 3.08     | 2.8127   | 0.9132  
4446-2275-0013.wav                       | 3.65     | 3.1437   | 0.8613  
4446-2275-0045.wav                       | 2.63     | 2.5425   | 0.9649  
4992-41806-0010.wav                      | 2.14     | 2.1561   | 1.0075  
4446-2275-0026.wav                       | 5.50     | 5.2324   | 0.9522  
4446-2271-0009.wav                       | 7.82     | 7.0987   | 0.9078  
4446-2275-0042.wav                       | 5.40     | 4.3616   | 0.8077  
4446-2273-0010.wav                       | 12.44    | 12.8693  | 1.0345  
4446-2275-0035.wav                       | 4.08     | 3.4134   | 0.8376  
4446-2275-0043.wav                       | 5.88     | 5.2401   | 0.8912  
4992-41806-0004.wav                      | 3.70     | 3.3572   | 0.9074  
4446-2275-0038.wav                       | 4.53     | 3.7190   | 0.8210  
4992-41806-0009.wav                      | 4.36     | 3.6202   | 0.8313  
4446-2271-0016.wav                       | 10.21    | 8.9221   | 0.8743  
4446-2275-0041.wav                       | 4.75     | 4.3231   | 0.9092  
4992-41806-0005.wav                      | 3.73     | 3.3692   | 0.9033  
4446-2275-0033.wav                       | 7.06     | 6.5406   | 0.9264  
4992-23283-0002.wav                      | 3.12     | 2.5801   | 0.8269  
4446-2275-0002.wav                       | 7.67     | 7.2467   | 0.9442  
4446-2275-0000.wav                       | 6.34     | 5.4796   | 0.8643  
4992-23283-0006.wav                      | 2.96     | 2.4183   | 0.8156  
4992-23283-0011.wav                      | 4.22     | 3.6517   | 0.8643  
4446-2275-0040.wav                       | 6.96     | 5.8587   | 0.8412  
4446-2275-0029.wav                       | 6.28     | 5.8461   | 0.9309  
4446-2271-0017.wav                       | 12.26    | 10.3433  | 0.8437  
4446-2275-0012.wav                       | 6.03     | 5.4666   | 0.9073  
4446-2275-0016.wav                       | 7.30     | 6.5384   | 0.8957  
4992-23283-0016.wav                      | 4.50     | 3.6963   | 0.8223  
4992-23283-0001.wav                      | 2.71     | 2.4295   | 0.8965  
4992-23283-0014.wav                      | 4.54     | 4.3018   | 0.9486  
4446-2275-0007.wav                       | 8.97     | 8.2730   | 0.9218  
4992-23283-0010.wav                      | 5.00     | 4.4059   | 0.8812  
4992-41806-0013.wav                      | 6.02     | 5.2817   | 0.8774  
4992-23283-0015.wav                      | 3.67     | 3.0661   | 0.8343  
4992-41797-0003.wav                      | 2.83     | 2.1512   | 0.7588  
4992-23283-0007.wav                      | 4.04     | 3.5081   | 0.8673  
4446-2271-0004.wav                       | 12.01    | 10.7343  | 0.8938  
4992-41806-0012.wav                      | 6.73     | 6.2803   | 0.9332  
4992-23283-0000.wav                      | 6.64     | 5.4076   | 0.8138  
4992-23283-0003.wav                      | 4.64     | 4.1060   | 0.8840  
4992-23283-0013.wav                      | 6.63     | 5.5736   | 0.8407  
4992-23283-0008.wav                      | 4.91     | 4.2828   | 0.8723  
4992-23283-0018.wav                      | 6.58     | 5.4895   | 0.8349  
237-134500-0025.wav                      | 1.63     | 1.0432   | 0.6400  
4992-41806-0011.wav                      | 7.84     | 7.2118   | 0.9199  
4992-41806-0001.wav                      | 8.31     | 7.1367   | 0.8588  
4992-23283-0019.wav                      | 6.58     | 5.5436   | 0.8419  
4992-41797-0006.wav                      | 4.55     | 3.3761   | 0.7420  
4992-41797-0000.wav                      | 5.49     | 4.5877   | 0.8364  
4992-41797-0012.wav                      | 2.71     | 1.9979   | 0.7386  
4992-41797-0005.wav                      | 3.85     | 3.1734   | 0.8253  
237-134500-0029.wav                      | 2.06     | 1.6553   | 0.8016  
4992-41806-0003.wav                      | 9.24     | 8.1116   | 0.8779  
237-134500-0035.wav                      | 2.56     | 1.9287   | 0.7549  
4992-41797-0016.wav                      | 3.30     | 2.5518   | 0.7733  
4992-41797-0002.wav                      | 5.62     | 5.1715   | 0.9194  
4992-23283-0004.wav                      | 8.06     | 6.4139   | 0.7958  
237-134500-0009.wav                      | 2.22     | 1.8035   | 0.8124  
4992-41797-0019.wav                      | 4.75     | 4.0302   | 0.8476  
4992-41806-0006.wav                      | 10.37    | 9.1310   | 0.8805  
4992-41797-0011.wav                      | 5.45     | 4.2332   | 0.7774  
4992-23283-0020.wav                      | 10.42    | 8.7034   | 0.8353  
237-134500-0023.wav                      | 3.06     | 2.5251   | 0.8252  
4992-41806-0017.wav                      | 10.89    | 9.6658   | 0.8872  
237-134500-0007.wav                      | 2.39     | 1.8834   | 0.7880  
4992-41797-0007.wav                      | 6.91     | 5.7702   | 0.8357  
237-134500-0017.wav                      | 2.18     | 1.6308   | 0.7481  
4992-41797-0015.wav                      | 8.65     | 6.4361   | 0.7441  
4992-41797-0022.wav                      | 6.45     | 5.2955   | 0.8210  
4992-23283-0009.wav                      | 8.39     | 6.9224   | 0.8246  
4992-41797-0004.wav                      | 7.32     | 6.1061   | 0.8347  
237-134500-0004.wav                      | 2.23     | 1.5300   | 0.6877  
237-134500-0003.wav                      | 3.17     | 2.1962   | 0.6928  
4992-41797-0020.wav                      | 7.49     | 6.8045   | 0.9085  
4992-41797-0014.wav                      | 7.21     | 6.2852   | 0.8711  
237-134500-0019.wav                      | 2.86     | 1.9103   | 0.6679  
4992-41806-0007.wav                      | 11.41    | 10.1990  | 0.8935  
237-134500-0020.wav                      | 2.18     | 1.6418   | 0.7531  
237-134500-0005.wav                      | 2.39     | 2.2068   | 0.9234  
4992-41806-0008.wav                      | 11.82    | 10.3786  | 0.8781  
4992-23283-0005.wav                      | 10.74    | 8.4919   | 0.7907  
237-134500-0011.wav                      | 3.35     | 2.6896   | 0.8029  
237-134500-0016.wav                      | 3.16     | 2.5244   | 0.7988  
4992-41806-0015.wav                      | 12.44    | 11.1213  | 0.8940  
4992-41797-0008.wav                      | 8.96     | 7.2468   | 0.8083  
4992-41797-0010.wav                      | 6.82     | 5.8340   | 0.8554  
237-134500-0039.wav                      | 4.63     | 3.8161   | 0.8242  
237-134500-0027.wav                      | 3.27     | 2.3644   | 0.7231  
237-134500-0026.wav                      | 3.05     | 2.4556   | 0.8051  
4992-41806-0000.wav                      | 14.36    | 11.7225  | 0.8163  
237-134500-0000.wav                      | 6.13     | 5.1160   | 0.8346  
237-134500-0030.wav                      | 2.78     | 1.9734   | 0.7099  
4992-41797-0017.wav                      | 8.69     | 7.4549   | 0.8579  
237-134500-0001.wav                      | 1.81     | 1.4325   | 0.7915  
237-134500-0037.wav                      | 7.11     | 5.3116   | 0.7476  
237-134500-0032.wav                      | 5.03     | 4.4961   | 0.8947  
237-134493-0007.wav                      | 2.04     | 1.5159   | 0.7449  
237-134500-0010.wav                      | 4.00     | 3.1183   | 0.7805  
4992-41797-0021.wav                      | 8.23     | 6.6549   | 0.8086  
237-134500-0038.wav                      | 2.44     | 2.2731   | 0.9335  
237-134500-0042.wav                      | 2.58     | 2.0657   | 0.8022  
237-134500-0040.wav                      | 4.03     | 3.0176   | 0.7488  
237-134500-0022.wav                      | 5.17     | 4.2087   | 0.8149  
237-134500-0014.wav                      | 4.25     | 3.6627   | 0.8618  
4992-41797-0018.wav                      | 9.15     | 8.1729   | 0.8927  
237-134500-0028.wav                      | 4.52     | 3.8602   | 0.8531  
237-134500-0034.wav                      | 3.08     | 2.9555   | 0.9611  
237-134500-0008.wav                      | 3.76     | 2.8317   | 0.7531  
237-134500-0006.wav                      | 4.22     | 3.4253   | 0.8107  
4992-41806-0016.wav                      | 15.76    | 13.6557  | 0.8665  
4992-41797-0013.wav                      | 9.80     | 8.2403   | 0.8408  
237-134493-0010.wav                      | 2.88     | 2.5539   | 0.8883  
237-134500-0021.wav                      | 5.12     | 4.1873   | 0.8178  
4992-41806-0014.wav                      | 15.21    | 14.1721  | 0.9318  
237-134493-0008.wav                      | 2.31     | 1.6831   | 0.7302  
237-134500-0002.wav                      | 5.07     | 4.4712   | 0.8819  
237-134493-0014.wav                      | 3.70     | 3.0442   | 0.8227  
237-134500-0024.wav                      | 4.41     | 4.1793   | 0.9477  
237-134493-0013.wav                      | 4.09     | 3.8432   | 0.9396  
237-134493-0009.wav                      | 2.98     | 2.5524   | 0.8579  
4992-23283-0017.wav                      | 14.31    | 12.8701  | 0.8991  
237-134493-0012.wav                      | 3.66     | 3.4265   | 0.9362  
237-134500-0036.wav                      | 6.60     | 5.3979   | 0.8179  
237-126133-0020.wav                      | 2.24     | 1.7303   | 0.7725  
237-134500-0033.wav                      | 6.35     | 5.0809   | 0.8001  
4992-41806-0002.wav                      | 17.75    | 15.3161  | 0.8631  
237-134500-0012.wav                      | 10.94    | 8.7866   | 0.8035  
237-134493-0000.wav                      | 4.11     | 3.5475   | 0.8642  
237-134493-0011.wav                      | 5.04     | 4.3368   | 0.8613  
237-134493-0006.wav                      | 4.39     | 4.3077   | 0.9801  
237-134493-0018.wav                      | 4.79     | 4.0074   | 0.8366  
237-126133-0004.wav                      | 3.29     | 2.9494   | 0.8951  
237-134493-0015.wav                      | 6.55     | 5.7977   | 0.8851  
237-134500-0041.wav                      | 8.92     | 7.7732   | 0.8714  
237-126133-0009.wav                      | 3.97     | 3.3440   | 0.8423  
237-126133-0025.wav                      | 3.75     | 3.0379   | 0.8090  
4992-41797-0009.wav                      | 13.20    | 11.6447  | 0.8825  
237-126133-0022.wav                      | 5.04     | 4.5206   | 0.8969  
260-123288-0028.wav                      | 2.61     | 1.8827   | 0.7214  
260-123288-0023.wav                      | 2.38     | 1.8525   | 0.7767  
237-126133-0021.wav                      | 4.37     | 3.6305   | 0.8317  
237-126133-0017.wav                      | 6.21     | 5.1313   | 0.8263  
237-126133-0006.wav                      | 6.15     | 5.2986   | 0.8616  
237-126133-0008.wav                      | 3.87     | 3.2716   | 0.8465  
260-123288-0021.wav                      | 2.71     | 2.1731   | 0.8019  
237-134493-0001.wav                      | 7.38     | 6.0118   | 0.8146  
237-126133-0023.wav                      | 6.67     | 5.6563   | 0.8474  
237-126133-0016.wav                      | 4.25     | 3.6089   | 0.8491  
260-123288-0000.wav                      | 3.04     | 2.4255   | 0.7979  
237-126133-0018.wav                      | 4.09     | 3.6320   | 0.8869  
237-134500-0015.wav                      | 10.81    | 9.2930   | 0.8593  
237-126133-0012.wav                      | 4.45     | 3.8021   | 0.8544  
237-126133-0014.wav                      | 6.79     | 5.4040   | 0.7959  
237-134493-0004.wav                      | 6.83     | 6.4437   | 0.9441  
260-123288-0022.wav                      | 3.71     | 3.0064   | 0.8114  
237-134500-0031.wav                      | 10.61    | 8.5063   | 0.8017  
260-123288-0018.wav                      | 3.25     | 2.4679   | 0.7605  
237-134500-0013.wav                      | 10.56    | 9.6649   | 0.9152  
237-134493-0017.wav                      | 9.11     | 7.4961   | 0.8233  
237-126133-0013.wav                      | 6.82     | 5.4816   | 0.8043  
237-126133-0005.wav                      | 6.51     | 5.5105   | 0.8465  
237-126133-0002.wav                      | 8.92     | 7.2943   | 0.8178  
260-123288-0014.wav                      | 1.80     | 1.4404   | 0.7980  
260-123288-0012.wav                      | 3.54     | 2.3058   | 0.6505  
237-126133-0011.wav                      | 6.71     | 6.1193   | 0.9120  
237-126133-0019.wav                      | 7.12     | 6.1904   | 0.8694  
260-123288-0001.wav                      | 5.08     | 4.1421   | 0.8154  
260-123288-0006.wav                      | 4.88     | 4.3775   | 0.8970  
237-126133-0010.wav                      | 6.24     | 5.8144   | 0.9318  
260-123288-0020.wav                      | 2.90     | 2.2275   | 0.7681  
4992-23283-0012.wav                      | 21.73    | 18.4680  | 0.8497  
237-134493-0016.wav                      | 10.09    | 8.7688   | 0.8695  
237-126133-0007.wav                      | 8.68     | 6.9715   | 0.8032  
237-126133-0003.wav                      | 6.56     | 5.4647   | 0.8330  
237-134500-0018.wav                      | 12.85    | 11.6457  | 0.9066  
260-123288-0019.wav                      | 2.96     | 2.4307   | 0.8226  
237-134493-0002.wav                      | 11.39    | 9.8680   | 0.8660  
237-134493-0005.wav                      | 10.95    | 9.5891   | 0.8761  
260-123286-0014.wav                      | 2.98     | 2.3622   | 0.7927  
260-123288-0009.wav                      | 3.44     | 3.0214   | 0.8796  
237-126133-0015.wav                      | 9.34     | 7.7831   | 0.8333  
260-123286-0008.wav                      | 3.73     | 3.0186   | 0.8082  
260-123286-0012.wav                      | 2.43     | 1.9086   | 0.7854  
260-123288-0016.wav                      | 4.87     | 3.7219   | 0.7650  
260-123288-0004.wav                      | 4.31     | 3.6123   | 0.8381  
237-134493-0003.wav                      | 12.77    | 10.8503  | 0.8500  
260-123288-0008.wav                      | 5.51     | 4.5739   | 0.8294  
260-123286-0004.wav                      | 3.46     | 2.6258   | 0.7578  
260-123286-0001.wav                      | 3.07     | 2.7459   | 0.8944  
260-123286-0021.wav                      | 2.55     | 2.3162   | 0.9083  
260-123288-0017.wav                      | 5.22     | 4.6253   | 0.8852  
260-123286-0020.wav                      | 3.06     | 2.5237   | 0.8247  
260-123288-0002.wav                      | 7.25     | 6.2214   | 0.8581  
260-123286-0022.wav                      | 3.23     | 2.8927   | 0.8942  
260-123286-0005.wav                      | 4.81     | 4.5552   | 0.9470  
237-126133-0024.wav                      | 9.66     | 9.2619   | 0.9583  
260-123286-0010.wav                      | 2.58     | 2.2494   | 0.8736  
260-123288-0027.wav                      | 6.30     | 6.1875   | 0.9814  
260-123286-0024.wav                      | 3.04     | 3.1083   | 1.0225  
260-123286-0007.wav                      | 4.55     | 4.2467   | 0.9334  
260-123286-0018.wav                      | 5.67     | 5.9128   | 1.0428  
