nohup: ignoring input
--------------------------------------------------
正在初始化 Sherpa-onnx (RTF 性能测试)...
加载模型:
  Enc: encoder-epoch-99-avg-1.int8.onnx
  Dec: decoder-epoch-99-avg-1.onnx
  Join: joiner-epoch-99-avg-1.onnx
模型加载完成。
--------------------------------------------------
开始遍历数据集: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean
文件名                                      | 音频时长(s)    | 推理耗时(s)    | 实时率(RTF)  
4970-29095-0036.wav                      | 5.25       | 0.5436     | 0.1035    
4970-29095-0026.wav                      | 10.93      | 1.0796     | 0.0988    
4970-29095-0003.wav                      | 10.02      | 1.0364     | 0.1034    
4970-29095-0033.wav                      | 12.03      | 1.2494     | 0.1039    
4970-29095-0032.wav                      | 6.61       | 0.6278     | 0.0950    
4970-29095-0037.wav                      | 6.88       | 0.6410     | 0.0931    
4970-29095-0029.wav                      | 3.89       | 0.3494     | 0.0898    
4970-29095-0031.wav                      | 15.05      | 1.4209     | 0.0944    
4970-29095-0008.wav                      | 3.04       | 0.2768     | 0.0911    
4970-29095-0002.wav                      | 5.48       | 0.5040     | 0.0920    
4970-29095-0021.wav                      | 19.86      | 1.9034     | 0.0958    
4970-29095-0004.wav                      | 9.61       | 0.9062     | 0.0943    
4970-29095-0000.wav                      | 2.87       | 0.2602     | 0.0908    
4970-29095-0022.wav                      | 4.76       | 0.4530     | 0.0951    
4970-29095-0016.wav                      | 6.95       | 0.6579     | 0.0947    
4970-29095-0025.wav                      | 3.83       | 0.3432     | 0.0896    
4970-29095-0038.wav                      | 8.74       | 0.8421     | 0.0963    
4970-29095-0017.wav                      | 3.93       | 0.3780     | 0.0962    
4970-29095-0013.wav                      | 1.98       | 0.1547     | 0.0782    
4970-29095-0014.wav                      | 3.26       | 0.2899     | 0.0889    
4970-29095-0005.wav                      | 4.65       | 0.4477     | 0.0963    
4970-29095-0006.wav                      | 4.47       | 0.3977     | 0.0890    
4970-29095-0007.wav                      | 14.81      | 1.4583     | 0.0985    
4970-29095-0034.wav                      | 5.81       | 0.5287     | 0.0910    
4970-29095-0030.wav                      | 4.67       | 0.4380     | 0.0938    
4970-29095-0023.wav                      | 3.90       | 0.3360     | 0.0860    
4970-29095-0027.wav                      | 9.79       | 0.9327     | 0.0952    
4970-29095-0015.wav                      | 2.36       | 0.2151     | 0.0911    
4970-29095-0024.wav                      | 6.04       | 0.5585     | 0.0925    
4970-29095-0019.wav                      | 2.73       | 0.2457     | 0.0902    
4970-29095-0018.wav                      | 12.14      | 1.2078     | 0.0995    
4970-29095-0035.wav                      | 4.75       | 0.4413     | 0.0929    
4970-29095-0010.wav                      | 2.64       | 0.2567     | 0.0972    
4970-29095-0011.wav                      | 3.35       | 0.3079     | 0.0918    
4970-29095-0001.wav                      | 13.91      | 1.3347     | 0.0960    
1580-141084-0040.wav                     | 5.99       | 0.5574     | 0.0931    
1580-141084-0025.wav                     | 2.38       | 0.2136     | 0.0899    
1580-141084-0028.wav                     | 2.65       | 0.2442     | 0.0920    
1580-141084-0042.wav                     | 5.06       | 0.4626     | 0.0914    
1580-141084-0001.wav                     | 3.27       | 0.2807     | 0.0860    
1580-141084-0048.wav                     | 9.27       | 0.8606     | 0.0929    
1580-141084-0050.wav                     | 2.78       | 0.2446     | 0.0880    
1580-141084-0017.wav                     | 2.00       | 0.1833     | 0.0916    
1580-141084-0039.wav                     | 4.88       | 0.4692     | 0.0961    
1580-141084-0047.wav                     | 5.25       | 0.5015     | 0.0955    
1580-141084-0035.wav                     | 2.63       | 0.2218     | 0.0843    
1580-141084-0038.wav                     | 2.96       | 0.2806     | 0.0950    
1580-141084-0016.wav                     | 5.96       | 0.5643     | 0.0947    
1580-141084-0021.wav                     | 4.01       | 0.3762     | 0.0938    
1580-141084-0011.wav                     | 5.00       | 0.5120     | 0.1024    
1580-141084-0000.wav                     | 4.62       | 0.4233     | 0.0917    
1580-141084-0012.wav                     | 2.48       | 0.2121     | 0.0854    
1580-141084-0041.wav                     | 7.99       | 0.7276     | 0.0911    
1580-141084-0030.wav                     | 2.15       | 0.1803     | 0.0840    
1580-141084-0029.wav                     | 8.07       | 0.7610     | 0.0942    
1580-141084-0014.wav                     | 3.97       | 0.3635     | 0.0916    
1580-141084-0015.wav                     | 3.47       | 0.3083     | 0.0889    
1580-141084-0023.wav                     | 8.73       | 0.8187     | 0.0937    
1580-141084-0002.wav                     | 5.91       | 0.5571     | 0.0944    
1580-141084-0045.wav                     | 3.62       | 0.3310     | 0.0913    
1580-141084-0043.wav                     | 2.06       | 0.1811     | 0.0877    
1580-141084-0034.wav                     | 4.49       | 0.4035     | 0.0899    
1580-141084-0037.wav                     | 2.96       | 0.2734     | 0.0922    
1580-141084-0046.wav                     | 2.35       | 0.2131     | 0.0907    
1580-141084-0033.wav                     | 7.00       | 0.6552     | 0.0936    
1580-141084-0018.wav                     | 3.35       | 0.3005     | 0.0898    
1580-141084-0044.wav                     | 2.90       | 0.2395     | 0.0827    
1580-141084-0013.wav                     | 2.23       | 0.1802     | 0.0810    
1580-141084-0032.wav                     | 5.00       | 0.4647     | 0.0930    
1580-141084-0036.wav                     | 2.48       | 0.2096     | 0.0847    
1580-141084-0008.wav                     | 6.79       | 0.6397     | 0.0941    
1580-141084-0020.wav                     | 2.86       | 0.2499     | 0.0874    
1580-141084-0003.wav                     | 4.10       | 0.3626     | 0.0885    
1580-141084-0022.wav                     | 2.06       | 0.1800     | 0.0874    
1580-141084-0031.wav                     | 6.47       | 0.5843     | 0.0903    
1580-141084-0024.wav                     | 9.19       | 0.8540     | 0.0930    
1580-141084-0027.wav                     | 3.36       | 0.3031     | 0.0902    
1580-141084-0006.wav                     | 2.13       | 0.1818     | 0.0852    
1580-141084-0005.wav                     | 2.52       | 0.2106     | 0.0837    
1580-141084-0009.wav                     | 4.68       | 0.4416     | 0.0942    
1580-141084-0026.wav                     | 7.00       | 0.6368     | 0.0910    
1580-141084-0007.wav                     | 2.02       | 0.1826     | 0.0904    
1580-141084-0049.wav                     | 7.58       | 0.7027     | 0.0928    
1580-141084-0010.wav                     | 4.47       | 0.3975     | 0.0889    
1580-141084-0019.wav                     | 3.12       | 0.2788     | 0.0892    
1580-141084-0004.wav                     | 9.01       | 0.8164     | 0.0907    
1580-141083-0000.wav                     | 8.94       | 0.8143     | 0.0911    
1580-141083-0025.wav                     | 3.90       | 0.3379     | 0.0865    
1580-141083-0037.wav                     | 5.73       | 0.5186     | 0.0905    
1580-141083-0020.wav                     | 5.13       | 0.4568     | 0.0890    
1580-141083-0007.wav                     | 4.57       | 0.4364     | 0.0956    
1580-141083-0043.wav                     | 2.74       | 0.2432     | 0.0888    
1580-141083-0033.wav                     | 7.45       | 0.7005     | 0.0940    
1580-141083-0011.wav                     | 2.83       | 0.2468     | 0.0874    
1580-141083-0030.wav                     | 3.48       | 0.3021     | 0.0868    
1580-141083-0006.wav                     | 10.85      | 1.0007     | 0.0922    
1580-141083-0042.wav                     | 5.87       | 0.5506     | 0.0939    
1580-141083-0045.wav                     | 4.36       | 0.4046     | 0.0928    
1580-141083-0051.wav                     | 1.98       | 0.1551     | 0.0783    
1580-141083-0035.wav                     | 4.98       | 0.4560     | 0.0916    
1580-141083-0016.wav                     | 4.25       | 0.3971     | 0.0933    
1580-141083-0036.wav                     | 3.98       | 0.3619     | 0.0909    
1580-141083-0019.wav                     | 2.71       | 0.2427     | 0.0897    
1580-141083-0046.wav                     | 3.53       | 0.3306     | 0.0936    
1580-141083-0050.wav                     | 3.08       | 0.2699     | 0.0875    
1580-141083-0005.wav                     | 2.75       | 0.2394     | 0.0872    
1580-141083-0031.wav                     | 6.25       | 0.5744     | 0.0919    
1580-141083-0004.wav                     | 4.51       | 0.3889     | 0.0861    
1580-141083-0026.wav                     | 4.78       | 0.4247     | 0.0889    
1580-141083-0028.wav                     | 2.58       | 0.2119     | 0.0820    
1580-141083-0003.wav                     | 6.55       | 0.6022     | 0.0919    
1580-141083-0048.wav                     | 2.79       | 0.2389     | 0.0858    
1580-141083-0012.wav                     | 7.07       | 0.6620     | 0.0937    
1580-141083-0002.wav                     | 6.13       | 0.5659     | 0.0922    
1580-141083-0044.wav                     | 5.50       | 0.5095     | 0.0926    
1580-141083-0008.wav                     | 4.30       | 0.4038     | 0.0938    
1580-141083-0027.wav                     | 5.22       | 0.5031     | 0.0963    
1580-141083-0023.wav                     | 3.33       | 0.3141     | 0.0943    
1580-141083-0039.wav                     | 3.73       | 0.3407     | 0.0915    
1580-141083-0052.wav                     | 3.45       | 0.3101     | 0.0899    
1580-141083-0034.wav                     | 6.99       | 0.6467     | 0.0925    
1580-141083-0013.wav                     | 4.32       | 0.3950     | 0.0914    
1580-141083-0040.wav                     | 3.75       | 0.3334     | 0.0889    
1580-141083-0053.wav                     | 4.01       | 0.3609     | 0.0899    
1580-141083-0018.wav                     | 2.67       | 0.2394     | 0.0895    
1580-141083-0032.wav                     | 4.13       | 0.3689     | 0.0892    
1580-141083-0017.wav                     | 2.28       | 0.1907     | 0.0836    
1580-141083-0041.wav                     | 3.58       | 0.3087     | 0.0864    
1580-141083-0014.wav                     | 2.85       | 0.2539     | 0.0889    
1580-141083-0009.wav                     | 7.04       | 0.6544     | 0.0930    
1580-141083-0049.wav                     | 3.85       | 0.3389     | 0.0881    
1580-141083-0029.wav                     | 10.05      | 0.9774     | 0.0972    
1580-141083-0022.wav                     | 3.29       | 0.3099     | 0.0940    
1580-141083-0015.wav                     | 4.99       | 0.4988     | 0.1001    
1580-141083-0024.wav                     | 4.48       | 0.4022     | 0.0898    
1580-141083-0047.wav                     | 2.60       | 0.2173     | 0.0834    
1580-141083-0001.wav                     | 10.26      | 0.9883     | 0.0964    
1580-141083-0038.wav                     | 7.54       | 0.7012     | 0.0931    
1580-141083-0021.wav                     | 3.71       | 0.3396     | 0.0914    
1580-141083-0010.wav                     | 5.32       | 0.4975     | 0.0935    
4446-2273-0034.wav                       | 3.59       | 0.3121     | 0.0869    
4446-2273-0005.wav                       | 4.12       | 0.3700     | 0.0897    
4446-2273-0023.wav                       | 6.10       | 0.5906     | 0.0968    
4446-2273-0008.wav                       | 7.71       | 0.7364     | 0.0954    
4446-2273-0025.wav                       | 4.83       | 0.4439     | 0.0919    
4446-2273-0024.wav                       | 4.83       | 0.4264     | 0.0884    
4446-2273-0002.wav                       | 3.29       | 0.3302     | 0.1002    
4446-2273-0003.wav                       | 7.83       | 0.7348     | 0.0938    
4446-2273-0010.wav                       | 12.44      | 1.2078     | 0.0971    
4446-2273-0032.wav                       | 7.83       | 0.7545     | 0.0963    
4446-2273-0016.wav                       | 9.64       | 0.9109     | 0.0944    
4446-2273-0019.wav                       | 3.12       | 0.2823     | 0.0906    
4446-2273-0028.wav                       | 5.41       | 0.5092     | 0.0942    
4446-2273-0015.wav                       | 4.50       | 0.4209     | 0.0934    
4446-2273-0018.wav                       | 3.40       | 0.3178     | 0.0935    
4446-2273-0030.wav                       | 2.88       | 0.2480     | 0.0860    
4446-2273-0012.wav                       | 2.98       | 0.2957     | 0.0992    
4446-2273-0011.wav                       | 2.79       | 0.2485     | 0.0891    
4446-2273-0036.wav                       | 3.12       | 0.2828     | 0.0906    
4446-2273-0006.wav                       | 2.94       | 0.2541     | 0.0864    
4446-2273-0007.wav                       | 3.10       | 0.2782     | 0.0899    
4446-2273-0021.wav                       | 5.25       | 0.5145     | 0.0979    
4446-2273-0031.wav                       | 1.79       | 0.1535     | 0.0855    
4446-2273-0001.wav                       | 4.66       | 0.4286     | 0.0920    
4446-2273-0035.wav                       | 6.15       | 0.5460     | 0.0888    
4446-2273-0004.wav                       | 5.43       | 0.4936     | 0.0908    
4446-2273-0013.wav                       | 2.62       | 0.2116     | 0.0806    
4446-2273-0020.wav                       | 2.74       | 0.2404     | 0.0877    
4446-2273-0026.wav                       | 1.95       | 0.1515     | 0.0777    
4446-2273-0022.wav                       | 5.87       | 0.5524     | 0.0942    
4446-2273-0014.wav                       | 2.39       | 0.2129     | 0.0891    
4446-2273-0033.wav                       | 3.30       | 0.3016     | 0.0914    
4446-2273-0027.wav                       | 3.76       | 0.3397     | 0.0903    
4446-2273-0029.wav                       | 3.30       | 0.3042     | 0.0922    
4446-2273-0000.wav                       | 8.99       | 0.8300     | 0.0923    
4446-2273-0009.wav                       | 4.01       | 0.3642     | 0.0907    
4446-2273-0017.wav                       | 2.74       | 0.2412     | 0.0880    
4446-2271-0010.wav                       | 3.13       | 0.2742     | 0.0875    
4446-2271-0000.wav                       | 3.50       | 0.3355     | 0.0960    
4446-2271-0013.wav                       | 4.40       | 0.3924     | 0.0892    
4446-2271-0021.wav                       | 3.56       | 0.3036     | 0.0853    
4446-2271-0011.wav                       | 3.94       | 0.3679     | 0.0932    
4446-2271-0022.wav                       | 2.33       | 0.2127     | 0.0915    
4446-2271-0023.wav                       | 2.27       | 0.1816     | 0.0802    
4446-2271-0015.wav                       | 2.60       | 0.2152     | 0.0829    
4446-2271-0001.wav                       | 6.35       | 0.5947     | 0.0937    
4446-2271-0017.wav                       | 12.26      | 1.1826     | 0.0965    
4446-2271-0002.wav                       | 2.38       | 0.2148     | 0.0901    
4446-2271-0003.wav                       | 3.70       | 0.3369     | 0.0910    
4446-2271-0016.wav                       | 10.21      | 0.9413     | 0.0922    
4446-2271-0020.wav                       | 7.55       | 0.7080     | 0.0938    
4446-2271-0014.wav                       | 5.34       | 0.4918     | 0.0921    
4446-2271-0024.wav                       | 3.16       | 0.2799     | 0.0886    
4446-2271-0007.wav                       | 2.10       | 0.1858     | 0.0885    
4446-2271-0006.wav                       | 2.90       | 0.2446     | 0.0842    
4446-2271-0009.wav                       | 7.82       | 0.7430     | 0.0950    
4446-2271-0019.wav                       | 3.83       | 0.3346     | 0.0875    
4446-2271-0005.wav                       | 3.40       | 0.3059     | 0.0901    
4446-2271-0018.wav                       | 5.71       | 0.5230     | 0.0915    
4446-2271-0012.wav                       | 3.78       | 0.3364     | 0.0890    
4446-2271-0008.wav                       | 5.50       | 0.5048     | 0.0919    
4446-2271-0004.wav                       | 12.01      | 1.1334     | 0.0944    
4446-2275-0003.wav                       | 2.06       | 0.1810     | 0.0878    
4446-2275-0027.wav                       | 3.00       | 0.2795     | 0.0933    
4446-2275-0021.wav                       | 5.05       | 0.4724     | 0.0935    
4446-2275-0020.wav                       | 2.72       | 0.2460     | 0.0904    
4446-2275-0005.wav                       | 4.45       | 0.3977     | 0.0895    
4446-2275-0019.wav                       | 4.93       | 0.4659     | 0.0945    
4446-2275-0018.wav                       | 2.31       | 0.2169     | 0.0937    
4446-2275-0001.wav                       | 4.66       | 0.4310     | 0.0925    
4446-2275-0011.wav                       | 2.44       | 0.2151     | 0.0884    
4446-2275-0037.wav                       | 2.09       | 0.1887     | 0.0903    
4446-2275-0017.wav                       | 2.48       | 0.2136     | 0.0863    
4446-2275-0030.wav                       | 2.67       | 0.2423     | 0.0909    
4446-2275-0028.wav                       | 3.58       | 0.3061     | 0.0856    
4446-2275-0010.wav                       | 3.73       | 0.3427     | 0.0917    
4446-2275-0002.wav                       | 7.67       | 0.7265     | 0.0947    
4446-2275-0026.wav                       | 5.50       | 0.5054     | 0.0920    
4446-2275-0022.wav                       | 3.28       | 0.3142     | 0.0958    
4446-2275-0044.wav                       | 2.62       | 0.2193     | 0.0838    
4446-2275-0033.wav                       | 7.06       | 0.7150     | 0.1013    
4446-2275-0007.wav                       | 8.97       | 0.8733     | 0.0973    
4446-2275-0023.wav                       | 3.81       | 0.3395     | 0.0892    
4446-2275-0024.wav                       | 2.40       | 0.2166     | 0.0905    
4446-2275-0008.wav                       | 4.13       | 0.3823     | 0.0926    
4446-2275-0043.wav                       | 5.88       | 0.5471     | 0.0930    
4446-2275-0004.wav                       | 2.11       | 0.1818     | 0.0861    
4446-2275-0006.wav                       | 3.54       | 0.3220     | 0.0910    
4446-2275-0031.wav                       | 3.06       | 0.3259     | 0.1067    
4446-2275-0025.wav                       | 2.16       | 0.2155     | 0.0998    
4446-2275-0014.wav                       | 2.51       | 0.2436     | 0.0970    
4446-2275-0042.wav                       | 5.40       | 0.5072     | 0.0939    
4446-2275-0036.wav                       | 2.90       | 0.2563     | 0.0882    
4446-2275-0016.wav                       | 7.30       | 0.6908     | 0.0946    
4446-2275-0015.wav                       | 2.98       | 0.2857     | 0.0959    
4446-2275-0039.wav                       | 1.90       | 0.1588     | 0.0836    
4446-2275-0013.wav                       | 3.65       | 0.3490     | 0.0956    
4446-2275-0000.wav                       | 6.34       | 0.6065     | 0.0957    
4446-2275-0034.wav                       | 3.08       | 0.2991     | 0.0971    
4446-2275-0032.wav                       | 3.25       | 0.3145     | 0.0969    
4446-2275-0040.wav                       | 6.96       | 0.6596     | 0.0947    
4446-2275-0029.wav                       | 6.28       | 0.5994     | 0.0954    
4446-2275-0038.wav                       | 4.53       | 0.4094     | 0.0904    
4446-2275-0009.wav                       | 2.09       | 0.1915     | 0.0916    
4446-2275-0041.wav                       | 4.75       | 0.4458     | 0.0937    
4446-2275-0012.wav                       | 6.03       | 0.5691     | 0.0945    
4446-2275-0035.wav                       | 4.08       | 0.3805     | 0.0934    
4446-2275-0045.wav                       | 2.63       | 0.2511     | 0.0953    
4992-41806-0004.wav                      | 3.70       | 0.3430     | 0.0927    
4992-41806-0009.wav                      | 4.36       | 0.4213     | 0.0967    
4992-41806-0017.wav                      | 10.89      | 1.0568     | 0.0970    
4992-41806-0010.wav                      | 2.14       | 0.2287     | 0.1069    
4992-41806-0000.wav                      | 14.36      | 1.3897     | 0.0968    
4992-41806-0014.wav                      | 15.21      | 1.4661     | 0.0964    
4992-41806-0006.wav                      | 10.37      | 1.0205     | 0.0984    
4992-41806-0005.wav                      | 3.73       | 0.3671     | 0.0984    
4992-41806-0015.wav                      | 12.44      | 1.1793     | 0.0948    
4992-41806-0002.wav                      | 17.75      | 1.6943     | 0.0955    
4992-41806-0016.wav                      | 15.76      | 1.5266     | 0.0969    
4992-41806-0011.wav                      | 7.84       | 0.7294     | 0.0930    
4992-41806-0008.wav                      | 11.82      | 1.1439     | 0.0968    
4992-41806-0007.wav                      | 11.41      | 1.0784     | 0.0945    
4992-41806-0012.wav                      | 6.73       | 0.6184     | 0.0919    
4992-41806-0013.wav                      | 6.02       | 0.5501     | 0.0914    
4992-41806-0003.wav                      | 9.24       | 0.8828     | 0.0955    
4992-41806-0001.wav                      | 8.31       | 0.7871     | 0.0947    
4992-23283-0011.wav                      | 4.22       | 0.3664     | 0.0867    
4992-23283-0020.wav                      | 10.42      | 1.0106     | 0.0970    
4992-23283-0014.wav                      | 4.54       | 0.4053     | 0.0894    
4992-23283-0010.wav                      | 5.00       | 0.4613     | 0.0923    
4992-23283-0002.wav                      | 3.12       | 0.2770     | 0.0888    
4992-23283-0013.wav                      | 6.63       | 0.6216     | 0.0938    
4992-23283-0016.wav                      | 4.50       | 0.3940     | 0.0877    
4992-23283-0000.wav                      | 6.64       | 0.6458     | 0.0972    
4992-23283-0018.wav                      | 6.58       | 0.6128     | 0.0932    
4992-23283-0006.wav                      | 2.96       | 0.2796     | 0.0943    
4992-23283-0017.wav                      | 14.31      | 1.3536     | 0.0946    
4992-23283-0012.wav                      | 21.73      | 2.1043     | 0.0968    
4992-23283-0019.wav                      | 6.58       | 0.6187     | 0.0940    
4992-23283-0005.wav                      | 10.74      | 1.0281     | 0.0957    
4992-23283-0008.wav                      | 4.91       | 0.4599     | 0.0937    
4992-23283-0004.wav                      | 8.06       | 0.7317     | 0.0908    
4992-23283-0001.wav                      | 2.71       | 0.2727     | 0.1006    
4992-23283-0007.wav                      | 4.04       | 0.3651     | 0.0903    
4992-23283-0015.wav                      | 3.67       | 0.3348     | 0.0911    
4992-23283-0003.wav                      | 4.64       | 0.4317     | 0.0929    
4992-23283-0009.wav                      | 8.39       | 0.7901     | 0.0941    
4992-41797-0015.wav                      | 8.65       | 0.7931     | 0.0917    
4992-41797-0000.wav                      | 5.49       | 0.4994     | 0.0910    
4992-41797-0020.wav                      | 7.49       | 0.7164     | 0.0957    
4992-41797-0007.wav                      | 6.91       | 0.6513     | 0.0943    
4992-41797-0002.wav                      | 5.62       | 0.5546     | 0.0986    
4992-41797-0003.wav                      | 2.83       | 0.2430     | 0.0857    
4992-41797-0004.wav                      | 7.32       | 0.6737     | 0.0921    
4992-41797-0008.wav                      | 8.96       | 0.8217     | 0.0917    
4992-41797-0014.wav                      | 7.21       | 0.6775     | 0.0939    
4992-41797-0017.wav                      | 8.69       | 0.7960     | 0.0916    
4992-41797-0022.wav                      | 6.45       | 0.5907     | 0.0916    
4992-41797-0001.wav                      | 28.41      | 2.7038     | 0.0952    
4992-41797-0006.wav                      | 4.55       | 0.3902     | 0.0858    
4992-41797-0018.wav                      | 9.15       | 0.8453     | 0.0923    
4992-41797-0011.wav                      | 5.45       | 0.4945     | 0.0908    
4992-41797-0019.wav                      | 4.75       | 0.4232     | 0.0890    
4992-41797-0005.wav                      | 3.85       | 0.3299     | 0.0858    
4992-41797-0009.wav                      | 13.20      | 1.2888     | 0.0977    
4992-41797-0010.wav                      | 6.82       | 0.6459     | 0.0947    
4992-41797-0013.wav                      | 9.80       | 0.9408     | 0.0960    
4992-41797-0021.wav                      | 8.23       | 0.7739     | 0.0940    
4992-41797-0012.wav                      | 2.71       | 0.2583     | 0.0955    
4992-41797-0016.wav                      | 3.30       | 0.3036     | 0.0920    
237-134500-0025.wav                      | 1.63       | 0.1213     | 0.0744    
237-134500-0000.wav                      | 6.13       | 0.5709     | 0.0931    
237-134500-0035.wav                      | 2.56       | 0.2119     | 0.0829    
237-134500-0037.wav                      | 7.11       | 0.6388     | 0.0899    
237-134500-0023.wav                      | 3.06       | 0.2858     | 0.0934    
237-134500-0012.wav                      | 10.94      | 1.0012     | 0.0916    
237-134500-0029.wav                      | 2.06       | 0.1822     | 0.0882    
237-134500-0009.wav                      | 2.22       | 0.1821     | 0.0820    
237-134500-0007.wav                      | 2.39       | 0.2140     | 0.0895    
237-134500-0032.wav                      | 5.03       | 0.4601     | 0.0916    
237-134500-0039.wav                      | 4.63       | 0.4210     | 0.0909    
237-134500-0003.wav                      | 3.17       | 0.2705     | 0.0853    
237-134500-0017.wav                      | 2.18       | 0.1802     | 0.0826    
237-134500-0011.wav                      | 3.35       | 0.3074     | 0.0918    
237-134500-0005.wav                      | 2.39       | 0.2097     | 0.0877    
237-134500-0016.wav                      | 3.16       | 0.2759     | 0.0873    
237-134500-0019.wav                      | 2.86       | 0.2393     | 0.0837    
237-134500-0004.wav                      | 2.23       | 0.1859     | 0.0836    
237-134500-0022.wav                      | 5.17       | 0.4508     | 0.0873    
237-134500-0041.wav                      | 8.92       | 0.8089     | 0.0907    
237-134500-0020.wav                      | 2.18       | 0.1799     | 0.0825    
237-134500-0015.wav                      | 10.81      | 1.0655     | 0.0985    
237-134500-0026.wav                      | 3.05       | 0.2779     | 0.0911    
237-134500-0018.wav                      | 12.85      | 1.2127     | 0.0944    
237-134500-0027.wav                      | 3.27       | 0.2904     | 0.0888    
237-134500-0010.wav                      | 4.00       | 0.4026     | 0.1008    
237-134500-0036.wav                      | 6.60       | 0.6162     | 0.0934    
237-134500-0014.wav                      | 4.25       | 0.4013     | 0.0944    
237-134500-0013.wav                      | 10.56      | 0.9917     | 0.0939    
237-134500-0028.wav                      | 4.52       | 0.4144     | 0.0916    
237-134500-0040.wav                      | 4.03       | 0.3644     | 0.0904    
237-134500-0021.wav                      | 5.12       | 0.4704     | 0.0919    
237-134500-0030.wav                      | 2.78       | 0.2448     | 0.0881    
237-134500-0002.wav                      | 5.07       | 0.4684     | 0.0924    
237-134500-0033.wav                      | 6.35       | 0.5827     | 0.0918    
237-134500-0038.wav                      | 2.44       | 0.2155     | 0.0885    
237-134500-0031.wav                      | 10.61      | 1.0061     | 0.0948    
237-134500-0006.wav                      | 4.22       | 0.3786     | 0.0896    
237-134500-0024.wav                      | 4.41       | 0.4149     | 0.0941    
237-134500-0034.wav                      | 3.08       | 0.2759     | 0.0897    
237-134500-0042.wav                      | 2.58       | 0.2200     | 0.0854    
237-134500-0001.wav                      | 1.81       | 0.1633     | 0.0902    
237-134500-0008.wav                      | 3.76       | 0.3420     | 0.0910    
237-134493-0007.wav                      | 2.04       | 0.1880     | 0.0924    
237-134493-0015.wav                      | 6.55       | 0.6234     | 0.0952    
237-134493-0013.wav                      | 4.09       | 0.3612     | 0.0883    
237-134493-0003.wav                      | 12.77      | 1.1797     | 0.0924    
237-134493-0012.wav                      | 3.66       | 0.3326     | 0.0909    
237-134493-0002.wav                      | 11.39      | 1.0954     | 0.0961    
237-134493-0010.wav                      | 2.88       | 0.2555     | 0.0889    
237-134493-0011.wav                      | 5.04       | 0.4558     | 0.0905    
237-134493-0014.wav                      | 3.70       | 0.3679     | 0.0994    
237-134493-0006.wav                      | 4.39       | 0.4118     | 0.0937    
237-134493-0016.wav                      | 10.09      | 0.9726     | 0.0964    
237-134493-0005.wav                      | 10.95      | 0.9968     | 0.0911    
237-134493-0017.wav                      | 9.11       | 0.9388     | 0.1031    
237-134493-0018.wav                      | 4.79       | 0.4383     | 0.0915    
237-134493-0001.wav                      | 7.38       | 0.6841     | 0.0927    
237-134493-0004.wav                      | 6.83       | 0.6495     | 0.0952    
237-134493-0009.wav                      | 2.98       | 0.2764     | 0.0929    
237-134493-0000.wav                      | 4.11       | 0.3747     | 0.0913    
237-134493-0008.wav                      | 2.31       | 0.1846     | 0.0801    
237-126133-0002.wav                      | 8.92       | 0.8382     | 0.0940    
237-126133-0023.wav                      | 6.67       | 0.6190     | 0.0927    
237-126133-0006.wav                      | 6.15       | 0.5585     | 0.0908    
237-126133-0017.wav                      | 6.21       | 0.5755     | 0.0927    
237-126133-0022.wav                      | 5.04       | 0.4605     | 0.0914    
237-126133-0014.wav                      | 6.79       | 0.6224     | 0.0917    
237-126133-0004.wav                      | 3.29       | 0.3104     | 0.0942    
237-126133-0020.wav                      | 2.24       | 0.1852     | 0.0827    
237-126133-0007.wav                      | 8.68       | 0.8143     | 0.0938    
237-126133-0009.wav                      | 3.97       | 0.3944     | 0.0993    
237-126133-0015.wav                      | 9.34       | 0.8830     | 0.0945    
237-126133-0025.wav                      | 3.75       | 0.3445     | 0.0918    
237-126133-0011.wav                      | 6.71       | 0.6299     | 0.0939    
237-126133-0019.wav                      | 7.12       | 0.7022     | 0.0986    
237-126133-0021.wav                      | 4.37       | 0.4074     | 0.0933    
237-126133-0005.wav                      | 6.51       | 0.6367     | 0.0978    
237-126133-0013.wav                      | 6.82       | 0.6368     | 0.0934    
237-126133-0010.wav                      | 6.24       | 0.5869     | 0.0941    
237-126133-0016.wav                      | 4.25       | 0.3977     | 0.0936    
237-126133-0012.wav                      | 4.45       | 0.4158     | 0.0934    
237-126133-0018.wav                      | 4.09       | 0.4028     | 0.0984    
237-126133-0001.wav                      | 11.96      | 1.1543     | 0.0965    
237-126133-0008.wav                      | 3.87       | 0.3426     | 0.0886    
237-126133-0000.wav                      | 13.29      | 1.3394     | 0.1008    
237-126133-0024.wav                      | 9.66       | 0.9270     | 0.0959    
237-126133-0003.wav                      | 6.56       | 0.6366     | 0.0970    
260-123288-0025.wav                      | 13.45      | 1.2699     | 0.0945    
260-123288-0022.wav                      | 3.71       | 0.3401     | 0.0918    
260-123288-0028.wav                      | 2.61       | 0.2256     | 0.0864    
260-123288-0023.wav                      | 2.38       | 0.2296     | 0.0963    
260-123288-0006.wav                      | 4.88       | 0.4698     | 0.0963    
260-123288-0000.wav                      | 3.04       | 0.2831     | 0.0931    
260-123288-0021.wav                      | 2.71       | 0.2595     | 0.0958    
260-123288-0001.wav                      | 5.08       | 0.4958     | 0.0976    
260-123288-0018.wav                      | 3.25       | 0.2819     | 0.0869    
260-123288-0026.wav                      | 16.04      | 1.5678     | 0.0977    
