nohup: ignoring input
------------------------------------------------------------------------------------------
TTFT 压力测试初始化 (并发数 Workers=46)...
Device set to use cuda:0
/project/sherpa-onnx/csrc/session.cc:GetSessionOptionsImpl:181 Please compile with -DSHERPA_ONNX_ENABLE_GPU=ON. Available providers: CPUExecutionProvider, . Fallback to cpu!
模型加载完成。
待处理文件数: 2620
算法逻辑: TTFT = max(音频传输耗时, 系统当前时刻) + 解码耗时 + NLP耗时
------------------------------------------------------------------------------------------
文件名                                      | TTFT(s)    | 首字内容 (前30字符)
5105-28233-0004.wav                      | 2.4407     | on.
5105-28233-0005.wav                      | 2.4222     | some.
5105-28233-0002.wav                      | 1.9418     | it.
5105-28233-0008.wav                      | 2.3235     | when.
5105-28233-0000.wav                      | 2.3939     | length.
5105-28240-0003.wav                      | 2.0070     | she.
5105-28233-0007.wav                      | 2.6610     | ben z.
5105-28240-0000.wav                      | 2.2709     | fa.
5105-28233-0003.wav                      | 2.0868     | we.
5105-28240-0002.wav                      | 2.0842     | excla.
5105-28240-0005.wav                      | 2.3881     | he re.
5105-28240-0015.wav                      | 2.3951     | for.
5105-28240-0014.wav                      | 2.3973     | are you?
5105-28240-0004.wav                      | 2.0724     | if.
5105-28240-0001.wav                      | 1.7419     | it.
5105-28240-0018.wav                      | 2.0013     | you.
5105-28240-0019.wav                      | 2.7270     | my ya.
5105-28240-0013.wav                      | 2.3690     | nothing.
5105-28240-0006.wav                      | 2.1757     | the.
5105-28240-0023.wav                      | 1.9923     | a.
5105-28240-0010.wav                      | 2.3922     | capta.
5105-28240-0016.wav                      | 2.3632     | to.
5105-28240-0017.wav                      | 2.6880     | some.
5105-28240-0011.wav                      | 2.3608     | i.
5105-28240-0022.wav                      | 2.3451     | it was.
5105-28240-0009.wav                      | 2.4593     | slight.
5105-28240-0020.wav                      | 2.6870     | the count.
5105-28240-0021.wav                      | 2.4032     | before.
5105-28240-0024.wav                      | 2.3731     | do
5105-28240-0008.wav                      | 2.3766     | a nar.
4077-13751-0012.wav                      | 2.1070     | the.
4077-13751-0013.wav                      | 2.3482     | their.
5105-28240-0007.wav                      | 2.6573     | servad.
4077-13751-0021.wav                      | 2.0504     | it.
5105-28240-0012.wav                      | 2.4545     | never,
4077-13751-0010.wav                      | 2.2975     | to.
4077-13751-0016.wav                      | 2.4152     | be it.
4077-13751-0019.wav                      | 2.4067     | who.
4077-13751-0005.wav                      | 2.3140     | neverth.
4077-13751-0003.wav                      | 2.4515     | in place.
4077-13751-0008.wav                      | 1.8810     | it.
4077-13751-0015.wav                      | 2.3981     | a.
4077-13751-0020.wav                      | 2.6136     | as the sa.
4077-13751-0018.wav                      | 2.3553     | amer.
4077-13751-0004.wav                      | 2.3070     | the prac.
4077-13751-0000.wav                      | 2.2408     | on the.
4077-13751-0002.wav                      | 2.3908     | inste.
4077-13751-0007.wav                      | 2.0233     | the.
4077-13751-0011.wav                      | 2.4670     | soon.
4077-13754-0007.wav                      | 2.0180     | we.
4077-13751-0006.wav                      | 2.3942     | their.
4077-13751-0017.wav                      | 2.4216     | oh.
4077-13751-0009.wav                      | 2.4435     | the.
4077-13751-0014.wav                      | 2.1472     | ma.
4077-13751-0001.wav                      | 2.3806     | its.
4077-13754-0012.wav                      | 2.5575     | this:
4077-13754-0011.wav                      | 2.3814     | federal.
4077-13754-0001.wav                      | 2.3117     | but a.
4077-13754-0006.wav                      | 2.2172     | what.
4077-13754-0014.wav                      | 1.9248     | the.
4077-13754-0013.wav                      | 2.3773     | before.
4077-13754-0005.wav                      | 2.1674     | they.
4077-13754-0003.wav                      | 2.5878     | moreo.
4077-13754-0008.wav                      | 2.4324     | it has.
4077-13754-0010.wav                      | 2.3662     | in.
4077-13754-0002.wav                      | 2.3918     | it was.
4077-13754-0016.wav                      | 2.4632     | and so.
4970-29093-0001.wav                      | 2.2496     | to the.
4077-13754-0015.wav                      | 2.4405     | then the.
4077-13754-0000.wav                      | 2.4800     | the ar.
4077-13754-0009.wav                      | 2.4428     | at.
4970-29093-0010.wav                      | 2.2449     | he.
4970-29093-0017.wav                      | 2.4590     | i've been.
4077-13754-0004.wav                      | 2.5399     | alread.
4970-29093-0008.wav                      | 2.3507     | he.
4970-29093-0007.wav                      | 2.4396     | it is.
4970-29093-0015.wav                      | 2.1253     | you.
4970-29093-0020.wav                      | 2.7396     | why,
4970-29093-0021.wav                      | 2.1473     | i.
4970-29093-0019.wav                      | 2.4741     | the.
4970-29093-0012.wav                      | 2.7701     | but phili.
4970-29093-0006.wav                      | 2.7301     | law.
4970-29093-0018.wav                      | 2.4544     | the.
4970-29093-0011.wav                      | 2.5130     | o.
4970-29093-0023.wav                      | 2.7506     | he well.
4970-29093-0009.wav                      | 2.3578     | phi.
4970-29093-0003.wav                      | 2.4158     | the mo.
4970-29093-0002.wav                      | 2.3730     | he has.
4970-29093-0014.wav                      | 2.3689     | well.
4970-29093-0005.wav                      | 2.4831     | some.
4970-29095-0020.wav                      | 2.3184     | there.
4970-29093-0013.wav                      | 2.5337     | and he.
4970-29093-0016.wav                      | 2.7534     | no.
4970-29093-0022.wav                      | 2.4074     | he.
4970-29093-0000.wav                      | 2.1075     | you.
4970-29093-0004.wav                      | 2.4683     | he was.
4970-29095-0036.wav                      | 2.3613     | has.
4970-29095-0009.wav                      | 2.4557     | mar.
4970-29095-0026.wav                      | 2.1352     | if.
4970-29095-0028.wav                      | 2.4886     | he.
4970-29095-0029.wav                      | 2.2963     | is he?
4970-29095-0012.wav                      | 2.5671     | and.
4970-29095-0033.wav                      | 2.3903     | what.
4970-29095-0003.wav                      | 2.4616     | i.
4970-29095-0037.wav                      | 2.4099     | but,
4970-29095-0008.wav                      | 2.3958     | mother.
4970-29095-0031.wav                      | 2.4215     | he.
4970-29095-0004.wav                      | 2.4195     | i.
4970-29095-0022.wav                      | 2.6077     | is the.
4970-29095-0032.wav                      | 2.6172     | had.
4970-29095-0000.wav                      | 2.4231     | she.
4970-29095-0016.wav                      | 2.3467     | ru
4970-29095-0021.wav                      | 2.5135     | but,
4970-29095-0002.wav                      | 2.8355     | well.
4970-29095-0017.wav                      | 2.3585     | the.
4970-29095-0038.wav                      | 2.4354     | ruth.
4970-29095-0025.wav                      | 2.7128     | and.
4970-29095-0013.wav                      | 2.3520     | i.
4970-29095-0027.wav                      | 1.9834     | it.
4970-29095-0007.wav                      | 2.3016     | i.
4970-29095-0005.wav                      | 2.6505     | thy.
4970-29095-0006.wav                      | 2.3972     | is thy.
4970-29095-0014.wav                      | 2.6724     | where the.
4970-29095-0023.wav                      | 2.2850     | i.
4970-29095-0034.wav                      | 2.3942     | why,
4970-29095-0015.wav                      | 2.3074     | if.
4970-29095-0024.wav                      | 2.0268     | it.
4970-29095-0018.wav                      | 2.1961     | ru
4970-29095-0030.wav                      | 2.7192     | father.
4970-29095-0019.wav                      | 2.5573     | and.
4970-29095-0011.wav                      | 2.2834     | does.
4970-29095-0035.wav                      | 2.3048     | and if
4970-29095-0001.wav                      | 2.2838     | she.
1580-141084-0040.wav                     | 2.2999     | he.
1580-141084-0025.wav                     | 2.0631     | you.
1580-141084-0048.wav                     | 1.9612     | it.
4970-29095-0010.wav                      | 2.9269     | thee.
1580-141084-0001.wav                     | 1.9777     | he.
1580-141084-0050.wav                     | 1.9954     | if.
1580-141084-0038.wav                     | 1.9403     | no.
1580-141084-0035.wav                     | 2.0173     | he could.
1580-141084-0017.wav                     | 2.3203     | no.
1580-141084-0039.wav                     | 2.3096     | i en.
1580-141084-0028.wav                     | 2.3878     | there.
1580-141084-0042.wav                     | 2.3859     | a sudden.
1580-141084-0047.wav                     | 2.0328     | i.
1580-141084-0016.wav                     | 2.0468     | my.
1580-141084-0021.wav                     | 2.0427     | on the.
1580-141084-0000.wav                     | 2.2344     | it was.
1580-141084-0012.wav                     | 2.2897     | the.
1580-141084-0041.wav                     | 2.2695     | no harm.
1580-141084-0011.wav                     | 2.3677     | when we.
1580-141084-0030.wav                     | 2.2390     | just clo.
1580-141084-0045.wav                     | 1.9304     | sudden.
1580-141084-0023.wav                     | 2.2178     | in a few.
1580-141084-0002.wav                     | 1.9517     | the.
1580-141084-0015.wav                     | 2.2890     | he.
1580-141084-0014.wav                     | 2.2962     | why,
1580-141084-0034.wav                     | 2.1976     | well, well.
1580-141084-0043.wav                     | 1.9968     | he.
1580-141084-0029.wav                     | 2.3638     | his tro.
1580-141084-0037.wav                     | 1.9497     | when.
1580-141084-0046.wav                     | 1.9857     | have.
1580-141084-0044.wav                     | 2.2297     | glo.
1580-141084-0033.wav                     | 2.5834     | come, come.
1580-141084-0024.wav                     | 1.8378     | he.
1580-141084-0018.wav                     | 2.2915     | i think,
1580-141084-0032.wav                     | 2.2506     | for a.
1580-141084-0020.wav                     | 1.9654     | look at.
1580-141084-0013.wav                     | 1.9932     | he.
1580-141084-0003.wav                     | 2.2114     | no.
1580-141084-0036.wav                     | 2.3053     | the in.
1580-141084-0008.wav                     | 2.3055     | i cannot.
1580-141084-0022.wav                     | 2.2385     | and.
1580-141084-0031.wav                     | 2.0126     | we.
1580-141084-0027.wav                     | 2.2152     | no.
1580-141084-0009.wav                     | 1.8779     | it.
1580-141084-0005.wav                     | 2.1612     | that.
1580-141084-0006.wav                     | 2.0099     | you don't.
1580-141084-0007.wav                     | 1.8850     | to.
1580-141084-0026.wav                     | 1.9589     | if.
1580-141084-0049.wav                     | 1.9668     | it.
1580-141084-0019.wav                     | 2.2227     | yes.
1580-141084-0010.wav                     | 2.0202     | i.
1580-141083-0037.wav                     | 1.9005     | what could?
1580-141083-0033.wav                     | 1.9064     | i.
1580-141083-0020.wav                     | 1.9225     | then he.
1580-141083-0000.wav                     | 1.9968     | i.
1580-141083-0025.wav                     | 2.0054     | the men.
1580-141084-0004.wav                     | 2.2969     | of course.
1580-141083-0043.wav                     | 2.2175     | the to
1580-141083-0007.wav                     | 2.2872     | the.
1580-141083-0011.wav                     | 1.9560     | a.
1580-141083-0030.wav                     | 2.2405     | mister.
1580-141083-0006.wav                     | 1.9660     | the.
1580-141083-0045.wav                     | 1.9779     | he.
1580-141083-0016.wav                     | 1.8896     | i was.
1580-141083-0035.wav                     | 2.2735     | holmes.
1580-141083-0051.wav                     | 2.2891     | only.
1580-141083-0042.wav                     | 2.3441     | my schol.
1580-141083-0046.wav                     | 1.9213     | but,
1580-141083-0036.wav                     | 2.3296     | holmes.
1580-141083-0019.wav                     | 2.0355     | abo.
1580-141083-0031.wav                     | 2.3047     | holmes.
1580-141083-0005.wav                     | 2.0280     | i was.
1580-141083-0028.wav                     | 1.9401     | then,
1580-141083-0050.wav                     | 2.4114     | i re.
1580-141083-0004.wav                     | 2.3613     | i had
1580-141083-0026.wav                     | 2.4109     | as.
1580-141083-0003.wav                     | 2.3265     | without.
1580-141083-0008.wav                     | 2.0415     | the pro.
1580-141083-0012.wav                     | 2.0919     | not
1580-141083-0044.wav                     | 2.3256     | i dare.
1580-141083-0023.wav                     | 2.3555     | one could.
1580-141083-0002.wav                     | 2.3845     | my.
1580-141083-0052.wav                     | 2.3304     | o.
1580-141083-0040.wav                     | 2.2680     | one.
1580-141083-0048.wav                     | 2.7270     | how came?
1580-141083-0018.wav                     | 2.0314     | now.
1580-141083-0039.wav                     | 2.4574     | and.
1580-141083-0013.wav                     | 2.1958     | abo.
1580-141083-0034.wav                     | 2.4779     | as ho.
1580-141083-0041.wav                     | 2.2077     | let us.
1580-141083-0027.wav                     | 2.5939     | how long?
1580-141083-0032.wav                     | 2.3823     | wats
1580-141083-0053.wav                     | 2.5196     | you have.
1580-141083-0017.wav                     | 2.7186     | so it.
1580-141083-0029.wav                     | 2.0535     | he was.
1580-141083-0022.wav                     | 2.2922     | i am.
1580-141083-0049.wav                     | 2.3761     | any one.
1580-141083-0038.wav                     | 1.9755     | i.
1580-141083-0009.wav                     | 2.4482     | the.
1580-141083-0014.wav                     | 2.4861     | to the.
1580-141083-0047.wav                     | 2.3784     | did you.
1580-141083-0024.wav                     | 2.1637     | you.
1580-141083-0015.wav                     | 2.4466     | did.
1580-141083-0021.wav                     | 2.1205     | there is.
1580-141083-0001.wav                     | 2.2500     | i.
4446-2273-0034.wav                       | 2.1494     | he.
1580-141083-0010.wav                     | 2.1803     | i ga.
4446-2273-0025.wav                       | 2.0426     | it was.
4446-2273-0005.wav                       | 2.1880     | i have
4446-2273-0023.wav                       | 2.4345     | the stra.
4446-2273-0008.wav                       | 2.1237     | i've.
4446-2273-0024.wav                       | 2.1714     | bar.
4446-2273-0002.wav                       | 2.1836     | la.
4446-2273-0016.wav                       | 1.9540     | her.
4446-2273-0032.wav                       | 2.3073     | he stood.
4446-2273-0003.wav                       | 2.4550     | when.
4446-2273-0010.wav                       | 2.3649     | there was.
4446-2273-0018.wav                       | 1.9877     | do
4446-2273-0028.wav                       | 2.4079     | nons
4446-2273-0019.wav                       | 2.4472     | come.
4446-2273-0030.wav                       | 2.3680     | alex.
4446-2273-0015.wav                       | 2.3972     | don't.
4446-2273-0021.wav                       | 2.2149     | what she?
4446-2273-0006.wav                       | 2.0682     | they.
4446-2273-0012.wav                       | 2.4103     | thank you.
4446-2273-0011.wav                       | 2.1561     | there.
4446-2273-0035.wav                       | 2.0194     | bar.
4446-2273-0007.wav                       | 2.0688     | those.
4446-2273-0001.wav                       | 2.3166     | they asked:
4446-2273-0031.wav                       | 2.3659     | there.
4446-2273-0036.wav                       | 2.4345     | alex.
4446-2273-0022.wav                       | 2.2506     | they were.
4446-2273-0014.wav                       | 1.9890     | there.
4446-2273-0020.wav                       | 2.0293     | i.
4446-2273-0026.wav                       | 2.0704     | have i.
4446-2273-0004.wav                       | 2.1194     | i should.
4446-2273-0013.wav                       | 2.1440     | have you.
4446-2273-0033.wav                       | 2.3573     | for.
4446-2273-0027.wav                       | 2.1086     | when.
4446-2273-0009.wav                       | 2.0620     | it.
4446-2271-0021.wav                       | 1.9408     | she.
4446-2273-0029.wav                       | 2.0823     | it's.
4446-2271-0010.wav                       | 2.0527     | he's:
4446-2273-0017.wav                       | 2.2686     | how.
4446-2273-0000.wav                       | 2.3207     | hilda.
4446-2271-0023.wav                       | 1.9040     | after.
4446-2271-0000.wav                       | 2.6090     | main hall.
4446-2271-0017.wav                       | 2.2142     | one.
4446-2271-0011.wav                       | 2.0865     | sir.
4446-2271-0003.wav                       | 1.9658     | it.
4446-2271-0013.wav                       | 2.4051     | you know,
4446-2271-0015.wav                       | 2.0840     | a.
4446-2271-0001.wav                       | 2.3352     | he had.
4446-2271-0002.wav                       | 2.0691     | it.
4446-2271-0014.wav                       | 1.9306     | we.
4446-2271-0022.wav                       | 2.4597     | i'm.
4446-2271-0016.wav                       | 2.3745     | he was.
4446-2271-0020.wav                       | 2.3648     | of course.
4446-2271-0007.wav                       | 2.0501     | she.
4446-2271-0005.wav                       | 2.2545     | she sa.
4446-2271-0019.wav                       | 2.2736     | after.
4446-2271-0009.wav                       | 2.2659     | mainhall.
4446-2271-0006.wav                       | 2.0892     | he's:
4446-2271-0024.wav                       | 2.3876     | i should.
4446-2271-0018.wav                       | 2.3435     | she con.
4446-2271-0012.wav                       | 2.0641     | i.
4446-2271-0004.wav                       | 2.0054     | do
4446-2271-0008.wav                       | 2.0473     | ire.
4446-2275-0003.wav                       | 2.0281     | the.
4446-2275-0005.wav                       | 1.9838     | i.
4446-2275-0019.wav                       | 1.9545     | the.
4446-2275-0030.wav                       | 1.8590     | ye.
4446-2275-0027.wav                       | 2.0363     | he.
4446-2275-0020.wav                       | 2.2643     | it was.
4446-2275-0018.wav                       | 1.9528     | i get.
4446-2275-0021.wav                       | 2.5859     | hilda's.
4446-2275-0001.wav                       | 2.0065     | she.
4446-2275-0037.wav                       | 2.2300     | oh bar.
4446-2275-0017.wav                       | 1.7283     | but,
4446-2275-0011.wav                       | 2.3174     | bart.
4446-2275-0002.wav                       | 2.0115     | a.
4446-2275-0010.wav                       | 2.3034     | alex.
4446-2275-0028.wav                       | 2.3238     | yes.
4446-2275-0026.wav                       | 2.0322     | she.
4446-2275-0022.wav                       | 1.9981     | but,
4446-2275-0033.wav                       | 2.2393     | what i.
4446-2275-0007.wav                       | 1.9794     | she.
4446-2275-0008.wav                       | 2.0546     | when.
4446-2275-0024.wav                       | 2.0952     | she.
4446-2275-0004.wav                       | 2.2787     | alex.
4446-2275-0043.wav                       | 2.2999     | bart.
4446-2275-0023.wav                       | 2.3541     | a.
4446-2275-0006.wav                       | 1.9717     | i thought
4446-2275-0044.wav                       | 2.6532     | don't cry.
4446-2275-0014.wav                       | 1.9886     | i can.
4446-2275-0025.wav                       | 2.2957     | weren't you.
4446-2275-0039.wav                       | 1.9272     | i.
4446-2275-0015.wav                       | 1.9464     | he.
4446-2275-0036.wav                       | 1.9958     | he.
4446-2275-0031.wav                       | 2.4044     | i.
4446-2275-0042.wav                       | 2.3136     | and then.
4446-2275-0034.wav                       | 1.9251     | keep.
4446-2275-0016.wav                       | 2.3466     | hild.
4446-2275-0000.wav                       | 1.9549     | the.
4446-2275-0013.wav                       | 2.3942     | i'll.
4446-2275-0032.wav                       | 2.0544     | but. i.
4446-2275-0038.wav                       | 2.0863     | i will.
4446-2275-0029.wav                       | 2.0745     | ple.
4446-2275-0009.wav                       | 2.3519     | i got.
4446-2275-0012.wav                       | 2.2071     | she looked.
4446-2275-0040.wav                       | 2.4436     | the sight.
4446-2275-0035.wav                       | 2.3133     | alex.
4446-2275-0045.wav                       | 2.0182     | we.
4992-41806-0010.wav                      | 2.2351     | ain'.
4446-2275-0041.wav                       | 2.4626     | you see,
4992-41806-0006.wav                      | 2.0015     | ra.
4992-41806-0009.wav                      | 2.3394     | excla.
4992-41806-0005.wav                      | 2.5281     | next.
4992-41806-0017.wav                      | 2.3303     | we.
4992-41806-0000.wav                      | 2.3416     | na.
4992-41806-0004.wav                      | 2.7372     | burn.
4992-41806-0014.wav                      | 2.4010     | think sa.
4992-41806-0002.wav                      | 2.3608     | they.
4992-41806-0015.wav                      | 2.6274     | missus.
4992-41806-0016.wav                      | 2.6365     | the face.
4992-41806-0011.wav                      | 2.3437     | mother.
4992-41806-0008.wav                      | 2.6396     | olive.
4992-41806-0003.wav                      | 2.2979     | k.
4992-41806-0012.wav                      | 2.3813     | at.
4992-23283-0011.wav                      | 2.0058     | if.
4992-41806-0001.wav                      | 2.3208     | to.
4992-41806-0013.wav                      | 2.6588     | approa.
4992-41806-0007.wav                      | 2.7185     | olive.
4992-23283-0002.wav                      | 2.0262     | said:
4992-23283-0016.wav                      | 2.0213     | again.
4992-23283-0013.wav                      | 2.3502     | my.
4992-23283-0017.wav                      | 2.2108     | miss.
4992-23283-0014.wav                      | 2.6211     | what.
4992-23283-0018.wav                      | 2.0296     | to.
4992-23283-0020.wav                      | 2.4313     | i have
4992-23283-0006.wav                      | 2.2839     | perhaps.
4992-23283-0019.wav                      | 2.0708     | i.
4992-23283-0000.wav                      | 2.4162     | but,
4992-23283-0005.wav                      | 2.3167     | not
4992-23283-0004.wav                      | 2.0628     | and.
4992-23283-0010.wav                      | 2.5828     | but,
4992-23283-0012.wav                      | 2.4525     | inde.
4992-23283-0008.wav                      | 2.3780     | he.
4992-23283-0007.wav                      | 2.3874     | to.
4992-23283-0001.wav                      | 2.6563     | miss mi.
4992-23283-0015.wav                      | 2.0697     | is.
4992-41797-0020.wav                      | 2.2298     | nancy.
4992-41797-0007.wav                      | 2.1660     | he ga.
4992-41797-0000.wav                      | 2.5595     | ye.
4992-23283-0003.wav                      | 2.6880     | so.
4992-23283-0009.wav                      | 2.3224     | o.
4992-41797-0015.wav                      | 2.3706     | cyril.
4992-41797-0003.wav                      | 2.5868     | mister.
4992-41797-0022.wav                      | 1.9043     | she.
4992-41797-0002.wav                      | 2.3662     | grand.
4992-41797-0004.wav                      | 2.5716     | i.
4992-41797-0008.wav                      | 2.6032     | mister.
4992-41797-0014.wav                      | 2.3075     | when.
4992-41797-0011.wav                      | 2.1704     | what.
4992-41797-0018.wav                      | 2.7509     | there.
4992-41797-0001.wav                      | 2.5912     | well.
4992-41797-0009.wav                      | 2.2338     | hen.
4992-41797-0017.wav                      | 2.6452     | he.
4992-41797-0006.wav                      | 2.3668     | he.
4992-41797-0021.wav                      | 1.9191     | she.
4992-41797-0010.wav                      | 2.5865     | always.
4992-41797-0016.wav                      | 1.9370     | they.
4992-41797-0013.wav                      | 2.0026     | she.
4992-41797-0012.wav                      | 2.0122     | she.
4992-41797-0019.wav                      | 2.9274     | olive's.
4992-41797-0005.wav                      | 2.6668     | done.
237-134500-0000.wav                      | 2.2432     | frank.
237-134500-0035.wav                      | 2.0387     | and.
237-134500-0025.wav                      | 2.3667     | o.
237-134500-0023.wav                      | 1.9745     | it.
237-134500-0009.wav                      | 1.9621     | i supp.
237-134500-0037.wav                      | 2.3332     | but,
237-134500-0032.wav                      | 2.0147     | i.
237-134500-0007.wav                      | 2.0315     | we never.
237-134500-0017.wav                      | 1.9768     | if i.
237-134500-0011.wav                      | 1.9530     | are.
237-134500-0012.wav                      | 2.3576     | in a fe.
237-134500-0029.wav                      | 2.0855     | i don't.
237-134500-0003.wav                      | 2.3315     | the orch.
237-134500-0039.wav                      | 2.1546     | that.
237-134500-0016.wav                      | 2.2559     | i don'.
237-134500-0005.wav                      | 2.0246     | oh, but.
237-134500-0019.wav                      | 2.2968     | he dro.
237-134500-0004.wav                      | 2.3037     | that.
237-134500-0022.wav                      | 2.0689     | when.
237-134500-0020.wav                      | 2.2545     | ye.
237-134500-0010.wav                      | 1.9272     | it.
237-134500-0041.wav                      | 2.3453     | i.
237-134500-0015.wav                      | 2.3241     | that.
237-134500-0026.wav                      | 2.3774     | surely?
237-134500-0018.wav                      | 2.0999     | he.
237-134500-0036.wav                      | 2.3581     | i can.
237-134500-0013.wav                      | 2.2928     | mari.
237-134500-0028.wav                      | 2.0340     | i.
237-134500-0014.wav                      | 2.3143     | and a.
237-134500-0027.wav                      | 2.7109     | marie's.
237-134500-0030.wav                      | 1.9833     | i want.
237-134500-0040.wav                      | 2.0421     | i.
237-134500-0021.wav                      | 2.3365     | o.
237-134500-0002.wav                      | 2.3108     | a bris.
237-134500-0033.wav                      | 2.3112     | i wish.
237-134500-0031.wav                      | 2.3049     | sometimes
237-134500-0024.wav                      | 2.0612     | i.
237-134500-0038.wav                      | 2.1351     | and.
237-134500-0006.wav                      | 2.0995     | just.
237-134500-0008.wav                      | 2.0470     | i su.
237-134500-0034.wav                      | 2.4143     | thank.
237-134493-0013.wav                      | 2.0191     | in.
237-134500-0042.wav                      | 2.1395     | then,
237-134493-0007.wav                      | 2.0824     | a.
237-134493-0003.wav                      | 2.2725     | from.
237-134500-0001.wav                      | 2.6701     | mari.
237-134493-0002.wav                      | 1.9741     | from.
237-134493-0015.wav                      | 2.3997     | there was.
237-134493-0010.wav                      | 2.0167     | i.
237-134493-0006.wav                      | 1.9274     | that.
237-134493-0012.wav                      | 2.1278     | i.
237-134493-0017.wav                      | 2.1573     | any one.
237-134493-0014.wav                      | 2.0580     | they.
237-134493-0011.wav                      | 2.3235     | how brow.
237-134493-0005.wav                      | 2.0229     | he.
237-134493-0016.wav                      | 2.3238     | on e.
237-134493-0018.wav                      | 2.2884     | there.
237-134493-0008.wav                      | 2.2044     | she ga.
237-134493-0001.wav                      | 2.3306     | his.
237-134493-0004.wav                      | 2.3188     | the.
237-126133-0002.wav                      | 2.2344     | then,
237-134493-0009.wav                      | 2.1287     | please.
237-134493-0000.wav                      | 2.3378     | it.
237-126133-0023.wav                      | 2.0048     | he.
237-126133-0004.wav                      | 1.9774     | if.
237-126133-0022.wav                      | 2.3462     | i.
237-126133-0017.wav                      | 2.6256     | there.
237-126133-0014.wav                      | 2.3557     | asked.
237-126133-0006.wav                      | 2.4225     | at.
237-126133-0020.wav                      | 2.0512     | how.
237-126133-0007.wav                      | 2.3204     | but,
237-126133-0021.wav                      | 1.9104     | she.
237-126133-0005.wav                      | 1.9696     | oh.
237-126133-0009.wav                      | 2.3698     | now.
237-126133-0025.wav                      | 2.0217     | at.
237-126133-0019.wav                      | 2.3136     | de.
237-126133-0015.wav                      | 2.3507     | ye.
237-126133-0011.wav                      | 2.5512     | isn't.
237-126133-0010.wav                      | 1.9966     | o.
237-126133-0013.wav                      | 2.3072     | i.
237-126133-0018.wav                      | 2.2250     | don't.
237-126133-0008.wav                      | 1.9626     | asked.
237-126133-0012.wav                      | 2.5668     | there, there.
237-126133-0001.wav                      | 2.2817     | every.
237-126133-0016.wav                      | 2.3648     | oh.
237-126133-0000.wav                      | 2.0020     | he.
260-123288-0022.wav                      | 1.9780     | they.
237-126133-0024.wav                      | 2.2717     | and.
260-123288-0028.wav                      | 1.9915     | we.
260-123288-0023.wav                      | 1.9828     | he.
237-126133-0003.wav                      | 2.3288     | some.
260-123288-0025.wav                      | 2.3141     | here,
260-123288-0021.wav                      | 1.9981     | the wa.
260-123288-0018.wav                      | 1.9996     | the.
260-123288-0006.wav                      | 2.3788     | the.
260-123288-0001.wav                      | 2.2982     | the.
260-123288-0000.wav                      | 2.3493     | the roar.
260-123288-0002.wav                      | 2.2087     | the at.
260-123288-0026.wav                      | 2.0527     | we shall.
260-123288-0008.wav                      | 2.2242     | there's.
260-123288-0003.wav                      | 1.9681     | the.
260-123288-0010.wav                      | 2.2968     | on the.
260-123288-0013.wav                      | 2.2508     | the piled.
260-123288-0012.wav                      | 2.3217     | that will be.
260-123288-0015.wav                      | 2.2713     | from.
260-123288-0016.wav                      | 1.9595     | i re.
260-123288-0007.wav                      | 2.0605     | the.
260-123288-0017.wav                      | 1.9862     | is the.
260-123288-0005.wav                      | 2.3202     | from time.
260-123288-0027.wav                      | 2.2528     | a.
260-123288-0020.wav                      | 2.3189     | each.
260-123288-0014.wav                      | 2.2609     | ha.
260-123288-0009.wav                      | 1.9730     | those.
260-123288-0004.wav                      | 2.5870     | the a.
260-123288-0019.wav                      | 2.3168     | at.
260-123288-0011.wav                      | 2.3597     | but. if.
260-123288-0024.wav                      | 2.0463     | the.
260-123286-0008.wav                      | 2.2807     | therefore.
260-123286-0005.wav                      | 2.0088     | i am.
260-123286-0018.wav                      | 2.3374     | i.
260-123286-0014.wav                      | 2.6169     | truly.
260-123286-0016.wav                      | 2.6127     | these.
260-123286-0004.wav                      | 2.3262     | one.
260-123286-0001.wav                      | 2.0373     | the.
260-123286-0012.wav                      | 2.0003     | but,
260-123286-0023.wav                      | 1.9596     | the ra.
260-123286-0028.wav                      | 2.3233     | it.
260-123286-0002.wav                      | 2.7643     | all my.
260-123286-0019.wav                      | 2.2618     | i.
260-123286-0006.wav                      | 1.9606     | we.
260-123286-0013.wav                      | 2.0692     | the.
260-123286-0020.wav                      | 2.3715     | tu.
260-123286-0027.wav                      | 1.9846     | i.
260-123286-0021.wav                      | 2.3200     | during.
260-123286-0007.wav                      | 2.3667     | he ca.
260-123286-0025.wav                      | 2.6937     | flight.
260-123286-0022.wav                      | 2.3614     | two.
260-123286-0026.wav                      | 2.3010     | two mon.
260-123286-0003.wav                      | 2.3906     | you.
260-123286-0011.wav                      | 2.4282     | nothing.
260-123286-0024.wav                      | 2.3572     | there.
260-123286-0017.wav                      | 2.2956     | i.
260-123286-0000.wav                      | 2.4551     | sat.
260-123286-0029.wav                      | 2.4245     | those.
260-123286-0031.wav                      | 2.4517     | as.
260-123286-0009.wav                      | 2.4354     | i.
260-123286-0010.wav                      | 2.3686     | sund.
260-123440-0018.wav                      | 2.0273     | i am.
260-123440-0003.wav                      | 1.9922     | oh.
260-123286-0030.wav                      | 2.4320     | sudden.
260-123440-0019.wav                      | 2.0974     | cried.
260-123440-0010.wav                      | 2.3832     | how.
260-123440-0005.wav                      | 2.0430     | and ye.
260-123286-0015.wav                      | 2.5218     | it must.
260-123440-0016.wav                      | 2.4836     | i shall.
