nohup: ignoring input
--------------------------------------------------
正在加载模型 medium.en (RTF 专项测试)...
模型加载完成。
--------------------------------------------------
File ID                   | ProcTime(s)  | Audio(s)   | RTF     
8463-294828-0021          | 0.3109       | 2.73       | 0.1137  
8463-294828-0022          | 0.2280       | 2.35       | 0.0968  
8463-294828-0023          | 0.5178       | 4.75       | 0.1091  
8463-294828-0024          | 0.2260       | 1.98       | 0.1144  
8463-294828-0025          | 0.2135       | 1.99       | 0.1073  
8463-294828-0026          | 0.3146       | 2.75       | 0.1146  
8463-294828-0027          | 0.6117       | 5.98       | 0.1023  
8463-294828-0028          | 0.8092       | 7.92       | 0.1022  
8463-294828-0029          | 0.5106       | 5.29       | 0.0966  
8463-294828-0030          | 0.2236       | 2.69       | 0.0830  
8463-294828-0031          | 0.8309       | 7.76       | 0.1070  
8463-294828-0032          | 0.4161       | 4.39       | 0.0947  
8463-294828-0033          | 0.6252       | 6.37       | 0.0982  
8463-294828-0034          | 0.3096       | 3.50       | 0.0883  
8463-294828-0035          | 1.5912       | 14.96      | 0.1064  
8463-294828-0036          | 1.7941       | 6.99       | 0.2568  
8463-294828-0037          | 0.5023       | 5.37       | 0.0935  
8463-294828-0038          | 1.3464       | 13.14      | 0.1025  
8230-279154-0000          | 0.8439       | 8.80       | 0.0958  
8230-279154-0001          | 1.7455       | 17.38      | 0.1004  
8230-279154-0002          | 1.7820       | 16.48      | 0.1082  
8230-279154-0003          | 0.3112       | 3.19       | 0.0974  
8230-279154-0004          | 1.3995       | 14.06      | 0.0995  
8230-279154-0005          | 0.8537       | 7.72       | 0.1106  
8230-279154-0006          | 0.7383       | 7.51       | 0.0983  
8230-279154-0007          | 1.8494       | 15.90      | 0.1163  
8230-279154-0008          | 0.3227       | 3.62       | 0.0891  
8230-279154-0009          | 1.7527       | 16.91      | 0.1036  
8230-279154-0010          | 1.5419       | 15.19      | 0.1015  
8230-279154-0011          | 0.5940       | 6.25       | 0.0950  
8230-279154-0012          | 0.3858       | 3.64       | 0.1060  
8230-279154-0013          | 1.6087       | 14.56      | 0.1105  
8230-279154-0014          | 0.8909       | 7.94       | 0.1122  
8230-279154-0015          | 0.8330       | 8.05       | 0.1035  
8230-279154-0016          | 1.0192       | 10.60      | 0.0961  
8230-279154-0017          | 0.8447       | 7.93       | 0.1065  
8230-279154-0018          | 1.1928       | 11.85      | 0.1007  
8230-279154-0019          | 2.1382       | 18.14      | 0.1178  
8230-279154-0020          | 0.8593       | 7.83       | 0.1097  
8230-279154-0021          | 0.7343       | 6.56       | 0.1119  
8230-279154-0022          | 1.6812       | 6.44       | 0.2611  
8230-279154-0023          | 1.6967       | 6.26       | 0.2708  
8230-279154-0024          | 0.6301       | 6.34       | 0.0994  
8230-279154-0025          | 2.1910       | 21.78      | 0.1006  
8230-279154-0026          | 0.9436       | 9.30       | 0.1015  
8230-279154-0027          | 1.1616       | 11.13      | 0.1043  
8230-279154-0028          | 1.2397       | 11.56      | 0.1072  
8230-279154-0029          | 0.9315       | 8.54       | 0.1091  
8230-279154-0030          | 1.1046       | 7.28       | 0.1517  
8230-279154-0031          | 1.3690       | 12.66      | 0.1081  
8230-279154-0032          | 0.4089       | 3.88       | 0.1054  
8230-279154-0033          | 1.1787       | 11.69      | 0.1008  
8230-279154-0034          | 1.5531       | 14.51      | 0.1070  
8230-279154-0035          | 0.7171       | 7.55       | 0.0949  
8230-279154-0036          | 0.3049       | 3.23       | 0.0943  
8230-279154-0037          | 3.8319       | 20.54      | 0.1866  
8230-279154-0038          | 2.3122       | 22.49      | 0.1028  
8230-279154-0039          | 0.5114       | 4.59       | 0.1114  
8230-279154-0040          | 1.7196       | 16.70      | 0.1030  
8230-279154-0041          | 2.5518       | 14.95      | 0.1707  
8230-279154-0042          | 2.0562       | 18.76      | 0.1096  
8230-279154-0043          | 2.5597       | 24.48      | 0.1045  
5105-28241-0000           | 0.6559       | 6.46       | 0.1016  
5105-28241-0001           | 2.2686       | 21.02      | 0.1080  
5105-28241-0002           | 1.1700       | 10.96      | 0.1068  
5105-28241-0003           | 0.4353       | 3.98       | 0.1094  
5105-28241-0004           | 2.8538       | 17.41      | 0.1639  
5105-28241-0005           | 0.8492       | 8.41       | 0.1009  
5105-28241-0006           | 0.7536       | 7.55       | 0.0998  
5105-28241-0007           | 0.2082       | 1.88       | 0.1107  
5105-28241-0008           | 0.8406       | 8.54       | 0.0984  
5105-28241-0009           | 0.7152       | 7.01       | 0.1020  
5105-28241-0010           | 0.2259       | 2.31       | 0.0978  
5105-28241-0011           | 1.3925       | 13.71      | 0.1016  
5105-28241-0012           | 0.7280       | 6.78       | 0.1075  
5105-28241-0013           | 0.5704       | 4.82       | 0.1183  
5105-28241-0014           | 1.3012       | 3.00       | 0.4345  
5105-28241-0015           | 3.1545       | 29.14      | 0.1083  
5105-28241-0016           | 0.6494       | 6.29       | 0.1033  
5105-28241-0017           | 1.4017       | 12.76      | 0.1099  
5105-28241-0018           | 2.3575       | 12.83      | 0.1837  
5105-28241-0019           | 0.5173       | 5.29       | 0.0978  
5105-28233-0000           | 1.5995       | 4.51       | 0.3546  
5105-28233-0001           | 0.5305       | 4.49       | 0.1181  
5105-28233-0002           | 0.8467       | 8.29       | 0.1022  
5105-28233-0003           | 1.5612       | 14.81      | 0.1054  
5105-28233-0004           | 0.5074       | 4.74       | 0.1072  
5105-28233-0005           | 2.2595       | 11.39      | 0.1984  
5105-28233-0006           | 0.5217       | 5.50       | 0.0948  
5105-28233-0007           | 2.6836       | 26.14      | 0.1027  
5105-28233-0008           | 1.1734       | 10.73      | 0.1094  
5105-28233-0009           | 2.6143       | 14.60      | 0.1791  
5105-28233-0010           | 1.3638       | 13.60      | 0.1003  
5105-28240-0000           | 0.5596       | 5.46       | 0.1026  
5105-28240-0001           | 2.7842       | 16.07      | 0.1733  
5105-28240-0002           | 0.4162       | 4.01       | 0.1038  
5105-28240-0003           | 0.5129       | 5.51       | 0.0930  
5105-28240-0004           | 0.6536       | 6.01       | 0.1087  
5105-28240-0005           | 0.7825       | 7.40       | 0.1057  
5105-28240-0006           | 1.4682       | 13.88      | 0.1058  
5105-28240-0007           | 0.5338       | 4.62       | 0.1154  
5105-28240-0008           | 1.1534       | 11.48      | 0.1005  
5105-28240-0009           | 1.2708       | 11.65      | 0.1091  
5105-28240-0010           | 0.3269       | 2.94       | 0.1114  
5105-28240-0011           | 0.6396       | 6.02       | 0.1062  
5105-28240-0012           | 0.5331       | 4.73       | 0.1127  
5105-28240-0013           | 0.3069       | 2.96       | 0.1037  
5105-28240-0014           | 0.3357       | 3.07       | 0.1093  
5105-28240-0015           | 0.9430       | 8.53       | 0.1106  
5105-28240-0016           | 0.4131       | 4.17       | 0.0991  
5105-28240-0017           | 0.5164       | 5.67       | 0.0912  
5105-28240-0018           | 0.3204       | 2.88       | 0.1110  
5105-28240-0019           | 0.6367       | 6.24       | 0.1020  
5105-28240-0020           | 1.2521       | 2.30       | 0.5444  
5105-28240-0021           | 1.2565       | 12.46      | 0.1009  
5105-28240-0022           | 0.5702       | 4.72       | 0.1207  
5105-28240-0023           | 1.8442       | 17.57      | 0.1050  
5105-28240-0024           | 0.8400       | 8.20       | 0.1024  
4077-13751-0000           | 0.9690       | 9.56       | 0.1014  
4077-13751-0001           | 0.9477       | 8.74       | 0.1084  
4077-13751-0002           | 1.0345       | 9.75       | 0.1061  
4077-13751-0003           | 2.0123       | 16.72      | 0.1204  
4077-13751-0004           | 2.7642       | 16.68      | 0.1657  
4077-13751-0005           | 1.9748       | 19.61      | 0.1007  
4077-13751-0006           | 1.3770       | 13.06      | 0.1054  
4077-13751-0007           | 1.8131       | 17.22      | 0.1053  
4077-13751-0008           | 1.0860       | 10.55      | 0.1029  
4077-13751-0009           | 2.3496       | 12.15      | 0.1934  
4077-13751-0010           | 0.7471       | 6.72       | 0.1112  
4077-13751-0011           | 1.4136       | 11.43      | 0.1237  
4077-13751-0012           | 1.3007       | 12.02      | 0.1083  
4077-13751-0013           | 0.4540       | 4.32       | 0.1052  
4077-13751-0014           | 1.3566       | 12.61      | 0.1076  
4077-13751-0015           | 2.6541       | 13.47      | 0.1970  
4077-13751-0016           | 2.5876       | 14.52      | 0.1783  
4077-13751-0017           | 0.5483       | 5.09       | 0.1076  
4077-13751-0018           | 2.7373       | 26.11      | 0.1048  
4077-13751-0019           | 0.3037       | 2.92       | 0.1040  
4077-13751-0020           | 1.0509       | 10.29      | 0.1021  
4077-13751-0021           | 2.0884       | 19.70      | 0.1060  
4077-13754-0000           | 0.5121       | 4.78       | 0.1071  
4077-13754-0001           | 0.4095       | 3.77       | 0.1086  
4077-13754-0002           | 4.0042       | 17.78      | 0.2252  
4077-13754-0003           | 0.6096       | 5.68       | 0.1073  
4077-13754-0004           | 0.5263       | 4.99       | 0.1056  
4077-13754-0005           | 2.9120       | 17.84      | 0.1632  
4077-13754-0006           | 1.3361       | 12.75      | 0.1048  
4077-13754-0007           | 1.4431       | 13.95      | 0.1034  
4077-13754-0008           | 3.1679       | 19.91      | 0.1591  
4077-13754-0009           | 0.8418       | 7.65       | 0.1100  
4077-13754-0010           | 1.3600       | 11.96      | 0.1138  
4077-13754-0011           | 1.4067       | 14.13      | 0.0996  
4077-13754-0012           | 3.3810       | 22.09      | 0.1530  
4077-13754-0013           | 1.3516       | 12.87      | 0.1050  
4077-13754-0014           | 2.2024       | 10.97      | 0.2008  
4077-13754-0015           | 2.2238       | 22.20      | 0.1001  
4077-13754-0016           | 1.2567       | 11.89      | 0.1056  
4970-29093-0000           | 0.3195       | 3.03       | 0.1054  
4970-29093-0001           | 1.2230       | 11.92      | 0.1026  
4970-29093-0002           | 1.1548       | 10.73      | 0.1076  
4970-29093-0003           | 1.5839       | 15.36      | 0.1032  
4970-29093-0004           | 1.1165       | 3.75       | 0.2977  
4970-29093-0005           | 3.4245       | 22.16      | 0.1545  
4970-29093-0006           | 4.0601       | 29.60      | 0.1372  
4970-29093-0007           | 0.7462       | 7.00       | 0.1067  
4970-29093-0008           | 0.3169       | 3.58       | 0.0885  
4970-29093-0009           | 0.9146       | 9.12       | 0.1003  
4970-29093-0010           | 1.4821       | 14.30      | 0.1036  
4970-29093-0011           | 1.1473       | 11.45      | 0.1002  
4970-29093-0012           | 0.9095       | 8.71       | 0.1044  
4970-29093-0013           | 0.8530       | 8.01       | 0.1065  
4970-29093-0014           | 0.8489       | 4.28       | 0.1986  
4970-29093-0015           | 0.4296       | 3.33       | 0.1292  
4970-29093-0016           | 0.2024       | 2.23       | 0.0908  
4970-29093-0017           | 0.3105       | 2.87       | 0.1084  
4970-29093-0018           | 1.0615       | 9.71       | 0.1093  
4970-29093-0019           | 0.7412       | 7.47       | 0.0992  
4970-29093-0020           | 0.5246       | 5.58       | 0.0940  
4970-29093-0021           | 0.2314       | 2.42       | 0.0954  
4970-29093-0022           | 0.6420       | 6.22       | 0.1032  
4970-29093-0023           | 0.8163       | 8.07       | 0.1012  
4970-29095-0000           | 0.3134       | 2.87       | 0.1094  
4970-29095-0001           | 1.4828       | 13.91      | 0.1066  
4970-29095-0002           | 0.5129       | 5.48       | 0.0936  
4970-29095-0003           | 1.0496       | 10.02      | 0.1047  
4970-29095-0004           | 1.1866       | 9.61       | 0.1235  
4970-29095-0005           | 0.5845       | 4.65       | 0.1257  
4970-29095-0006           | 0.4541       | 4.47       | 0.1016  
4970-29095-0007           | 1.5717       | 14.81      | 0.1061  
4970-29095-0008           | 0.3035       | 3.04       | 0.0998  
4970-29095-0009           | 0.4850       | 5.60       | 0.0866  
4970-29095-0010           | 0.2830       | 2.64       | 0.1072  
4970-29095-0011           | 0.3269       | 3.35       | 0.0974  
4970-29095-0012           | 0.4151       | 4.68       | 0.0887  
4970-29095-0013           | 0.2077       | 1.98       | 0.1049  
4970-29095-0014           | 0.3086       | 3.26       | 0.0947  
4970-29095-0015           | 0.2140       | 2.36       | 0.0907  
4970-29095-0016           | 0.7605       | 6.95       | 0.1095  
4970-29095-0017           | 0.4054       | 3.93       | 0.1032  
4970-29095-0018           | 1.2841       | 12.14      | 0.1058  
4970-29095-0019           | 0.3331       | 2.73       | 0.1223  
4970-29095-0020           | 2.3227       | 12.37      | 0.1878  
4970-29095-0021           | 1.8471       | 19.86      | 0.0930  
4970-29095-0022           | 0.5058       | 4.76       | 0.1061  
4970-29095-0023           | 0.4341       | 3.90       | 0.1112  
4970-29095-0024           | 0.6625       | 6.04       | 0.1097  
4970-29095-0025           | 0.4087       | 3.83       | 0.1067  
4970-29095-0026           | 1.1703       | 10.93      | 0.1071  
4970-29095-0027           | 1.0866       | 9.79       | 0.1109  
4970-29095-0028           | 1.5678       | 14.67      | 0.1069  
4970-29095-0029           | 0.4215       | 3.89       | 0.1084  
4970-29095-0030           | 0.5086       | 4.67       | 0.1089  
4970-29095-0031           | 1.5012       | 15.05      | 0.0998  
4970-29095-0032           | 1.8086       | 6.61       | 0.2736  
4970-29095-0033           | 1.1299       | 12.03      | 0.0940  
4970-29095-0034           | 0.6352       | 5.81       | 0.1093  
4970-29095-0035           | 0.4700       | 4.75       | 0.0989  
4970-29095-0036           | 0.5295       | 5.25       | 0.1008  
4970-29095-0037           | 0.7079       | 6.88       | 0.1028  
4970-29095-0038           | 0.9695       | 8.74       | 0.1109  
1580-141084-0000          | 0.4256       | 4.62       | 0.0922  
1580-141084-0001          | 0.3169       | 3.27       | 0.0970  
1580-141084-0002          | 0.6334       | 5.91       | 0.1073  
1580-141084-0003          | 0.4132       | 4.10       | 0.1008  
1580-141084-0004          | 1.0170       | 9.01       | 0.1129  
1580-141084-0005          | 0.2085       | 2.52       | 0.0829  
1580-141084-0006          | 0.2165       | 2.13       | 0.1014  
1580-141084-0007          | 0.1981       | 2.02       | 0.0981  
1580-141084-0008          | 0.7620       | 6.79       | 0.1121  
1580-141084-0009          | 0.5349       | 4.68       | 0.1142  
1580-141084-0010          | 0.4290       | 4.47       | 0.0960  
1580-141084-0011          | 0.5352       | 5.00       | 0.1070  
1580-141084-0012          | 0.3049       | 2.48       | 0.1227  
1580-141084-0013          | 0.2203       | 2.23       | 0.0990  
1580-141084-0014          | 0.4082       | 3.97       | 0.1028  
1580-141084-0015          | 0.8318       | 3.47       | 0.2397  
1580-141084-0016          | 0.6187       | 5.96       | 0.1038  
1580-141084-0017          | 0.2052       | 2.00       | 0.1026  
1580-141084-0018          | 0.3056       | 3.35       | 0.0914  
1580-141084-0019          | 0.3284       | 3.12       | 0.1051  
1580-141084-0020          | 0.3055       | 2.86       | 0.1068  
1580-141084-0021          | 0.4143       | 4.01       | 0.1033  
1580-141084-0022          | 0.2030       | 2.06       | 0.0986  
1580-141084-0023          | 0.9625       | 8.73       | 0.1102  
1580-141084-0024          | 1.0554       | 9.19       | 0.1149  
1580-141084-0025          | 0.3128       | 2.38       | 0.1317  
1580-141084-0026          | 0.7934       | 7.00       | 0.1134  
1580-141084-0027          | 1.4388       | 3.36       | 0.4282  
1580-141084-0028          | 0.2294       | 2.65       | 0.0864  
1580-141084-0029          | 0.8495       | 8.07       | 0.1052  
1580-141084-0030          | 0.2253       | 2.15       | 0.1051  
1580-141084-0031          | 0.6808       | 6.47       | 0.1052  
1580-141084-0032          | 0.5201       | 5.00       | 0.1041  
1580-141084-0033          | 0.7743       | 7.00       | 0.1106  
1580-141084-0034          | 0.4364       | 4.49       | 0.0972  
1580-141084-0035          | 0.3195       | 2.63       | 0.1215  
1580-141084-0036          | 0.3068       | 2.48       | 0.1240  
1580-141084-0037          | 0.3199       | 2.96       | 0.1079  
1580-141084-0038          | 0.3131       | 2.96       | 0.1060  
1580-141084-0039          | 0.5292       | 4.88       | 0.1083  
1580-141084-0040          | 0.6300       | 5.99       | 0.1053  
1580-141084-0041          | 0.8899       | 7.99       | 0.1114  
1580-141084-0042          | 0.5177       | 5.06       | 0.1023  
1580-141084-0043          | 0.2699       | 2.06       | 0.1307  
1580-141084-0044          | 0.2878       | 2.90       | 0.0994  
1580-141084-0045          | 0.4185       | 3.62       | 0.1155  
1580-141084-0046          | 0.4153       | 2.35       | 0.1767  
1580-141084-0047          | 0.5688       | 5.25       | 0.1083  
1580-141084-0048          | 0.9758       | 9.27       | 0.1053  
1580-141084-0049          | 0.7369       | 7.58       | 0.0973  
1580-141084-0050          | 0.3269       | 2.78       | 0.1176  
1580-141083-0000          | 0.9041       | 8.94       | 0.1011  
1580-141083-0001          | 1.1086       | 10.26      | 0.1081  
1580-141083-0002          | 0.6169       | 6.13       | 0.1006  
1580-141083-0003          | 0.6479       | 6.55       | 0.0989  
1580-141083-0004          | 0.4378       | 4.51       | 0.0970  
1580-141083-0005          | 0.3161       | 2.75       | 0.1152  
1580-141083-0006          | 1.4065       | 10.85      | 0.1296  
1580-141083-0007          | 0.4536       | 4.57       | 0.0994  
1580-141083-0008          | 0.4345       | 4.30       | 0.1009  
1580-141083-0009          | 0.7679       | 7.04       | 0.1091  
1580-141083-0010          | 0.5807       | 5.32       | 0.1092  
1580-141083-0011          | 0.3311       | 2.83       | 0.1172  
1580-141083-0012          | 0.7837       | 7.07       | 0.1109  
1580-141083-0013          | 0.4287       | 4.32       | 0.0992  
1580-141083-0014          | 0.3571       | 2.85       | 0.1251  
1580-141083-0015          | 0.5211       | 4.99       | 0.1045  
1580-141083-0016          | 0.4351       | 4.25       | 0.1023  
1580-141083-0017          | 0.2205       | 2.28       | 0.0967  
1580-141083-0018          | 0.3317       | 2.67       | 0.1240  
1580-141083-0019          | 0.3335       | 2.71       | 0.1233  
1580-141083-0020          | 0.5595       | 5.13       | 0.1090  
1580-141083-0021          | 0.4291       | 3.71       | 0.1155  
1580-141083-0022          | 0.3302       | 3.29       | 0.1002  
1580-141083-0023          | 0.3260       | 3.33       | 0.0979  
1580-141083-0024          | 0.4348       | 4.48       | 0.0970  
1580-141083-0025          | 0.4402       | 3.90       | 0.1127  
1580-141083-0026          | 0.6066       | 4.78       | 0.1270  
1580-141083-0027          | 0.5611       | 5.22       | 0.1074  
1580-141083-0028          | 0.3135       | 2.58       | 0.1213  
1580-141083-0029          | 1.0974       | 10.05      | 0.1091  
1580-141083-0030          | 0.4238       | 3.48       | 0.1218  
1580-141083-0031          | 0.6558       | 6.25       | 0.1049  
1580-141083-0032          | 0.3977       | 4.13       | 0.0962  
1580-141083-0033          | 0.8754       | 7.45       | 0.1175  
1580-141083-0034          | 1.8164       | 6.99       | 0.2599  
1580-141083-0035          | 0.5227       | 4.98       | 0.1050  
1580-141083-0036          | 0.4321       | 3.98       | 0.1086  
1580-141083-0037          | 0.5497       | 5.73       | 0.0959  
1580-141083-0038          | 0.7633       | 7.54       | 0.1013  
1580-141083-0039          | 0.4198       | 3.73       | 0.1127  
1580-141083-0040          | 0.4363       | 3.75       | 0.1163  
1580-141083-0041          | 0.3324       | 3.58       | 0.0930  
1580-141083-0042          | 0.6372       | 5.87       | 0.1087  
1580-141083-0043          | 0.2966       | 2.74       | 0.1082  
1580-141083-0044          | 0.5456       | 5.50       | 0.0991  
1580-141083-0045          | 0.4383       | 4.36       | 0.1005  
1580-141083-0046          | 0.3500       | 3.53       | 0.0991  
1580-141083-0047          | 0.3123       | 2.60       | 0.1199  
1580-141083-0048          | 0.3373       | 2.79       | 0.1211  
1580-141083-0049          | 0.4099       | 3.85       | 0.1066  
1580-141083-0050          | 0.3362       | 3.08       | 0.1090  
1580-141083-0051          | 0.2160       | 1.98       | 0.1091  
1580-141083-0052          | 0.4197       | 3.45       | 0.1217  
1580-141083-0053          | 1.3002       | 4.01       | 0.3238  
4446-2273-0000            | 0.9861       | 8.99       | 0.1096  
4446-2273-0001            | 0.5506       | 4.66       | 0.1182  
4446-2273-0002            | 0.3399       | 3.29       | 0.1032  
4446-2273-0003            | 0.8604       | 7.83       | 0.1098  
4446-2273-0004            | 0.5605       | 5.43       | 0.1031  
4446-2273-0005            | 0.4725       | 4.12       | 0.1145  
4446-2273-0006            | 0.3314       | 2.94       | 0.1127  
4446-2273-0007            | 0.3281       | 3.10       | 0.1060  
4446-2273-0008            | 0.8682       | 7.71       | 0.1125  
4446-2273-0009            | 0.4367       | 4.01       | 0.1088  
4446-2273-0010            | 1.4233       | 12.44      | 0.1144  
4446-2273-0011            | 0.2976       | 2.79       | 0.1067  
4446-2273-0012            | 0.3208       | 2.98       | 0.1077  
4446-2273-0013            | 0.3228       | 2.62       | 0.1230  
4446-2273-0014            | 0.3486       | 2.39       | 0.1458  
4446-2273-0015            | 0.5320       | 4.50       | 0.1181  
4446-2273-0016            | 1.0895       | 9.64       | 0.1130  
4446-2273-0017            | 0.3130       | 2.74       | 0.1142  
4446-2273-0018            | 0.4149       | 3.40       | 0.1220  
4446-2273-0019            | 0.3359       | 3.12       | 0.1078  
4446-2273-0020            | 0.3107       | 2.74       | 0.1134  
4446-2273-0021            | 0.5323       | 5.25       | 0.1013  
4446-2273-0022            | 0.6362       | 5.87       | 0.1085  
4446-2273-0023            | 0.6213       | 6.10       | 0.1019  
4446-2273-0024            | 0.5623       | 4.83       | 0.1165  
4446-2273-0025            | 0.5345       | 4.83       | 0.1107  
4446-2273-0026            | 0.2344       | 1.95       | 0.1202  
4446-2273-0027            | 0.4066       | 3.76       | 0.1081  
4446-2273-0028            | 0.6172       | 5.41       | 0.1142  
4446-2273-0029            | 0.3380       | 3.30       | 0.1024  
4446-2273-0030            | 0.3055       | 2.88       | 0.1059  
4446-2273-0031            | 0.2104       | 1.79       | 0.1172  
4446-2273-0032            | 0.8909       | 7.83       | 0.1137  
4446-2273-0033            | 0.3225       | 3.30       | 0.0977  
4446-2273-0034            | 0.3473       | 3.59       | 0.0967  
4446-2273-0035            | 0.6359       | 6.15       | 0.1034  
4446-2273-0036            | 0.3034       | 3.12       | 0.0973  
4446-2271-0000            | 0.3981       | 3.50       | 0.1139  
4446-2271-0001            | 0.6277       | 6.35       | 0.0989  
4446-2271-0002            | 0.3010       | 2.38       | 0.1262  
4446-2271-0003            | 0.4203       | 3.70       | 0.1136  
4446-2271-0004            | 1.2892       | 12.01      | 0.1073  
4446-2271-0005            | 0.4160       | 3.40       | 0.1225  
4446-2271-0006            | 0.3299       | 2.90       | 0.1136  
4446-2271-0007            | 0.2264       | 2.10       | 0.1078  
4446-2271-0008            | 0.6620       | 5.50       | 0.1205  
4446-2271-0009            | 0.8785       | 7.82       | 0.1123  
4446-2271-0010            | 0.4200       | 3.13       | 0.1340  
4446-2271-0011            | 0.4215       | 3.94       | 0.1069  
4446-2271-0012            | 0.4377       | 3.78       | 0.1158  
4446-2271-0013            | 0.5392       | 4.40       | 0.1226  
4446-2271-0014            | 0.7376       | 5.34       | 0.1381  
4446-2271-0015            | 0.3299       | 2.60       | 0.1271  
4446-2271-0016            | 1.0296       | 10.21      | 0.1009  
4446-2271-0017            | 1.3042       | 12.26      | 0.1064  
4446-2271-0018            | 0.6342       | 5.71       | 0.1110  
4446-2271-0019            | 0.4146       | 3.83       | 0.1084  
4446-2271-0020            | 0.9267       | 7.55       | 0.1227  
4446-2271-0021            | 0.4288       | 3.56       | 0.1204  
4446-2271-0022            | 0.2250       | 2.33       | 0.0968  
4446-2271-0023            | 0.2065       | 2.27       | 0.0912  
4446-2271-0024            | 0.3377       | 3.16       | 0.1069  
4446-2275-0000            | 0.7308       | 6.34       | 0.1153  
4446-2275-0001            | 0.5627       | 4.66       | 0.1207  
4446-2275-0002            | 0.7677       | 7.67       | 0.1000  
4446-2275-0003            | 0.2140       | 2.06       | 0.1039  
4446-2275-0004            | 0.1976       | 2.11       | 0.0937  
4446-2275-0005            | 0.5298       | 4.45       | 0.1192  
4446-2275-0006            | 0.4284       | 3.54       | 0.1210  
4446-2275-0007            | 1.0159       | 8.97       | 0.1132  
4446-2275-0008            | 0.4447       | 4.13       | 0.1077  
4446-2275-0009            | 0.2156       | 2.09       | 0.1032  
4446-2275-0010            | 0.4317       | 3.73       | 0.1156  
4446-2275-0011            | 0.3090       | 2.44       | 0.1269  
4446-2275-0012            | 0.6199       | 6.03       | 0.1029  
4446-2275-0013            | 0.4462       | 3.65       | 0.1222  
4446-2275-0014            | 0.2205       | 2.51       | 0.0878  
4446-2275-0015            | 0.3491       | 2.98       | 0.1171  
4446-2275-0016            | 0.7227       | 7.30       | 0.0990  
4446-2275-0017            | 0.3066       | 2.48       | 0.1239  
4446-2275-0018            | 0.2198       | 2.31       | 0.0949  
4446-2275-0019            | 0.5530       | 4.93       | 0.1122  
4446-2275-0020            | 0.3126       | 2.72       | 0.1149  
4446-2275-0021            | 0.5380       | 5.05       | 0.1065  
4446-2275-0022            | 0.3392       | 3.28       | 0.1034  
4446-2275-0023            | 0.4138       | 3.81       | 0.1087  
4446-2275-0024            | 0.2166       | 2.40       | 0.0905  
4446-2275-0025            | 0.2160       | 2.16       | 0.1000  
4446-2275-0026            | 0.7666       | 5.50       | 0.1395  
4446-2275-0027            | 0.3535       | 3.00       | 0.1180  
4446-2275-0028            | 0.4238       | 3.58       | 0.1185  
4446-2275-0029            | 0.6620       | 6.28       | 0.1054  
4446-2275-0030            | 0.2249       | 2.67       | 0.0844  
4446-2275-0031            | 0.3084       | 3.06       | 0.1009  
4446-2275-0032            | 0.3204       | 3.25       | 0.0987  
4446-2275-0033            | 0.7912       | 7.06       | 0.1121  
4446-2275-0034            | 0.3182       | 3.08       | 0.1033  
4446-2275-0035            | 0.4743       | 4.08       | 0.1164  
4446-2275-0036            | 0.3343       | 2.90       | 0.1151  
4446-2275-0037            | 0.2195       | 2.09       | 0.1050  
4446-2275-0038            | 0.4109       | 4.53       | 0.0907  
4446-2275-0039            | 0.2069       | 1.90       | 0.1089  
4446-2275-0040            | 0.8148       | 6.96       | 0.1170  
4446-2275-0041            | 0.5278       | 4.75       | 0.1110  
4446-2275-0042            | 1.0222       | 5.40       | 0.1893  
4446-2275-0043            | 0.6423       | 5.88       | 0.1092  
4446-2275-0044            | 0.3183       | 2.62       | 0.1217  
4446-2275-0045            | 0.3188       | 2.63       | 0.1210  
4992-41806-0000           | 1.5521       | 14.36      | 0.1081  
4992-41806-0001           | 0.8681       | 8.31       | 0.1045  
4992-41806-0002           | 2.8471       | 17.75      | 0.1604  
4992-41806-0003           | 0.9300       | 9.24       | 0.1007  
4992-41806-0004           | 0.4362       | 3.70       | 0.1179  
4992-41806-0005           | 0.4208       | 3.73       | 0.1128  
4992-41806-0006           | 1.0198       | 10.37      | 0.0983  
4992-41806-0007           | 1.2743       | 11.41      | 0.1116  
4992-41806-0008           | 1.2445       | 11.82      | 0.1053  
4992-41806-0009           | 0.4416       | 4.36       | 0.1014  
4992-41806-0010           | 0.2078       | 2.14       | 0.0971  
4992-41806-0011           | 0.7341       | 7.84       | 0.0936  
4992-41806-0012           | 0.7004       | 6.73       | 0.1041  
4992-41806-0013           | 0.6107       | 6.02       | 0.1014  
4992-41806-0014           | 1.5402       | 15.21      | 0.1013  
4992-41806-0015           | 1.2858       | 12.44      | 0.1034  
4992-41806-0016           | 1.5461       | 15.76      | 0.0981  
4992-41806-0017           | 2.2385       | 10.89      | 0.2055  
4992-23283-0000           | 0.6241       | 6.64       | 0.0939  
4992-23283-0001           | 0.2903       | 2.71       | 0.1071  
4992-23283-0002           | 0.3043       | 3.12       | 0.0975  
4992-23283-0003           | 0.4876       | 4.64       | 0.1050  
4992-23283-0004           | 0.8347       | 8.06       | 0.1036  
4992-23283-0005           | 1.1523       | 10.74      | 0.1073  
4992-23283-0006           | 0.2966       | 2.96       | 0.1000  
4992-23283-0007           | 0.4298       | 4.04       | 0.1063  
4992-23283-0008           | 0.5426       | 4.91       | 0.1105  
4992-23283-0009           | 0.8311       | 8.39       | 0.0990  
4992-23283-0010           | 0.5025       | 5.00       | 0.1005  
4992-23283-0011           | 0.4233       | 4.22       | 0.1002  
