nohup: ignoring input
-----------------------------------------------------------------
模式: 并行处理 (Threads=9)
正在加载模型 medium.en ...
模型加载完成。
-----------------------------------------------------------------
File ID                   | ProcTime(s)  | Audio(s)   | RTF     
8463-294828-0022          | 1.7925       | 2.35       | 0.7611  
8463-294828-0019          | 3.4923       | 4.53       | 0.7709  
8463-294828-0024          | 1.7876       | 1.98       | 0.9051  
8463-294828-0021          | 2.6890       | 2.73       | 0.9832  
8463-294828-0025          | 1.8163       | 1.99       | 0.9127  
8463-294828-0026          | 2.7077       | 2.75       | 0.9864  
8463-294828-0020          | 5.3081       | 5.92       | 0.8974  
8463-294828-0030          | 1.7586       | 2.69       | 0.6525  
8463-294828-0017          | 7.8655       | 9.30       | 0.8458  
8463-294828-0023          | 4.4382       | 4.75       | 0.9353  
8463-294828-0029          | 5.4046       | 5.29       | 1.0226  
8463-294828-0034          | 3.6325       | 3.50       | 1.0364  
8463-294828-0032          | 4.5182       | 4.39       | 1.0280  
8463-294828-0027          | 6.2975       | 5.98       | 1.0531  
8463-294828-0028          | 8.0060       | 7.92       | 1.0115  
8463-294828-0033          | 6.2040       | 6.37       | 0.9747  
8463-294828-0031          | 7.7585       | 7.76       | 0.9992  
8463-294828-0036          | 7.0709       | 6.99       | 1.0123  
8463-294828-0037          | 4.3124       | 5.37       | 0.8031  
8230-279154-0003          | 2.5821       | 3.19       | 0.8082  
8230-279154-0000          | 6.9294       | 8.80       | 0.7870  
8230-279154-0008          | 2.6787       | 3.62       | 0.7400  
8230-279154-0006          | 6.2230       | 7.51       | 0.8286  
8463-294828-0035          | 14.1563      | 14.96      | 0.9466  
8230-279154-0005          | 7.1678       | 7.72       | 0.9285  
8463-294828-0038          | 11.6720      | 13.14      | 0.8883  
8230-279154-0012          | 3.4702       | 3.64       | 0.9534  
8230-279154-0004          | 12.3699      | 14.06      | 0.8798  
8230-279154-0001          | 14.9413      | 17.38      | 0.8597  
8230-279154-0011          | 5.2749       | 6.25       | 0.8440  
8230-279154-0002          | 14.0863      | 16.48      | 0.8550  
8230-279154-0007          | 14.2489      | 15.90      | 0.8959  
8230-279154-0014          | 6.9315       | 7.94       | 0.8730  
8230-279154-0015          | 6.9277       | 8.05       | 0.8606  
8230-279154-0017          | 6.9131       | 7.93       | 0.8718  
8230-279154-0010          | 13.0806      | 15.19      | 0.8611  
8230-279154-0013          | 12.1334      | 14.56      | 0.8333  
8230-279154-0016          | 8.6342       | 10.60      | 0.8145  
8230-279154-0009          | 16.0926      | 16.91      | 0.9517  
8230-279154-0018          | 12.4446      | 11.85      | 1.0506  
8230-279154-0021          | 8.3401       | 6.56       | 1.2714  
8230-279154-0022          | 7.4788       | 6.44       | 1.1613  
8230-279154-0020          | 9.1977       | 7.83       | 1.1739  
8230-279154-0023          | 7.4636       | 6.26       | 1.1913  
8230-279154-0024          | 7.4593       | 6.34       | 1.1765  
8230-279154-0032          | 3.5330       | 3.88       | 0.9106  
8230-279154-0026          | 8.8689       | 9.30       | 0.9536  
8230-279154-0019          | 18.1630      | 18.14      | 1.0010  
8230-279154-0030          | 7.2724       | 7.28       | 0.9990  
8230-279154-0029          | 7.9115       | 8.54       | 0.9264  
8230-279154-0027          | 9.8545       | 11.13      | 0.8850  
8230-279154-0036          | 2.5663       | 3.23       | 0.7933  
8230-279154-0028          | 10.6904      | 11.56      | 0.9248  
8230-279154-0031          | 11.5410      | 12.66      | 0.9113  
8230-279154-0035          | 7.0989       | 7.55       | 0.9396  
8230-279154-0033          | 10.8485      | 11.69      | 0.9280  
8230-279154-0025          | 21.8368      | 21.78      | 1.0026  
8230-279154-0039          | 5.4037       | 4.59       | 1.1773  
8230-279154-0034          | 14.2378      | 14.51      | 0.9812  
5105-28241-0000           | 5.1191       | 6.46       | 0.7930  
5105-28241-0003           | 5.1649       | 3.98       | 1.2977  
8230-279154-0041          | 15.6791      | 14.95      | 1.0491  
8230-279154-0040          | 17.3787      | 16.70      | 1.0410  
8230-279154-0037          | 20.1692      | 20.54      | 0.9822  
5105-28241-0002           | 11.2187      | 10.96      | 1.0236  
5105-28241-0007           | 1.7689       | 1.88       | 0.9409  
8230-279154-0038          | 21.9438      | 22.49      | 0.9757  
5105-28241-0010           | 2.8273       | 2.31       | 1.2239  
8230-279154-0042          | 19.2516      | 18.76      | 1.0262  
5105-28241-0006           | 7.1789       | 7.55       | 0.9509  
5105-28241-0005           | 8.0572       | 8.41       | 0.9575  
5105-28241-0001           | 20.8842      | 21.02      | 0.9938  
5105-28241-0009           | 7.1918       | 7.01       | 1.0259  
5105-28241-0008           | 9.0714       | 8.54       | 1.0622  
5105-28241-0014           | 3.6673       | 3.00       | 1.2245  
8230-279154-0043          | 24.6891      | 24.48      | 1.0083  
5105-28241-0012           | 7.2752       | 6.78       | 1.0738  
5105-28241-0013           | 5.5338       | 4.82       | 1.1481  
5105-28241-0004           | 18.1869      | 17.41      | 1.0443  
5105-28241-0016           | 7.6990       | 6.29       | 1.2250  
5105-28241-0019           | 5.4925       | 5.29       | 1.0383  
5105-28233-0000           | 5.5641       | 4.51       | 1.2337  
5105-28233-0001           | 5.5642       | 4.49       | 1.2393  
5105-28241-0011           | 14.7194      | 13.71      | 1.0736  
5105-28233-0004           | 5.3720       | 4.74       | 1.1345  
5105-28233-0006           | 6.3906       | 5.50       | 1.1609  
5105-28233-0002           | 9.0839       | 8.29       | 1.0964  
5105-28241-0018           | 13.6532      | 12.83      | 1.0642  
5105-28241-0017           | 14.7353      | 12.76      | 1.1553  
5105-28240-0000           | 5.6244       | 5.46       | 1.0310  
5105-28233-0005           | 12.8740      | 11.39      | 1.1303  
5105-28233-0003           | 17.5006      | 14.81      | 1.1817  
5105-28240-0002           | 4.3325       | 4.01       | 1.0804  
5105-28233-0008           | 12.9877      | 10.73      | 1.2104  
5105-28240-0003           | 5.4561       | 5.51       | 0.9893  
5105-28233-0010           | 13.7163      | 13.60      | 1.0089  
5105-28233-0009           | 15.2901      | 14.60      | 1.0476  
5105-28240-0004           | 5.2916       | 6.01       | 0.8797  
5105-28241-0015           | 32.2794      | 29.14      | 1.1077  
5105-28240-0007           | 4.5719       | 4.62       | 0.9885  
5105-28240-0005           | 6.1436       | 7.40       | 0.8302  
5105-28240-0001           | 16.4568      | 16.07      | 1.0244  
5105-28240-0010           | 2.5784       | 2.94       | 0.8785  
5105-28240-0013           | 2.8195       | 2.96       | 0.9525  
5105-28240-0014           | 2.4957       | 3.07       | 0.8129  
5105-28240-0012           | 4.4088       | 4.73       | 0.9321  
5105-28233-0007           | 25.8740      | 26.14      | 0.9898  
5105-28240-0011           | 5.2350       | 6.02       | 0.8696  
5105-28240-0016           | 3.0767       | 4.17       | 0.7378  
5105-28240-0020           | 2.7959       | 2.30       | 1.2156  
5105-28240-0006           | 13.3117      | 13.88      | 0.9591  
5105-28240-0018           | 3.8026       | 2.88       | 1.3181  
5105-28240-0008           | 10.5786      | 11.48      | 0.9215  
5105-28240-0017           | 5.5492       | 5.67       | 0.9796  
5105-28240-0009           | 11.4822      | 11.65      | 0.9856  
5105-28240-0015           | 8.8990       | 8.53       | 1.0439  
5105-28240-0019           | 6.2610       | 6.24       | 1.0034  
5105-28240-0022           | 4.3254       | 4.72       | 0.9154  
5105-28240-0024           | 6.8272       | 8.20       | 0.8326  
4077-13751-0000           | 7.9255       | 9.56       | 0.8290  
4077-13751-0001           | 8.0791       | 8.74       | 0.9239  
5105-28240-0021           | 11.5715      | 12.46      | 0.9291  
4077-13751-0002           | 9.8642       | 9.75       | 1.0117  
5105-28240-0023           | 16.0481      | 17.57      | 0.9134  
4077-13751-0003           | 16.1236      | 16.72      | 0.9643  
4077-13751-0010           | 6.4329       | 6.72       | 0.9573  
4077-13751-0004           | 17.2885      | 16.68      | 1.0365  
4077-13751-0008           | 11.1402      | 10.55      | 1.0554  
4077-13751-0006           | 13.7515      | 13.06      | 1.0525  
4077-13751-0009           | 13.1618      | 12.15      | 1.0833  
4077-13751-0013           | 4.5745       | 4.32       | 1.0601  
4077-13751-0005           | 19.1402      | 19.61      | 0.9760  
4077-13751-0007           | 18.4868      | 17.22      | 1.0736  
4077-13751-0019           | 3.8021       | 2.92       | 1.3021  
4077-13751-0017           | 5.3357       | 5.09       | 1.0473  
4077-13751-0011           | 12.9671      | 11.43      | 1.1350  
4077-13751-0012           | 13.6771      | 12.02      | 1.1383  
4077-13754-0000           | 5.3224       | 4.78       | 1.1135  
4077-13754-0001           | 4.4265       | 3.77       | 1.1741  
4077-13751-0014           | 13.5141      | 12.61      | 1.0717  
4077-13751-0015           | 14.4897      | 13.47      | 1.0753  
4077-13751-0016           | 14.7088      | 14.52      | 1.0134  
4077-13751-0020           | 9.7698       | 10.29      | 0.9490  
4077-13754-0004           | 5.4782       | 4.99       | 1.0989  
4077-13754-0003           | 6.3925       | 5.68       | 1.1254  
4077-13754-0009           | 9.1023       | 7.65       | 1.1898  
4077-13751-0021           | 21.4550      | 19.70      | 1.0888  
4077-13754-0006           | 14.5337      | 12.75      | 1.1399  
4077-13754-0002           | 19.9086      | 17.78      | 1.1197  
4077-13754-0007           | 16.7178      | 13.95      | 1.1984  
4077-13751-0018           | 29.4054      | 26.11      | 1.1260  
4077-13754-0005           | 19.2984      | 17.84      | 1.0817  
4077-13754-0010           | 13.8162      | 11.96      | 1.1557  
4970-29093-0000           | 3.7692       | 3.03       | 1.2440  
4077-13754-0008           | 22.8749      | 19.91      | 1.1489  
4077-13754-0014           | 10.4574      | 10.97      | 0.9533  
4077-13754-0011           | 14.4320      | 14.13      | 1.0214  
4077-13754-0013           | 13.5278      | 12.87      | 1.0511  
4077-13754-0016           | 11.4559      | 11.89      | 0.9631  
4970-29093-0001           | 12.2192      | 11.92      | 1.0251  
4970-29093-0004           | 6.2509       | 3.75       | 1.6669  
4970-29093-0002           | 12.4274      | 10.73      | 1.1582  
4970-29093-0008           | 4.3501       | 3.58       | 1.2151  
4077-13754-0012           | 23.9465      | 22.09      | 1.0838  
4970-29093-0007           | 9.1048       | 7.00       | 1.3016  
4077-13754-0015           | 23.2108      | 22.20      | 1.0453  
4970-29093-0003           | 17.0922      | 15.36      | 1.1131  
4970-29093-0009           | 8.8002       | 9.12       | 0.9649  
4970-29093-0014           | 3.9978       | 4.28       | 0.9352  
4970-29093-0016           | 2.1667       | 2.23       | 0.9716  
4970-29093-0015           | 3.9392       | 3.33       | 1.1847  
4970-29093-0011           | 11.3705      | 11.45      | 0.9931  
4970-29093-0013           | 8.5316       | 8.01       | 1.0651  
4970-29093-0012           | 9.4091       | 8.71       | 1.0803  
4970-29093-0017           | 2.5717       | 2.87       | 0.8976  
4970-29093-0010           | 13.5445      | 14.30      | 0.9472  
4970-29093-0021           | 1.7131       | 2.42       | 0.7064  
4970-29095-0000           | 2.7468       | 2.87       | 0.9587  
4970-29093-0005           | 23.2235      | 22.16      | 1.0480  
4970-29093-0020           | 4.4896       | 5.58       | 0.8046  
4970-29093-0019           | 5.9898       | 7.47       | 0.8018  
4970-29093-0022           | 5.1284       | 6.22       | 0.8245  
4970-29093-0018           | 8.5114       | 9.71       | 0.8761  
4970-29093-0023           | 6.8297       | 8.07       | 0.8463  
4970-29095-0002           | 4.2409       | 5.48       | 0.7739  
4970-29095-0006           | 3.4130       | 4.47       | 0.7635  
4970-29095-0005           | 4.3342       | 4.65       | 0.9321  
4970-29095-0008           | 2.6676       | 3.04       | 0.8775  
4970-29093-0006           | 29.5198      | 29.60      | 0.9973  
4970-29095-0010           | 2.7108       | 2.64       | 1.0268  
4970-29095-0011           | 2.6342       | 3.35       | 0.7852  
4970-29095-0009           | 4.4699       | 5.60       | 0.7982  
4970-29095-0013           | 1.7400       | 1.98       | 0.8788  
4970-29095-0003           | 8.6865       | 10.02      | 0.8669  
4970-29095-0004           | 8.7593       | 9.61       | 0.9115  
4970-29095-0012           | 3.5689       | 4.68       | 0.7626  
4970-29095-0015           | 1.8417       | 2.36       | 0.7804  
4970-29095-0001           | 12.2089      | 13.91      | 0.8777  
4970-29095-0014           | 2.6887       | 3.26       | 0.8248  
4970-29095-0019           | 2.6319       | 2.73       | 0.9658  
4970-29095-0017           | 3.5520       | 3.93       | 0.9038  
4970-29095-0023           | 3.5132       | 3.90       | 0.8997  
4970-29095-0022           | 4.4035       | 4.76       | 0.9241  
4970-29095-0016           | 7.2651       | 6.95       | 1.0461  
4970-29095-0025           | 4.6086       | 3.83       | 1.2033  
4970-29095-0007           | 14.3449      | 14.81      | 0.9686  
4970-29095-0024           | 6.3169       | 6.04       | 1.0458  
4970-29095-0029           | 3.4080       | 3.89       | 0.8761  
4970-29095-0018           | 11.5910      | 12.14      | 0.9548  
4970-29095-0020           | 11.5201      | 12.37      | 0.9317  
4970-29095-0030           | 4.2837       | 4.67       | 0.9173  
4970-29095-0027           | 9.7252       | 9.79       | 0.9929  
4970-29095-0026           | 10.6090      | 10.93      | 0.9706  
4970-29095-0035           | 3.3242       | 4.75       | 0.6998  
4970-29095-0034           | 5.0527       | 5.81       | 0.8696  
4970-29095-0021           | 16.7296      | 19.86      | 0.8424  
4970-29095-0032           | 7.2745       | 6.61       | 1.1005  
4970-29095-0036           | 5.7721       | 5.25       | 1.0994  
4970-29095-0028           | 14.1874      | 14.67      | 0.9671  
1580-141084-0001          | 3.7330       | 3.27       | 1.1433  
1580-141084-0000          | 4.8104       | 4.62       | 1.0423  
4970-29095-0033           | 10.7413      | 12.03      | 0.8933  
4970-29095-0037           | 7.2383       | 6.88       | 1.0513  
1580-141084-0005          | 1.7460       | 2.52       | 0.6942  
4970-29095-0031           | 14.1788      | 15.05      | 0.9421  
1580-141084-0006          | 1.7423       | 2.13       | 0.8161  
1580-141084-0002          | 5.2200       | 5.91       | 0.8840  
1580-141084-0007          | 1.7545       | 2.02       | 0.8685  
1580-141084-0003          | 3.4652       | 4.10       | 0.8452  
4970-29095-0038           | 9.0154       | 8.74       | 1.0315  
1580-141084-0013          | 2.4085       | 2.23       | 1.0825  
1580-141084-0012          | 3.3190       | 2.48       | 1.3356  
1580-141084-0010          | 4.4241       | 4.47       | 0.9897  
1580-141084-0015          | 3.3157       | 3.47       | 0.9555  
1580-141084-0009          | 5.0876       | 4.68       | 1.0859  
1580-141084-0014          | 4.2021       | 3.97       | 1.0585  
1580-141084-0011          | 5.0992       | 5.00       | 1.0198  
1580-141084-0017          | 1.7612       | 2.00       | 0.8806  
1580-141084-0008          | 6.8592       | 6.79       | 1.0095  
1580-141084-0004          | 8.5583       | 9.01       | 0.9504  
1580-141084-0022          | 1.5619       | 2.06       | 0.7582  
1580-141084-0018          | 2.6198       | 3.35       | 0.7832  
1580-141084-0019          | 2.6385       | 3.12       | 0.8443  
1580-141084-0020          | 2.6469       | 2.86       | 0.9255  
1580-141084-0016          | 5.3023       | 5.96       | 0.8897  
1580-141084-0021          | 3.4949       | 4.01       | 0.8715  
1580-141084-0025          | 3.7399       | 2.38       | 1.5747  
1580-141084-0028          | 2.8412       | 2.65       | 1.0701  
1580-141084-0027          | 3.7600       | 3.36       | 1.1190  
1580-141084-0030          | 2.8736       | 2.15       | 1.3397  
1580-141084-0035          | 2.8120       | 2.63       | 1.0692  
1580-141084-0026          | 7.4338       | 7.00       | 1.0627  
1580-141084-0034          | 3.6811       | 4.49       | 0.8198  
1580-141084-0032          | 4.5893       | 5.00       | 0.9188  
1580-141084-0023          | 9.4069       | 8.73       | 1.0769  
1580-141084-0029          | 7.9433       | 8.07       | 0.9837  
1580-141084-0031          | 6.5716       | 6.47       | 1.0157  
1580-141084-0033          | 6.3848       | 7.00       | 0.9121  
1580-141084-0024          | 10.2673      | 9.19       | 1.1178  
1580-141084-0036          | 2.6783       | 2.48       | 1.0822  
1580-141084-0037          | 2.7140       | 2.96       | 0.9153  
1580-141084-0038          | 2.7116       | 2.96       | 0.9176  
1580-141084-0043          | 1.8915       | 2.06       | 0.9160  
1580-141084-0039          | 4.5912       | 4.88       | 0.9398  
1580-141084-0044          | 2.8118       | 2.90       | 0.9713  
1580-141084-0042          | 4.3840       | 5.06       | 0.8664  
1580-141084-0046          | 2.8392       | 2.35       | 1.2082  
1580-141084-0045          | 3.8381       | 3.62       | 1.0588  
1580-141084-0040          | 5.6008       | 5.99       | 0.9358  
1580-141084-0047          | 4.7734       | 5.25       | 0.9092  
1580-141084-0050          | 2.9006       | 2.78       | 1.0434  
1580-141084-0041          | 7.4581       | 7.99       | 0.9334  
1580-141083-0005          | 2.6369       | 2.75       | 0.9606  
1580-141083-0004          | 3.5133       | 4.51       | 0.7781  
1580-141084-0049          | 6.4202       | 7.58       | 0.8475  
1580-141083-0002          | 5.3935       | 6.13       | 0.8791  
1580-141083-0003          | 5.3979       | 6.55       | 0.8241  
1580-141084-0048          | 8.2151       | 9.27       | 0.8867  
1580-141083-0000          | 7.3661       | 8.94       | 0.8240  
1580-141083-0007          | 3.8585       | 4.57       | 0.8452  
1580-141083-0011          | 2.9616       | 2.83       | 1.0484  
1580-141083-0001          | 9.3000       | 10.26      | 0.9069  
1580-141083-0008          | 3.8446       | 4.30       | 0.8930  
1580-141083-0010          | 4.8019       | 5.32       | 0.9026  
1580-141083-0013          | 4.0545       | 4.32       | 0.9385  
1580-141083-0017          | 1.8395       | 2.28       | 0.8068  
1580-141083-0014          | 2.7108       | 2.85       | 0.9495  
1580-141083-0009          | 6.5702       | 7.04       | 0.9333  
1580-141083-0006          | 9.8964       | 10.85      | 0.9121  
1580-141083-0016          | 3.6131       | 4.25       | 0.8491  
1580-141083-0012          | 6.5674       | 7.07       | 0.9296  
1580-141083-0018          | 2.6630       | 2.67       | 0.9955  
1580-141083-0015          | 4.4983       | 4.99       | 0.9024  
1580-141083-0019          | 2.6457       | 2.71       | 0.9781  
1580-141083-0022          | 2.7532       | 3.29       | 0.8356  
1580-141083-0021          | 3.6138       | 3.71       | 0.9728  
1580-141083-0023          | 2.7643       | 3.33       | 0.8301  
1580-141083-0020          | 4.5240       | 5.13       | 0.8810  
1580-141083-0024          | 3.6534       | 4.48       | 0.8155  
1580-141083-0028          | 2.7680       | 2.58       | 1.0708  
1580-141083-0025          | 3.6134       | 3.90       | 0.9253  
1580-141083-0026          | 4.5075       | 4.78       | 0.9440  
1580-141083-0027          | 4.5172       | 5.22       | 0.8645  
1580-141083-0030          | 3.5661       | 3.48       | 1.0247  
1580-141083-0032          | 3.5509       | 4.13       | 0.8588  
1580-141083-0031          | 5.3113       | 6.25       | 0.8498  
1580-141083-0035          | 5.5472       | 4.98       | 1.1139  
1580-141083-0036          | 4.6517       | 3.98       | 1.1688  
1580-141083-0037          | 5.5413       | 5.73       | 0.9671  
1580-141083-0034          | 7.2934       | 6.99       | 1.0434  
1580-141083-0039          | 4.8167       | 3.73       | 1.2931  
1580-141083-0033          | 8.1554       | 7.45       | 1.0947  
1580-141083-0029          | 9.9604       | 10.05      | 0.9906  
1580-141083-0041          | 2.6557       | 3.58       | 0.7429  
1580-141083-0040          | 4.6018       | 3.75       | 1.2272  
1580-141083-0038          | 7.2617       | 7.54       | 0.9637  
1580-141083-0043          | 2.6049       | 2.74       | 0.9507  
1580-141083-0046          | 2.6761       | 3.53       | 0.7581  
1580-141083-0047          | 2.6639       | 2.60       | 1.0226  
1580-141083-0048          | 2.6593       | 2.79       | 0.9549  
1580-141083-0045          | 3.5517       | 4.36       | 0.8146  
1580-141083-0042          | 5.3065       | 5.87       | 0.9048  
1580-141083-0051          | 2.0082       | 1.98       | 1.0142  
1580-141083-0050          | 2.2840       | 3.08       | 0.7403  
1580-141083-0044          | 4.3868       | 5.50       | 0.7969  
1580-141083-0049          | 3.5257       | 3.85       | 0.9169  
4446-2273-0002            | 3.5766       | 3.29       | 1.0855  
1580-141083-0052          | 4.4506       | 3.45       | 1.2900  
1580-141083-0053          | 4.4516       | 4.01       | 1.1087  
4446-2273-0006            | 3.6580       | 2.94       | 1.2442  
4446-2273-0005            | 4.5091       | 4.12       | 1.0931  
4446-2273-0001            | 5.3274       | 4.66       | 1.1432  
4446-2273-0004            | 5.3622       | 5.43       | 0.9866  
4446-2273-0007            | 2.4232       | 3.10       | 0.7829  
4446-2273-0011            | 2.6535       | 2.79       | 0.9511  
4446-2273-0009            | 3.5613       | 4.01       | 0.8870  
4446-2273-0012            | 2.6829       | 2.98       | 0.9003  
4446-2273-0003            | 8.0459       | 7.83       | 1.0269  
4446-2273-0013            | 2.6697       | 2.62       | 1.0170  
4446-2273-0000            | 8.8817       | 8.99       | 0.9874  
4446-2273-0014            | 2.7020       | 2.39       | 1.1305  
4446-2273-0017            | 2.6712       | 2.74       | 0.9749  
4446-2273-0019            | 2.6903       | 3.12       | 0.8637  
4446-2273-0008            | 7.1073       | 7.71       | 0.9212  
4446-2273-0020            | 2.6865       | 2.74       | 0.9805  
4446-2273-0018            | 3.5401       | 3.40       | 1.0412  
4446-2273-0015            | 4.4100       | 4.50       | 0.9789  
4446-2273-0021            | 4.6758       | 5.25       | 0.8898  
4446-2273-0026            | 1.8212       | 1.95       | 0.9340  
4446-2273-0027            | 3.7280       | 3.76       | 0.9915  
4446-2273-0024            | 4.7949       | 4.83       | 0.9938  
4446-2273-0025            | 4.6122       | 4.83       | 0.9549  
4446-2273-0022            | 5.4835       | 5.87       | 0.9350  
4446-2273-0010            | 11.4866      | 12.44      | 0.9234  
4446-2273-0029            | 2.8174       | 3.30       | 0.8537  
4446-2273-0023            | 5.4988       | 6.10       | 0.9014  
4446-2273-0016            | 9.0649       | 9.64       | 0.9399  
4446-2273-0031            | 1.9465       | 1.79       | 1.0844  
4446-2273-0030            | 3.0089       | 2.88       | 1.0429  
4446-2273-0028            | 5.5827       | 5.41       | 1.0329  
4446-2273-0033            | 2.9819       | 3.30       | 0.9036  
4446-2273-0034            | 3.0056       | 3.59       | 0.8372  
4446-2273-0036            | 3.0340       | 3.12       | 0.9724  
4446-2271-0000            | 4.1028       | 3.50       | 1.1739  
4446-2271-0002            | 2.9209       | 2.38       | 1.2247  
4446-2271-0007            | 1.7600       | 2.10       | 0.8381  
4446-2273-0035            | 6.2456       | 6.15       | 1.0156  
4446-2271-0006            | 3.2208       | 2.90       | 1.1087  
4446-2271-0003            | 4.0485       | 3.70       | 1.0942  
4446-2271-0005            | 4.0378       | 3.40       | 1.1893  
4446-2271-0001            | 6.0930       | 6.35       | 0.9595  
4446-2273-0032            | 8.0349       | 7.83       | 1.0255  
4446-2271-0010            | 4.1648       | 3.13       | 1.3285  
4446-2271-0011            | 4.1571       | 3.94       | 1.0538  
4446-2271-0015            | 3.1294       | 2.60       | 1.2059  
4446-2271-0012            | 4.1499       | 3.78       | 1.0979  
4446-2271-0008            | 6.2318       | 5.50       | 1.1341  
4446-2271-0013            | 5.1448       | 4.40       | 1.1693  
4446-2271-0014            | 6.5331       | 5.34       | 1.2234  
4446-2271-0004            | 12.1856      | 12.01      | 1.0146  
4446-2271-0009            | 8.5923       | 7.82       | 1.0988  
4446-2271-0019            | 4.1921       | 3.83       | 1.0960  
4446-2271-0022            | 2.0436       | 2.33       | 0.8790  
4446-2271-0021            | 4.2266       | 3.56       | 1.1872  
4446-2271-0023            | 1.9858       | 2.27       | 0.8767  
4446-2271-0018            | 6.2083       | 5.71       | 1.0863  
4446-2271-0024            | 2.9676       | 3.16       | 0.9391  
4446-2275-0003            | 2.0155       | 2.06       | 0.9784  
4446-2275-0004            | 1.9884       | 2.11       | 0.9424  
4446-2271-0020            | 8.2609       | 7.55       | 1.0942  
4446-2271-0016            | 10.2441      | 10.21      | 1.0038  
4446-2275-0001            | 4.7485       | 4.66       | 1.0190  
4446-2275-0000            | 7.0069       | 6.34       | 1.1052  
4446-2275-0006            | 3.5387       | 3.54       | 0.9996  
4446-2275-0005            | 4.7687       | 4.45       | 1.0728  
4446-2275-0009            | 1.9449       | 2.09       | 0.9306  
4446-2271-0017            | 12.2092      | 12.26      | 0.9959  
4446-2275-0002            | 7.2531       | 7.67       | 0.9450  
4446-2275-0008            | 4.3937       | 4.13       | 1.0638  
4446-2275-0014            | 1.9872       | 2.51       | 0.7917  
4446-2275-0011            | 2.9612       | 2.44       | 1.2161  
4446-2275-0010            | 4.1596       | 3.73       | 1.1137  
4446-2275-0015            | 2.9785       | 2.98       | 0.9995  
4446-2275-0013            | 3.7682       | 3.65       | 1.0324  
4446-2275-0018            | 1.9868       | 2.31       | 0.8582  
4446-2275-0017            | 3.1008       | 2.48       | 1.2528  
4446-2275-0007            | 8.8587       | 8.97       | 0.9870  
4446-2275-0020            | 2.9522       | 2.72       | 1.0854  
4446-2275-0012            | 5.8809       | 6.03       | 0.9761  
4446-2275-0024            | 2.1225       | 2.40       | 0.8862  
4446-2275-0022            | 3.1114       | 3.28       | 0.9486  
4446-2275-0025            | 2.2696       | 2.16       | 1.0507  
4446-2275-0019            | 5.1537       | 4.93       | 1.0454  
4446-2275-0016            | 7.0991       | 7.30       | 0.9725  
4446-2275-0023            | 4.2337       | 3.81       | 1.1127  
4446-2275-0021            | 5.2323       | 5.05       | 1.0361  
4446-2275-0027            | 3.0709       | 3.00       | 1.0253  
4446-2275-0030            | 1.9937       | 2.67       | 0.7481  
4446-2275-0031            | 2.9362       | 3.06       | 0.9611  
4446-2275-0032            | 2.6773       | 3.25       | 0.8251  
4446-2275-0028            | 4.2291       | 3.58       | 1.1830  
4446-2275-0034            | 2.8472       | 3.08       | 0.9244  
4446-2275-0026            | 6.0626       | 5.50       | 1.1033  
4446-2275-0036            | 2.8124       | 2.90       | 0.9681  
4446-2275-0035            | 3.9341       | 4.08       | 0.9654  
4446-2275-0039            | 1.8404       | 1.90       | 0.9686  
4446-2275-0037            | 2.4639       | 2.09       | 1.1789  
4446-2275-0029            | 6.3979       | 6.28       | 1.0188  
4446-2275-0038            | 4.0617       | 4.53       | 0.8966  
4446-2275-0033            | 6.4504       | 7.06       | 0.9137  
4446-2275-0045            | 2.7348       | 2.63       | 1.0379  
4446-2275-0044            | 2.9104       | 2.62       | 1.1129  
4446-2275-0041            | 5.1380       | 4.75       | 1.0805  
4446-2275-0042            | 5.1437       | 5.40       | 0.9525  
4446-2275-0040            | 7.3387       | 6.96       | 1.0537  
4446-2275-0043            | 6.3142       | 5.88       | 1.0738  
4992-41806-0004           | 4.7594       | 3.70       | 1.2863  
4992-41806-0005           | 3.9836       | 3.73       | 1.0680  
4992-41806-0010           | 2.2168       | 2.14       | 1.0359  
4992-41806-0001           | 8.7042       | 8.31       | 1.0474  
4992-41806-0009           | 5.6352       | 4.36       | 1.2940  
4992-41806-0003           | 11.3292      | 9.24       | 1.2261  
4992-41806-0000           | 15.8195      | 14.36      | 1.1016  
4992-41806-0006           | 11.7544      | 10.37      | 1.1335  
4992-41806-0011           | 8.5964       | 7.84       | 1.0965  
4992-41806-0012           | 8.3124       | 6.73       | 1.2351  
4992-41806-0013           | 5.9577       | 6.02       | 0.9897  
4992-41806-0007           | 13.7078      | 11.41      | 1.2009  
4992-41806-0008           | 13.6278      | 11.82      | 1.1529  
4992-41806-0002           | 19.0690      | 17.75      | 1.0746  
4992-23283-0001           | 2.8418       | 2.71       | 1.0486  
4992-23283-0002           | 2.8748       | 3.12       | 0.9214  
4992-23283-0000           | 7.4677       | 6.64       | 1.1238  
4992-23283-0003           | 6.5510       | 4.64       | 1.4103  
4992-23283-0006           | 4.7201       | 2.96       | 1.5919  
4992-41806-0015           | 13.5533      | 12.44      | 1.0895  
4992-23283-0007           | 4.0129       | 4.04       | 0.9921  
4992-41806-0014           | 16.5719      | 15.21      | 1.0895  
4992-23283-0004           | 9.9889       | 8.06       | 1.2393  
4992-41806-0017           | 12.5403      | 10.89      | 1.1510  
4992-23283-0008           | 5.3220       | 4.91       | 1.0839  
4992-41806-0016           | 16.3358      | 15.76      | 1.0365  
4992-23283-0011           | 4.0496       | 4.22       | 0.9585  
