nohup: ignoring input
------------------------------------------------------------------------------------------
ASR 首字延迟(TTFT) 纯净测试
并发数: 49 | 分片: 0.1s | 排除 BERT 干扰
5105-28241-0013.wav            | 1.7471     | WOULD NOT
5105-28240-0009.wav            | 1.3650     | SLIGHT
5105-28240-0000.wav            | 1.3272     | FA
5105-28240-0008.wav            | 1.3204     | A NAR
4077-13751-0012.wav            | 1.1011     | THE
5105-28240-0021.wav            | 1.2663     | BEFORE
5105-28240-0013.wav            | 1.3747     | NOTHING
5105-28240-0010.wav            | 1.3603     | CAPTA
5105-28240-0016.wav            | 1.3806     | TO
4077-13751-0021.wav            | 1.1414     | IT
4077-13751-0013.wav            | 1.3303     | THEIR
5105-28240-0006.wav            | 1.3503     | THE
5105-28240-0022.wav            | 1.4285     | IT WAS
5105-28233-0007.wav            | 1.8610     | BEN Z
5105-28240-0015.wav            | 1.4357     | FOR
4077-13751-0018.wav            | 1.3566     | AMER
5105-28240-0011.wav            | 1.4791     | I
5105-28240-0005.wav            | 1.5731     | HE RE
5105-28240-0012.wav            | 1.4455     | NEVER
5105-28240-0024.wav            | 1.4629     | DO
4077-13751-0008.wav            | 1.0318     | IT
4077-13751-0014.wav            | 1.0803     | MA
4077-13751-0016.wav            | 1.3634     | BE IT
5105-28240-0017.wav            | 1.6792     | SOME
4077-13751-0003.wav            | 1.3661     | IN PLACE
4077-13751-0005.wav            | 1.4635     | NEVERTH
5105-28240-0019.wav            | 1.7713     | MY YA
4077-13751-0004.wav            | 1.3361     | THE PRAC
4077-13751-0007.wav            | 1.0782     | THE
4077-13751-0010.wav            | 1.4025     | TO
4077-13754-0007.wav            | 1.0586     | WE
5105-28240-0007.wav            | 1.6585     | SERVAD
4077-13751-0015.wav            | 1.4059     | A
4077-13751-0011.wav            | 1.3649     | SOON
4077-13751-0019.wav            | 1.4486     | WHO
4077-13754-0005.wav            | 1.0189     | THEY
4077-13751-0002.wav            | 1.4484     | INSTE
4077-13751-0009.wav            | 1.3780     | THE
4077-13751-0006.wav            | 1.3637     | THEIR
4077-13754-0014.wav            | 1.1445     | THE
4077-13751-0017.wav            | 1.4162     | OH
5105-28240-0020.wav            | 1.8483     | THE COUNT
4077-13754-0003.wav            | 1.4214     | MOREO
4077-13754-0000.wav            | 1.2820     | THE AR
4077-13754-0011.wav            | 1.4329     | FEDERAL
4077-13751-0000.wav            | 1.5294     | ON THE
4077-13754-0001.wav            | 1.3922     | BUT A
4077-13754-0010.wav            | 1.3910     | IN
4970-29093-0021.wav            | 1.0749     | I
4077-13751-0020.wav            | 1.8819     | AS THE SA
4077-13754-0004.wav            | 1.3362     | ALREAD
4077-13751-0001.wav            | 1.5814     | ITS
4077-13754-0002.wav            | 1.4987     | IT WAS
4077-13754-0008.wav            | 1.6113     | IT HAS
4970-29093-0015.wav            | 1.2197     | YOU
4970-29093-0007.wav            | 1.4329     | IT IS
4077-13754-0016.wav            | 1.4603     | AND SO
4077-13754-0015.wav            | 1.5203     | THEN THE
4970-29093-0008.wav            | 1.4465     | HE
4077-13754-0013.wav            | 1.6160     | BEFORE
4077-13754-0009.wav            | 1.4604     | AT
4970-29093-0017.wav            | 1.4944     | I'VE BEEN
4970-29093-0019.wav            | 1.4616     | THE
4970-29093-0001.wav            | 1.5321     | TO THE
4970-29095-0026.wav            | 1.0639     | IF
4970-29093-0000.wav            | 1.1767     | YOU
4970-29093-0002.wav            | 1.3664     | HE HAS
4077-13754-0006.wav            | 1.6408     | WHAT
4970-29093-0012.wav            | 1.6584     | BUT PHILI
4077-13754-0012.wav            | 1.7389     | THIS
4970-29093-0011.wav            | 1.3967     | O
4970-29093-0018.wav            | 1.3519     | THE
4970-29093-0004.wav            | 1.3150     | HE WAS
4970-29095-0028.wav            | 1.3928     | HE
4970-29093-0005.wav            | 1.4134     | SOME
4970-29093-0014.wav            | 1.3871     | WELL
4970-29093-0013.wav            | 1.3959     | AND HE
4970-29095-0012.wav            | 1.3168     | AND
4970-29095-0033.wav            | 1.2880     | WHAT
4970-29095-0009.wav            | 1.3768     | MAR
4970-29093-0003.wav            | 1.5097     | THE MO
4970-29093-0010.wav            | 1.6259     | HE
4970-29093-0022.wav            | 1.4454     | HE
4970-29093-0009.wav            | 1.5454     | PHI
4970-29095-0036.wav            | 1.4165     | HAS
4970-29095-0037.wav            | 1.3385     | BUT
4970-29093-0020.wav            | 1.8500     | WHY
4970-29095-0020.wav            | 1.4698     | THERE
4970-29093-0006.wav            | 1.8571     | LAW
4970-29095-0024.wav            | 1.0367     | IT
4970-29093-0023.wav            | 1.8253     | HE WELL
4970-29095-0031.wav            | 1.4314     | HE
1580-141084-0025.wav           | 1.0061     | YOU
4970-29095-0032.wav            | 1.5176     | HAD
4970-29095-0006.wav            | 1.3910     | IS THY
4970-29095-0004.wav            | 1.5259     | I
4970-29095-0021.wav            | 1.4588     | BUT
4970-29095-0016.wav            | 1.5260     | RU
4970-29095-0003.wav            | 1.6867     | I
4970-29095-0027.wav            | 1.2921     | IT
4970-29095-0029.wav            | 1.5364     | IS HE
4970-29095-0013.wav            | 1.5080     | I
4970-29095-0034.wav            | 1.3819     | WHY
4970-29095-0017.wav            | 1.5288     | THE
4970-29095-0008.wav            | 1.5938     | MOTHER
4970-29095-0000.wav            | 1.5023     | SHE
4970-29095-0038.wav            | 1.4711     | RUTH
4970-29093-0016.wav            | 1.9835     | NO
4970-29095-0007.wav            | 1.3934     | I
1580-141084-0001.wav           | 1.1474     | HE
4970-29095-0023.wav            | 1.4727     | I
1580-141084-0040.wav           | 1.4633     | HE
4970-29095-0002.wav            | 1.8365     | WELL
1580-141084-0047.wav           | 1.1450     | I
4970-29095-0022.wav            | 1.7527     | IS THE
4970-29095-0025.wav            | 1.7019     | AND
1580-141084-0048.wav           | 1.2297     | IT
1580-141084-0021.wav           | 1.1030     | ON THE
1580-141084-0050.wav           | 1.2631     | IF
4970-29095-0015.wav            | 1.4578     | IF
1580-141084-0028.wav           | 1.3898     | THERE
4970-29095-0014.wav            | 1.6740     | WHERE THE
4970-29095-0011.wav            | 1.4042     | DOES
1580-141084-0011.wav           | 1.2737     | WHEN WE
4970-29095-0018.wav            | 1.4587     | RU
1580-141084-0035.wav           | 1.2148     | HE COULD
4970-29095-0005.wav            | 1.6438     | THY
4970-29095-0035.wav            | 1.4895     | AND IF
1580-141084-0038.wav           | 1.2284     | NO
4970-29095-0019.wav            | 1.5819     | AND
1580-141084-0016.wav           | 1.2454     | MY
4970-29095-0001.wav            | 1.5908     | SHE
4970-29095-0030.wav            | 1.6275     | FATHER
1580-141084-0017.wav           | 1.4049     | NO
1580-141084-0039.wav           | 1.3778     | I EN
1580-141084-0000.wav           | 1.4280     | IT WAS
1580-141084-0045.wav           | 0.9963     | SUDDEN
1580-141084-0002.wav           | 1.0285     | THE
1580-141084-0046.wav           | 1.0432     | HAVE
1580-141084-0037.wav           | 1.0441     | WHEN
1580-141084-0042.wav           | 1.6305     | A SUDDEN
1580-141084-0043.wav           | 1.1282     | HE
1580-141084-0024.wav           | 0.9752     | HE
1580-141084-0015.wav           | 1.3148     | HE
1580-141084-0012.wav           | 1.4072     | THE
1580-141084-0006.wav           | 1.0560     | YOU DON'T
1580-141084-0010.wav           | 1.0568     | I
1580-141084-0009.wav           | 1.0743     | IT
4970-29095-0010.wav            | 1.8793     | THEE
1580-141084-0014.wav           | 1.3539     | WHY
1580-141084-0041.wav           | 1.3596     | NO HARM
1580-141084-0013.wav           | 1.1886     | HE
1580-141083-0025.wav           | 0.9391     | THE MEN
1580-141084-0003.wav           | 1.2023     | NO
1580-141084-0029.wav           | 1.3531     | HIS TRO
1580-141084-0030.wav           | 1.3936     | JUST CLO
1580-141084-0020.wav           | 1.1389     | LOOK AT
1580-141084-0032.wav           | 1.4218     | FOR A
1580-141083-0033.wav           | 1.0536     | I
1580-141084-0034.wav           | 1.4148     | WELL WELL
1580-141084-0027.wav           | 1.3169     | NO
1580-141083-0020.wav           | 1.1490     | THEN HE
1580-141083-0045.wav           | 0.9971     | HE
1580-141084-0023.wav           | 1.4315     | IN A FEW
1580-141084-0036.wav           | 1.3677     | THE IN
1580-141084-0031.wav           | 1.1994     | WE
1580-141083-0011.wav           | 0.9975     | A
1580-141083-0037.wav           | 1.1026     | WHAT COULD
1580-141084-0018.wav           | 1.4294     | I THINK
1580-141084-0026.wav           | 1.1574     | IF
1580-141084-0007.wav           | 1.1688     | TO
1580-141083-0043.wav           | 1.0937     | THE
1580-141084-0008.wav           | 1.3627     | I CANNOT
1580-141083-0006.wav           | 1.0678     | THE
1580-141084-0049.wav           | 1.2320     | IT
1580-141083-0000.wav           | 1.2401     | I
1580-141084-0022.wav           | 1.4118     | AND
1580-141084-0005.wav           | 1.3744     | THAT
1580-141084-0044.wav           | 1.6033     | GLO
1580-141083-0046.wav           | 1.1835     | BUT
1580-141083-0042.wav           | 1.4369     | MY SCHOL
1580-141083-0016.wav           | 1.1610     | I WAS
1580-141083-0005.wav           | 1.0303     | I WAS
1580-141084-0004.wav           | 1.4877     | OF COURSE
1580-141084-0019.wav           | 1.5328     | YES
1580-141083-0007.wav           | 1.4779     | THE
1580-141084-0033.wav           | 1.7935     | COME COME
1580-141083-0019.wav           | 1.2373     | ABO
1580-141083-0030.wav           | 1.3809     | MISTER
1580-141083-0050.wav           | 1.2874     | I RE
1580-141083-0002.wav           | 1.2108     | MY
1580-141083-0051.wav           | 1.4034     | ONLY
1580-141083-0008.wav           | 1.1104     | THE PRO
1580-141083-0012.wav           | 1.1239     | NOT
1580-141083-0013.wav           | 1.0658     | ABO
1580-141083-0028.wav           | 1.1732     | THEN
1580-141083-0035.wav           | 1.3960     | HOLMES
1580-141083-0018.wav           | 1.0737     | NOW
1580-141083-0036.wav           | 1.3818     | HOLMES
1580-141083-0026.wav           | 1.4101     | AS
1580-141083-0024.wav           | 1.1280     | YOU
1580-141083-0044.wav           | 1.2969     | I DARE
1580-141083-0032.wav           | 1.4162     | WATS
1580-141083-0001.wav           | 1.0444     | I
1580-141083-0040.wav           | 1.3570     | ONE
1580-141083-0052.wav           | 1.2779     | O
1580-141083-0039.wav           | 1.4113     | AND
1580-141083-0022.wav           | 1.2284     | I AM
1580-141083-0021.wav           | 0.9998     | THERE IS
1580-141083-0038.wav           | 1.0723     | I
1580-141083-0003.wav           | 1.4263     | WITHOUT
4446-2273-0024.wav             | 1.0100     | BAR
1580-141083-0004.wav           | 1.4499     | I HAD
1580-141083-0010.wav           | 1.0964     | I GA
1580-141083-0053.wav           | 1.3391     | YOU HAVE
1580-141083-0027.wav           | 1.4439     | HOW LONG
1580-141083-0031.wav           | 1.4960     | HOLMES
4446-2273-0034.wav             | 1.0480     | HE
4446-2273-0008.wav             | 1.0272     | I'VE
4446-2273-0011.wav             | 0.9967     | THERE
1580-141083-0041.wav           | 1.3653     | LET US
1580-141083-0023.wav           | 1.4954     | ONE COULD
4446-2273-0025.wav             | 1.1097     | IT WAS
1580-141083-0009.wav           | 1.3477     | THE
1580-141083-0029.wav           | 1.3288     | HE WAS
1580-141083-0014.wav           | 1.3811     | TO THE
1580-141083-0048.wav           | 1.7004     | HOW CAME
4446-2273-0005.wav             | 1.1970     | I HAVE
4446-2273-0006.wav             | 1.0645     | THEY
4446-2273-0002.wav             | 1.1551     | LAM
4446-2273-0018.wav             | 1.0871     | DO
4446-2273-0016.wav             | 1.1354     | HER
4446-2273-0012.wav             | 1.3301     | THANK YOU
1580-141083-0034.wav           | 1.5969     | AS HO
1580-141083-0049.wav           | 1.5129     | ANY ONE
1580-141083-0015.wav           | 1.4882     | DID
4446-2273-0036.wav             | 1.3386     | ALEX
4446-2273-0019.wav             | 1.2503     | COME
4446-2273-0028.wav             | 1.3657     | NONS
4446-2273-0023.wav             | 1.4621     | THE STRA
4446-2273-0007.wav             | 1.0763     | THOSE
4446-2273-0010.wav             | 1.3372     | THERE WAS
4446-2273-0013.wav             | 1.0017     | HAVE YOU
1580-141083-0047.wav           | 1.5492     | DID YOU
4446-2273-0020.wav             | 1.0071     | I
4446-2273-0015.wav             | 1.3593     | DON'T
4446-2273-0009.wav             | 1.0288     | IT
4446-2273-0031.wav             | 1.2123     | THERE
4446-2273-0032.wav             | 1.3823     | HE STOOD
4446-2273-0004.wav             | 1.1381     | I SHOULD
4446-2273-0035.wav             | 1.1478     | BART
4446-2271-0023.wav             | 0.9994     | AFTER
1580-141083-0017.wav           | 1.8370     | SO IT
4446-2273-0003.wav             | 1.4893     | WHEN
4446-2273-0030.wav             | 1.4452     | ALEX
4446-2271-0010.wav             | 1.0930     | HE'S
4446-2273-0014.wav             | 1.1424     | THERE
4446-2273-0021.wav             | 1.4032     | WHAT SHE
4446-2273-0001.wav             | 1.3736     | THEY ASKED
4446-2271-0011.wav             | 1.0818     | SIR
4446-2273-0027.wav             | 1.1639     | WHEN
4446-2273-0022.wav             | 1.4085     | THEY WERE
4446-2271-0021.wav             | 1.1786     | SHE
4446-2273-0029.wav             | 1.1730     | IT'S
4446-2271-0002.wav             | 1.0837     | IT
4446-2273-0026.wav             | 1.2990     | HAVE I
4446-2275-0017.wav             | 0.7588     | BUT
4446-2271-0015.wav             | 1.1753     | A
4446-2271-0003.wav             | 1.1470     | IT
4446-2273-0000.wav             | 1.4097     | HILDA
4446-2271-0014.wav             | 1.1507     | WE
4446-2271-0007.wav             | 1.1045     | SHE
4446-2271-0008.wav             | 1.0430     | IRE
4446-2271-0001.wav             | 1.3310     | HE HAD
4446-2271-0018.wav             | 1.0661     | SHE
4446-2271-0013.wav             | 1.4068     | YOU KNOW
4446-2271-0022.wav             | 1.4385     | I'M
4446-2275-0019.wav             | 1.1056     | THE
4446-2275-0008.wav             | 0.9489     | WHEN
4446-2271-0004.wav             | 1.0869     | DO
4446-2271-0012.wav             | 1.1072     | I
4446-2275-0018.wav             | 1.0194     | I GET
4446-2275-0027.wav             | 1.1029     | HE
4446-2273-0033.wav             | 1.5092     | FOR
4446-2271-0006.wav             | 1.2070     | HE'S
4446-2271-0017.wav             | 1.3913     | ONE
4446-2273-0017.wav             | 1.5657     | HOW
4446-2275-0005.wav             | 1.1011     | I
4446-2271-0019.wav             | 1.3251     | AFTER
4446-2271-0016.wav             | 1.3212     | HE WAS
4446-2275-0003.wav             | 1.1848     | THE
4446-2275-0002.wav             | 1.0622     | A
4446-2275-0020.wav             | 1.3517     | IT WAS
4446-2275-0001.wav             | 1.1016     | SHE
4446-2275-0030.wav             | 1.0721     | YE
4446-2275-0026.wav             | 1.0246     | SHE
4446-2275-0024.wav             | 1.0401     | SHE
4446-2271-0005.wav             | 1.4165     | SHE SA
4446-2271-0000.wav             | 1.6262     | MAIN HALL
4446-2271-0009.wav             | 1.4194     | MAINHALL
4446-2271-0024.wav             | 1.4030     | I SHOULD
4446-2271-0020.wav             | 1.4365     | OF COURSE
4446-2275-0007.wav             | 1.0377     | SHE
4446-2275-0014.wav             | 1.0082     | I CAN
4446-2275-0022.wav             | 1.1421     | BUT
4446-2275-0006.wav             | 1.0116     | I THOUGHT
4446-2275-0037.wav             | 1.3098     | OH BAR
4446-2275-0011.wav             | 1.3275     | BART
4446-2275-0010.wav             | 1.3634     | ALEX
4446-2275-0036.wav             | 1.1081     | HE
4446-2275-0043.wav             | 1.2834     | BART
4446-2275-0033.wav             | 1.3704     | WHAT I
4446-2275-0004.wav             | 1.3389     | ALEX
4446-2275-0038.wav             | 1.0659     | I WILL
4446-2275-0039.wav             | 1.1459     | I
4446-2275-0028.wav             | 1.4296     | YES
4446-2275-0034.wav             | 1.1488     | KEEP
4446-2275-0045.wav             | 0.9875     | WE
4446-2275-0000.wav             | 1.0950     | THE
4446-2275-0023.wav             | 1.3653     | A
4446-2275-0015.wav             | 1.1318     | HE
4446-2275-0025.wav             | 1.3469     | WEREN'T YOU
4446-2275-0042.wav             | 1.2279     | AND THEN
4446-2275-0032.wav             | 1.0983     | BUT I
4446-2275-0029.wav             | 1.1234     | PLE
4446-2275-0021.wav             | 1.7225     | HILDA'S
4992-41806-0017.wav            | 1.3183     | WE
4992-41806-0006.wav            | 1.1886     | RA
4446-2275-0016.wav             | 1.3956     | HILD
4446-2275-0035.wav             | 1.3838     | ALEX
4446-2275-0031.wav             | 1.4996     | I
4446-2275-0041.wav             | 1.3749     | YOU SEE
4992-41806-0014.wav            | 1.2578     | THINK SA
4446-2275-0013.wav             | 1.3404     | I'LL
4992-23283-0011.wav            | 1.0335     | IF
4446-2275-0012.wav             | 1.2902     | SHE LOOKED
4446-2275-0009.wav             | 1.4695     | I GOT
4992-41806-0002.wav            | 1.3328     | THEY
4992-23283-0018.wav            | 1.0357     | TO
4446-2275-0040.wav             | 1.6008     | THE SIGHT
4992-23283-0016.wav            | 1.1005     | AGAIN
4992-23283-0015.wav            | 0.9874     | IS
4992-41806-0001.wav            | 1.3173     | TO
4992-23283-0019.wav            | 1.0682     | I
4992-41806-0009.wav            | 1.5241     | EXCLA
4992-41806-0012.wav            | 1.3862     | AT
4992-23283-0004.wav            | 1.0262     | AND
4446-2275-0044.wav             | 1.8880     | DON'T CRY
4992-23283-0020.wav            | 1.3732     | I HAVE
4992-41806-0003.wav            | 1.3487     | K
4992-23283-0002.wav            | 1.2683     | SAID
4992-41806-0004.wav            | 1.6536     | BURN
4992-41806-0000.wav            | 1.5498     | NA
4992-41806-0011.wav            | 1.4539     | MOTHER
4992-41806-0008.wav            | 1.6825     | OLIVE
4992-41806-0010.wav            | 1.6197     | AIN'
4992-41806-0015.wav            | 1.6097     | MISSUS
4992-41806-0013.wav            | 1.6385     | APPROA
4992-23283-0013.wav            | 1.4266     | MY
4992-23283-0006.wav            | 1.3454     | PERHAPS
4992-23283-0007.wav            | 1.3539     | TO
4992-23283-0000.wav            | 1.3810     | BUT
4992-23283-0017.wav            | 1.3591     | MISS
4992-23283-0008.wav            | 1.3495     | HE
4992-23283-0012.wav            | 1.3840     | INDE
4992-23283-0005.wav            | 1.3946     | NOT
4992-41806-0016.wav            | 1.7223     | THE FACE
4992-41806-0005.wav            | 1.7955     | NEXT
4992-23283-0010.wav            | 1.6207     | BUT
4992-41806-0007.wav            | 1.7446     | OLIVE
4992-41797-0002.wav            | 1.3002     | GRAND
4992-41797-0014.wav            | 1.3405     | WHEN
4992-23283-0009.wav            | 1.4277     | O
4992-41797-0015.wav            | 1.4859     | CYRIL
4992-41797-0007.wav            | 1.5027     | HE GA
4992-41797-0020.wav            | 1.4039     | NANCY
4992-23283-0014.wav            | 1.7738     | WHAT
4992-23283-0003.wav            | 1.6014     | SO
237-134500-0035.wav            | 1.0366     | AND
4992-41797-0021.wav            | 1.1082     | SHE
4992-41797-0013.wav            | 1.1689     | SHE
4992-41797-0004.wav            | 1.6057     | I
4992-41797-0016.wav            | 1.1041     | THEY
237-134500-0009.wav            | 1.0559     | I SUPP
4992-41797-0000.wav            | 1.6555     | YE
4992-41797-0012.wav            | 1.1490     | SHE
237-134500-0000.wav            | 1.3885     | FRANK
4992-23283-0001.wav            | 1.7248     | MISS MI
237-134500-0039.wav            | 1.0557     | THAT
237-134500-0029.wav            | 1.1281     | I DON'T
4992-41797-0022.wav            | 1.4935     | SHE'S OLD
4992-41797-0003.wav            | 1.6993     | MISTER
4992-41797-0011.wav            | 1.4731     | WHAT
237-134500-0023.wav            | 1.1750     | IT
237-134500-0011.wav            | 1.0052     | ARE
237-134500-0017.wav            | 1.0784     | IF I
237-134500-0007.wav            | 1.1039     | WE NEVER
237-134500-0005.wav            | 1.1056     | OH BUT
4992-41797-0009.wav            | 1.4048     | HEN
237-134500-0032.wav            | 1.1256     | I
4992-41797-0006.wav            | 1.5045     | HE
237-134500-0025.wav            | 1.4442     | O
237-134500-0037.wav            | 1.3325     | BUT
4992-41797-0008.wav            | 1.7882     | MISTER
237-134500-0022.wav            | 1.1492     | WHEN
237-134500-0012.wav            | 1.3903     | IN A FE
4992-41797-0017.wav            | 1.7740     | HE
237-134500-0016.wav            | 1.2637     | I DON'
4992-41797-0005.wav            | 1.6904     | DONE
237-134500-0018.wav            | 1.1174     | HE
237-134500-0041.wav            | 1.3085     | I
237-134500-0010.wav            | 1.0818     | IT'S
237-134500-0038.wav            | 0.9495     | AND
237-134500-0040.wav            | 1.0260     | I
237-134500-0006.wav            | 0.9483     | JUST
237-134500-0028.wav            | 1.0959     | I
4992-41797-0010.wav            | 1.6920     | ALWAYS
237-134500-0003.wav            | 1.3918     | THE ORCH
237-134500-0026.wav            | 1.3527     | SURELY
4992-41797-0001.wav            | 1.8281     | WELL
237-134500-0030.wav            | 1.0747     | I WANT
237-134500-0019.wav            | 1.4050     | HE DRO
237-134500-0020.wav            | 1.3506     | YE
237-134493-0007.wav            | 1.0565     | A
237-134500-0042.wav            | 1.0100     | THEN
237-134500-0024.wav            | 1.0599     | I
237-134500-0015.wav            | 1.3541     | THAT
237-134500-0004.wav            | 1.4291     | THAT
237-134500-0013.wav            | 1.3545     | MARI
4992-41797-0018.wav            | 2.0438     | THERE
237-134500-0008.wav            | 1.1564     | I SU
237-134493-0010.wav            | 0.9929     | I
237-134493-0012.wav            | 1.0414     | I
237-134500-0036.wav            | 1.3539     | I CAN
4992-41797-0019.wav            | 1.9959     | OLIVE'S
237-134500-0021.wav            | 1.3965     | O
237-134493-0005.wav            | 1.0162     | HE
237-134493-0002.wav            | 1.0780     | FROM
237-134500-0014.wav            | 1.5642     | AND A
237-134493-0013.wav            | 1.1568     | IN
237-134500-0002.wav            | 1.3835     | A BRIS
237-134493-0014.wav            | 1.1026     | THEY
237-134493-0006.wav            | 1.1250     | THAT
237-134500-0031.wav            | 1.3424     | SOMETIMES
237-134493-0009.wav            | 1.0004     | PLEASE
237-134493-0017.wav            | 1.3378     | ANY ONE
237-134500-0033.wav            | 1.4155     | I WISH
237-126133-0004.wav            | 1.0803     | IF
237-134493-0003.wav            | 1.3263     | FROM
237-134500-0027.wav            | 1.6866     | MARIE'S
237-134493-0016.wav            | 1.4124     | ON E
237-134493-0015.wav            | 1.4499     | THERE WAS
237-134493-0001.wav            | 1.3978     | HIS
237-126133-0020.wav            | 1.1070     | HOW
237-134500-0034.wav            | 1.4842     | THANK
237-126133-0021.wav            | 1.0551     | SHE
237-134493-0018.wav            | 1.3976     | THERE
237-134500-0001.wav            | 1.6620     | MARI
237-134493-0011.wav            | 1.5087     | HOW BROW
237-126133-0010.wav            | 1.0296     | O
237-134493-0004.wav            | 1.3232     | THE
237-126133-0006.wav            | 1.4037     | AT
237-126133-0007.wav            | 1.3989     | BUT
237-134493-0000.wav            | 1.3810     | IT
237-126133-0025.wav            | 1.1827     | AT
237-126133-0023.wav            | 1.3111     | HE
237-126133-0005.wav            | 1.1341     | OH
237-126133-0013.wav            | 1.3421     | I
237-134493-0008.wav            | 1.3750     | SHE GA
237-126133-0000.wav            | 1.0910     | HE
260-123288-0028.wav            | 1.0047     | WE
237-126133-0022.wav            | 1.3576     | I
260-123288-0018.wav            | 1.1043     | THE
237-126133-0024.wav            | 1.3116     | AND
237-126133-0015.wav            | 1.3436     | YE
237-126133-0002.wav            | 1.5114     | THEN
260-123288-0006.wav            | 1.3094     | THE
260-123288-0023.wav            | 1.1650     | HE
260-123288-0022.wav            | 1.1727     | THEY
237-126133-0014.wav            | 1.4658     | ASKED
260-123288-0021.wav            | 1.1665     | THE WA
237-126133-0008.wav            | 1.2993     | ASKED
237-126133-0001.wav            | 1.3933     | EVERY
237-126133-0009.wav            | 1.5278     | NOW
260-123288-0007.wav            | 1.0012     | THE
237-126133-0019.wav            | 1.5294     | DE
237-126133-0016.wav            | 1.4369     | OH
237-126133-0017.wav            | 1.6190     | THERE
260-123288-0009.wav            | 0.9851     | THOSE
260-123288-0017.wav            | 1.1438     | IS THE
260-123286-0005.wav            | 1.0421     | I AM
260-123288-0000.wav            | 1.3878     | THE ROAR
260-123288-0010.wav            | 1.3818     | ON THE
260-123288-0026.wav            | 1.3072     | WE SHALL
237-126133-0003.wav            | 1.4652     | SOME
260-123288-0002.wav            | 1.3773     | THE AT
260-123288-0003.wav            | 1.3068     | THE ELEC
260-123288-0001.wav            | 1.4075     | THE
260-123288-0016.wav            | 1.1350     | I RE
260-123288-0013.wav            | 1.3042     | THE PILED
237-126133-0012.wav            | 1.7870     | THERE THERE
260-123288-0012.wav            | 1.3301     | THAT WILL BE
260-123288-0024.wav            | 1.0794     | THE
260-123288-0005.wav            | 1.3403     | FROM TIME
260-123286-0027.wav            | 0.9637     | I
237-126133-0018.wav            | 1.6461     | DON'T
260-123288-0019.wav            | 1.2382     | AT
260-123288-0027.wav            | 1.2996     | A
260-123288-0008.wav            | 1.3374     | THERE'S
260-123288-0020.wav            | 1.3111     | EACH
237-126133-0011.wav            | 1.8533     | ISN'T
260-123286-0001.wav            | 0.9846     | THE
260-123288-0025.wav            | 1.5968     | HERE
260-123286-0012.wav            | 1.0310     | BUT
260-123286-0023.wav            | 1.0590     | THE RA
260-123288-0014.wav            | 1.3266     | HA
260-123288-0011.wav            | 1.3750     | BUT IF
260-123286-0008.wav            | 1.3970     | THEREFORE
260-123288-0015.wav            | 1.4590     | FROM
260-123286-0013.wav            | 1.1027     | THE
260-123286-0018.wav            | 1.3821     | I
260-123286-0020.wav            | 1.3713     | TU
260-123286-0006.wav            | 1.0908     | WE
260-123286-0004.wav            | 1.3719     | ONE
260-123286-0019.wav            | 1.2919     | I
260-123440-0013.wav            | 0.7888     | I
260-123440-0012.wav            | 0.9445     | IT
260-123286-0028.wav            | 1.3796     | IT
260-123286-0007.wav            | 1.3055     | HE CA
260-123288-0004.wav            | 1.6455     | THE A
260-123286-0011.wav            | 1.3694     | NOTHING
260-123286-0002.wav            | 1.7263     | ALL MY
260-123286-0014.wav            | 1.6331     | TRULY
260-123286-0029.wav            | 1.3305     | THOSE
260-123286-0022.wav            | 1.3434     | TWO
260-123440-0018.wav            | 1.1007     | I AM
260-123440-0003.wav            | 1.0952     | OH
260-123286-0000.wav            | 1.3412     | SAT
260-123440-0019.wav            | 1.1658     | CRIED
260-123440-0005.wav            | 1.1928     | AND YE
260-123440-0020.wav            | 1.0626     | WE
260-123440-0000.wav            | 1.0626     | AND
260-123286-0021.wav            | 1.5104     | DURING
260-123286-0003.wav            | 1.4412     | YOU
260-123286-0016.wav            | 1.8231     | THESE
260-123286-0025.wav            | 1.6423     | FLIGHT
260-123286-0026.wav            | 1.4279     | TWO MON
260-123286-0024.wav            | 1.4677     | THERE
260-123286-0015.wav            | 1.4072     | IT MUST
260-123286-0031.wav            | 1.3548     | AS
260-123440-0002.wav            | 1.1630     | IT
260-123440-0011.wav            | 1.2160     | NO
260-123286-0030.wav            | 1.4383     | SUDDEN
260-123286-0009.wav            | 1.4804     | I
260-123286-0017.wav            | 1.5179     | I
2094-142345-0044.wav           | 1.0741     | SAID
260-123440-0009.wav            | 1.4519     | I SHALL
2094-142345-0039.wav           | 1.0788     | I
2094-142345-0048.wav           | 1.0291     | SAID
2094-142345-0057.wav           | 1.0666     | I
260-123440-0007.wav            | 1.4747     | I
260-123440-0010.wav            | 1.4530     | HOW
260-123440-0008.wav            | 1.4094     | I'LL
260-123440-0006.wav            | 1.4009     | I WONDER
260-123440-0015.wav            | 1.3953     | I
260-123440-0016.wav            | 1.4718     | I SHALL
260-123440-0017.wav            | 1.3146     | THAT
260-123440-0004.wav            | 1.4159     | A
2094-142345-0020.wav           | 0.9928     | THAT'S
260-123286-0010.wav            | 1.5826     | SUND
2094-142345-0023.wav           | 1.0153     | YOU
2094-142345-0033.wav           | 1.3450     | WHEN SHE
260-123440-0014.wav            | 1.4216     | AND
2094-142345-0058.wav           | 0.9375     | BY
2094-142345-0019.wav           | 1.3389     | COMB
260-123440-0001.wav            | 1.5820     | POOR
2094-142345-0029.wav           | 1.0557     | DID
