nohup: ignoring input
------------------------------------------------------------
正在计算 RTF (模型: medium.en, Device: cuda)...
模型加载完成，开始遍历数据集...
------------------------------------------------------------
Filename                       | Audio(s) | Cost(s)  | RTF   
8463-294825-0012.wav           | 5.97     | 0.8420   | 0.1412
8463-294825-0001.wav           | 7.80     | 1.0573   | 0.1355
8463-294825-0016.wav           | 4.47     | 0.7133   | 0.1594
8463-294825-0004.wav           | 3.68     | 0.5669   | 0.1541
8463-294825-0019.wav           | 3.39     | 0.5822   | 0.1717
8463-294825-0013.wav           | 17.64    | 2.3016   | 0.1305
8463-294825-0009.wav           | 20.00    | 2.6577   | 0.1329
8463-294825-0000.wav           | 2.69     | 0.4550   | 0.1688
8463-294825-0017.wav           | 2.35     | 0.4377   | 0.1862
8463-294828-0036.wav           | 6.99     | 4.7768   | 0.6839
8463-294828-0001.wav           | 9.19     | 1.3087   | 0.1424
8463-294828-0007.wav           | 12.96    | 1.9082   | 0.1472
8463-294828-0028.wav           | 7.92     | 1.4447   | 0.1825
8463-294828-0026.wav           | 2.75     | 0.4737   | 0.1726
8463-294828-0030.wav           | 2.69     | 0.5046   | 0.1872
8463-294828-0010.wav           | 8.34     | 1.2030   | 0.1442
8463-294828-0032.wav           | 4.39     | 0.6879   | 0.1565
8463-294828-0029.wav           | 5.29     | 0.8307   | 0.1572
8463-294828-0034.wav           | 3.50     | 0.5792   | 0.1653
8463-294828-0020.wav           | 5.92     | 0.8929   | 0.1510
8463-294828-0017.wav           | 9.30     | 1.3458   | 0.1447
8463-294828-0004.wav           | 2.34     | 0.4578   | 0.1956
8463-294828-0000.wav           | 3.62     | 0.5465   | 0.1512
8463-294828-0027.wav           | 5.98     | 0.8253   | 0.1380
8463-294828-0021.wav           | 2.73     | 1.4318   | 0.5235
8463-294828-0002.wav           | 6.19     | 0.9590   | 0.1549
8463-294828-0035.wav           | 14.96    | 1.9685   | 0.1316
8463-294828-0019.wav           | 4.53     | 0.7305   | 0.1613
8463-294828-0018.wav           | 2.94     | 0.4585   | 0.1557
8463-294828-0037.wav           | 5.37     | 0.8218   | 0.1530
8463-294828-0008.wav           | 2.65     | 0.4664   | 0.1760
8463-294828-0011.wav           | 3.91     | 0.5990   | 0.1532
8463-294828-0033.wav           | 6.37     | 0.9373   | 0.1473
8463-294828-0009.wav           | 4.17     | 0.7019   | 0.1683
8463-294828-0013.wav           | 7.20     | 1.0698   | 0.1486
8463-294828-0006.wav           | 7.32     | 1.0738   | 0.1467
8463-294828-0014.wav           | 5.72     | 0.8141   | 0.1422
8463-294828-0038.wav           | 13.14    | 1.8169   | 0.1383
8463-294828-0003.wav           | 9.34     | 1.3191   | 0.1412
8463-294828-0024.wav           | 1.98     | 0.3533   | 0.1789
8463-294828-0016.wav           | 3.29     | 0.5653   | 0.1715
8463-294828-0015.wav           | 4.88     | 0.7808   | 0.1600
8463-294828-0023.wav           | 4.75     | 0.7418   | 0.1563
8463-294828-0025.wav           | 1.99     | 0.3579   | 0.1798
8463-294828-0005.wav           | 2.44     | 0.4680   | 0.1918
8463-294828-0012.wav           | 4.91     | 0.7252   | 0.1479
8463-294828-0022.wav           | 2.35     | 0.4614   | 0.1959
8463-294828-0031.wav           | 7.76     | 1.0677   | 0.1375
8230-279154-0004.wav           | 14.06    | 1.9297   | 0.1373
8230-279154-0009.wav           | 16.91    | 2.1877   | 0.1294
8230-279154-0037.wav           | 20.54    | 7.5202   | 0.3662
8230-279154-0000.wav           | 8.80     | 1.2215   | 0.1387
8230-279154-0025.wav           | 21.78    | 2.8299   | 0.1299
8230-279154-0016.wav           | 10.60    | 1.6014   | 0.1511
8230-279154-0033.wav           | 11.69    | 1.5524   | 0.1328
8230-279154-0034.wav           | 14.51    | 1.9310   | 0.1331
8230-279154-0031.wav           | 12.66    | 1.6418   | 0.1296
8230-279154-0028.wav           | 11.56    | 1.5727   | 0.1360
8230-279154-0010.wav           | 15.19    | 2.0472   | 0.1348
8230-279154-0022.wav           | 6.44     | 6.4077   | 0.9950
8230-279154-0008.wav           | 3.62     | 0.5817   | 0.1607
8230-279154-0032.wav           | 3.88     | 0.5898   | 0.1520
8230-279154-0023.wav           | 6.26     | 0.9859   | 0.1574
8230-279154-0040.wav           | 16.70    | 2.1785   | 0.1305
8230-279154-0024.wav           | 6.34     | 0.9280   | 0.1464
8230-279154-0011.wav           | 6.25     | 0.9133   | 0.1461
8230-279154-0001.wav           | 17.38    | 2.2819   | 0.1313
8230-279154-0041.wav           | 14.95    | 7.2940   | 0.4881
8230-279154-0030.wav           | 7.28     | 1.0579   | 0.1453
8230-279154-0015.wav           | 8.05     | 1.2277   | 0.1525
8230-279154-0035.wav           | 7.55     | 1.0891   | 0.1442
8230-279154-0006.wav           | 7.51     | 1.0981   | 0.1462
8230-279154-0021.wav           | 6.56     | 0.9525   | 0.1452
8230-279154-0019.wav           | 18.14    | 3.6983   | 0.2038
8230-279154-0036.wav           | 3.23     | 0.5782   | 0.1787
8230-279154-0014.wav           | 7.94     | 1.0631   | 0.1339
8230-279154-0005.wav           | 7.72     | 1.0973   | 0.1421
8230-279154-0013.wav           | 14.56    | 5.9679   | 0.4099
8230-279154-0029.wav           | 8.54     | 1.1999   | 0.1405
8230-279154-0012.wav           | 3.64     | 0.5706   | 0.1568
8230-279154-0039.wav           | 4.59     | 0.7429   | 0.1618
8230-279154-0038.wav           | 22.49    | 2.9928   | 0.1331
8230-279154-0026.wav           | 9.30     | 1.3406   | 0.1441
8230-279154-0027.wav           | 11.13    | 1.5959   | 0.1433
8230-279154-0017.wav           | 7.93     | 1.1098   | 0.1400
8230-279154-0018.wav           | 11.85    | 1.5392   | 0.1299
8230-279154-0002.wav           | 16.48    | 2.2159   | 0.1345
8230-279154-0042.wav           | 18.76    | 2.5656   | 0.1368
8230-279154-0003.wav           | 3.19     | 0.5802   | 0.1816
8230-279154-0007.wav           | 15.90    | 3.7317   | 0.2346
8230-279154-0020.wav           | 7.83     | 1.0949   | 0.1397
8230-279154-0043.wav           | 24.48    | 5.6809   | 0.2320
5105-28241-0017.wav            | 12.76    | 1.9115   | 0.1499
5105-28241-0006.wav            | 7.55     | 1.1050   | 0.1464
5105-28241-0014.wav            | 3.00     | 0.9496   | 0.3171
5105-28241-0018.wav            | 12.83    | 1.7708   | 0.1380
5105-28241-0003.wav            | 3.98     | 0.6297   | 0.1582
5105-28241-0012.wav            | 6.78     | 0.9677   | 0.1428
5105-28241-0001.wav            | 21.02    | 2.8809   | 0.1371
5105-28241-0019.wav            | 5.29     | 0.8415   | 0.1591
5105-28241-0010.wav            | 2.31     | 0.8730   | 0.3779
5105-28241-0011.wav            | 13.71    | 2.0227   | 0.1475
5105-28241-0007.wav            | 1.88     | 0.3731   | 0.1984
5105-28241-0002.wav            | 10.96    | 1.5157   | 0.1383
5105-28241-0000.wav            | 6.46     | 1.0150   | 0.1572
5105-28241-0008.wav            | 8.54     | 1.2145   | 0.1422
5105-28241-0004.wav            | 17.41    | 2.3698   | 0.1361
5105-28241-0005.wav            | 8.41     | 1.2041   | 0.1431
5105-28241-0015.wav            | 29.14    | 7.6884   | 0.2638
5105-28241-0016.wav            | 6.29     | 0.9958   | 0.1584
5105-28241-0009.wav            | 7.01     | 1.0565   | 0.1507
5105-28241-0013.wav            | 4.82     | 0.7282   | 0.1511
5105-28233-0004.wav            | 4.74     | 0.7344   | 0.1551
5105-28233-0009.wav            | 14.60    | 3.8755   | 0.2655
5105-28233-0010.wav            | 13.60    | 2.0218   | 0.1487
5105-28233-0006.wav            | 5.50     | 0.8691   | 0.1579
5105-28233-0005.wav            | 11.39    | 1.6524   | 0.1451
5105-28233-0001.wav            | 4.49     | 0.7236   | 0.1612
5105-28233-0007.wav            | 26.14    | 3.8351   | 0.1467
5105-28233-0000.wav            | 4.51     | 0.7186   | 0.1593
5105-28233-0008.wav            | 10.73    | 1.6276   | 0.1517
5105-28233-0002.wav            | 8.29     | 2.6951   | 0.3253
5105-28233-0003.wav            | 14.81    | 2.1208   | 0.1432
5105-28240-0003.wav            | 5.51     | 0.8693   | 0.1576
5105-28240-0000.wav            | 5.46     | 1.1808   | 0.2165
5105-28240-0002.wav            | 4.01     | 0.7367   | 0.1837
5105-28240-0005.wav            | 7.40     | 2.8814   | 0.3894
5105-28240-0015.wav            | 8.53     | 2.6913   | 0.3157
5105-28240-0014.wav            | 3.07     | 0.5944   | 0.1936
5105-28240-0019.wav            | 6.24     | 1.0053   | 0.1611
5105-28240-0004.wav            | 6.01     | 0.9786   | 0.1627
5105-28240-0013.wav            | 2.96     | 0.4679   | 0.1581
5105-28240-0010.wav            | 2.94     | 0.4792   | 0.1633
5105-28240-0018.wav            | 2.88     | 0.4753   | 0.1647
5105-28240-0017.wav            | 5.67     | 0.8402   | 0.1483
5105-28240-0016.wav            | 4.17     | 0.7044   | 0.1689
5105-28240-0023.wav            | 17.57    | 8.7771   | 0.4996
5105-28240-0011.wav            | 6.02     | 0.9630   | 0.1600
5105-28240-0009.wav            | 11.65    | 1.5981   | 0.1372
5105-28240-0020.wav            | 2.30     | 0.4664   | 0.2028
5105-28240-0006.wav            | 13.88    | 2.3333   | 0.1681
5105-28240-0022.wav            | 4.72     | 0.7240   | 0.1532
5105-28240-0001.wav            | 16.07    | 2.2816   | 0.1420
5105-28240-0021.wav            | 12.46    | 3.8838   | 0.3118
5105-28240-0008.wav            | 11.48    | 1.6594   | 0.1446
5105-28240-0024.wav            | 8.20     | 1.2686   | 0.1547
5105-28240-0012.wav            | 4.73     | 0.7324   | 0.1549
5105-28240-0007.wav            | 4.62     | 0.7261   | 0.1570
4077-13751-0012.wav            | 12.02    | 1.7999   | 0.1498
4077-13751-0013.wav            | 4.32     | 0.7334   | 0.1700
4077-13751-0021.wav            | 19.70    | 3.8923   | 0.1975
4077-13751-0016.wav            | 14.52    | 6.8773   | 0.4738
4077-13751-0010.wav            | 6.72     | 1.3092   | 0.1948
4077-13751-0019.wav            | 2.92     | 0.4720   | 0.1616
4077-13751-0003.wav            | 16.72    | 2.3285   | 0.1393
4077-13751-0005.wav            | 19.61    | 4.0793   | 0.2080
4077-13751-0015.wav            | 13.47    | 2.0016   | 0.1485
4077-13751-0020.wav            | 10.29    | 2.8343   | 0.2753
4077-13751-0018.wav            | 26.11    | 7.4719   | 0.2861
4077-13751-0002.wav            | 9.75     | 3.0716   | 0.3150
4077-13751-0011.wav            | 11.43    | 1.7719   | 0.1551
4077-13751-0004.wav            | 16.68    | 2.2399   | 0.1343
4077-13751-0009.wav            | 12.15    | 3.2505   | 0.2675
4077-13751-0017.wav            | 5.09     | 3.9282   | 0.7710
4077-13751-0006.wav            | 13.06    | 5.1674   | 0.3955
4077-13751-0000.wav            | 9.56     | 2.0504   | 0.2145
4077-13751-0008.wav            | 10.55    | 1.6801   | 0.1592
4077-13751-0014.wav            | 12.61    | 3.1055   | 0.2463
4077-13751-0001.wav            | 8.74     | 1.3843   | 0.1583
4077-13751-0007.wav            | 17.22    | 2.4012   | 0.1394
4077-13754-0007.wav            | 13.95    | 1.9215   | 0.1377
4077-13754-0003.wav            | 5.68     | 0.8636   | 0.1520
4077-13754-0011.wav            | 14.13    | 2.2807   | 0.1614
4077-13754-0012.wav            | 22.09    | 3.3641   | 0.1523
4077-13754-0013.wav            | 12.87    | 3.7679   | 0.2928
4077-13754-0005.wav            | 17.84    | 2.4334   | 0.1364
4077-13754-0001.wav            | 3.77     | 0.6838   | 0.1814
4077-13754-0008.wav            | 19.91    | 13.5696  | 0.6815
4077-13754-0006.wav            | 12.75    | 5.4883   | 0.4305
4077-13754-0002.wav            | 17.78    | 4.0774   | 0.2293
4077-13754-0014.wav            | 10.97    | 2.1708   | 0.1979
4077-13754-0010.wav            | 11.96    | 1.6380   | 0.1370
4077-13754-0016.wav            | 11.89    | 2.7955   | 0.2350
4077-13754-0000.wav            | 4.78     | 0.7317   | 0.1531
4077-13754-0015.wav            | 22.20    | 5.2757   | 0.2376
4077-13754-0009.wav            | 7.65     | 1.1416   | 0.1492
4077-13754-0004.wav            | 4.99     | 0.7286   | 0.1462
4970-29093-0001.wav            | 11.92    | 1.6833   | 0.1412
4970-29093-0017.wav            | 2.87     | 0.4703   | 0.1642
4970-29093-0007.wav            | 7.00     | 0.9532   | 0.1363
4970-29093-0020.wav            | 5.58     | 0.8420   | 0.1509
4970-29093-0012.wav            | 8.71     | 1.2185   | 0.1399
4970-29093-0008.wav            | 3.58     | 0.5855   | 0.1636
4970-29093-0019.wav            | 7.47     | 1.0979   | 0.1470
4970-29093-0015.wav            | 3.33     | 0.5881   | 0.1769
4970-29093-0010.wav            | 14.30    | 2.0113   | 0.1407
4970-29093-0021.wav            | 2.42     | 0.4859   | 0.2004
4970-29093-0006.wav            | 29.60    | 6.7043   | 0.2265
4970-29093-0011.wav            | 11.45    | 1.5697   | 0.1371
4970-29093-0018.wav            | 9.71     | 1.3253   | 0.1364
4970-29093-0023.wav            | 8.07     | 1.3943   | 0.1728
4970-29093-0003.wav            | 15.36    | 4.6313   | 0.3016
4970-29093-0009.wav            | 9.12     | 1.3216   | 0.1449
4970-29093-0005.wav            | 22.16    | 3.1162   | 0.1406
4970-29093-0013.wav            | 8.01     | 1.2204   | 0.1524
4970-29093-0016.wav            | 2.23     | 0.4767   | 0.2137
4970-29093-0002.wav            | 10.73    | 1.5010   | 0.1399
4970-29093-0014.wav            | 4.28     | 0.7457   | 0.1744
4970-29093-0004.wav            | 3.75     | 0.5866   | 0.1564
4970-29093-0022.wav            | 6.22     | 0.9757   | 0.1569
4970-29093-0000.wav            | 3.03     | 0.5967   | 0.1969
4970-29095-0009.wav            | 5.60     | 3.2074   | 0.5728
4970-29095-0028.wav            | 14.67    | 2.6924   | 0.1835
4970-29095-0012.wav            | 4.68     | 0.7383   | 0.1578
4970-29095-0020.wav            | 12.37    | 4.8992   | 0.3962
4970-29095-0036.wav            | 5.25     | 0.8628   | 0.1643
4970-29095-0026.wav            | 10.93    | 1.4994   | 0.1372
4970-29095-0003.wav            | 10.02    | 1.4527   | 0.1450
4970-29095-0033.wav            | 12.03    | 1.7230   | 0.1433
4970-29095-0032.wav            | 6.61     | 1.4360   | 0.2172
4970-29095-0037.wav            | 6.88     | 1.0563   | 0.1534
4970-29095-0029.wav            | 3.89     | 0.6085   | 0.1564
4970-29095-0031.wav            | 15.05    | 2.1025   | 0.1397
4970-29095-0008.wav            | 3.04     | 0.5719   | 0.1881
4970-29095-0002.wav            | 5.48     | 0.8325   | 0.1519
4970-29095-0021.wav            | 19.86    | 4.3293   | 0.2180
4970-29095-0004.wav            | 9.61     | 1.4970   | 0.1558
4970-29095-0000.wav            | 2.87     | 0.4619   | 0.1612
4970-29095-0022.wav            | 4.76     | 0.7502   | 0.1574
4970-29095-0016.wav            | 6.95     | 3.7482   | 0.5397
4970-29095-0025.wav            | 3.83     | 0.5677   | 0.1482
4970-29095-0038.wav            | 8.74     | 1.2160   | 0.1391
4970-29095-0017.wav            | 3.93     | 0.5939   | 0.1511
4970-29095-0013.wav            | 1.98     | 0.3391   | 0.1713
4970-29095-0014.wav            | 3.26     | 0.5694   | 0.1747
4970-29095-0005.wav            | 4.65     | 0.7062   | 0.1519
4970-29095-0006.wav            | 4.47     | 0.7254   | 0.1623
4970-29095-0007.wav            | 14.81    | 2.2695   | 0.1532
4970-29095-0034.wav            | 5.81     | 0.8374   | 0.1441
4970-29095-0030.wav            | 4.67     | 0.7118   | 0.1524
4970-29095-0023.wav            | 3.90     | 1.8388   | 0.4709
4970-29095-0027.wav            | 9.79     | 1.3733   | 0.1402
4970-29095-0015.wav            | 2.36     | 0.4626   | 0.1960
4970-29095-0024.wav            | 6.04     | 2.3612   | 0.3909
4970-29095-0019.wav            | 2.73     | 0.4900   | 0.1798
4970-29095-0018.wav            | 12.14    | 1.7056   | 0.1405
4970-29095-0035.wav            | 4.75     | 0.7832   | 0.1649
4970-29095-0010.wav            | 2.64     | 0.4358   | 0.1651
4970-29095-0011.wav            | 3.35     | 0.5917   | 0.1764
4970-29095-0001.wav            | 13.91    | 1.9384   | 0.1394
1580-141084-0040.wav           | 5.99     | 0.8397   | 0.1403
1580-141084-0025.wav           | 2.38     | 0.4954   | 0.2086
1580-141084-0028.wav           | 2.65     | 0.4843   | 0.1824
1580-141084-0042.wav           | 5.06     | 0.8751   | 0.1729
1580-141084-0001.wav           | 3.27     | 0.6171   | 0.1890
1580-141084-0048.wav           | 9.27     | 1.4246   | 0.1538
1580-141084-0050.wav           | 2.78     | 0.5127   | 0.1844
1580-141084-0017.wav           | 2.00     | 0.3621   | 0.1811
1580-141084-0039.wav           | 4.88     | 0.7513   | 0.1538
1580-141084-0047.wav           | 5.25     | 0.9039   | 0.1722
1580-141084-0035.wav           | 2.63     | 0.4900   | 0.1863
1580-141084-0038.wav           | 2.96     | 0.5083   | 0.1720
1580-141084-0016.wav           | 5.96     | 0.8823   | 0.1480
1580-141084-0021.wav           | 4.01     | 0.7494   | 0.1869
1580-141084-0011.wav           | 5.00     | 0.7955   | 0.1591
1580-141084-0000.wav           | 4.62     | 0.7527   | 0.1631
1580-141084-0012.wav           | 2.48     | 0.4920   | 0.1980
1580-141084-0041.wav           | 7.99     | 1.1711   | 0.1466
1580-141084-0030.wav           | 2.15     | 0.4791   | 0.2234
1580-141084-0029.wav           | 8.07     | 1.2861   | 0.1593
1580-141084-0014.wav           | 3.97     | 0.5270   | 0.1327
1580-141084-0015.wav           | 3.47     | 5.2959   | 1.5262
1580-141084-0023.wav           | 8.73     | 1.3490   | 0.1544
1580-141084-0002.wav           | 5.91     | 0.8525   | 0.1444
1580-141084-0045.wav           | 3.62     | 0.5928   | 0.1635
1580-141084-0043.wav           | 2.06     | 1.0925   | 0.5291
1580-141084-0034.wav           | 4.49     | 0.7298   | 0.1625
1580-141084-0037.wav           | 2.96     | 0.4680   | 0.1578
1580-141084-0046.wav           | 2.35     | 0.4771   | 0.2030
1580-141084-0033.wav           | 7.00     | 1.0062   | 0.1437
1580-141084-0018.wav           | 3.35     | 0.5757   | 0.1721
1580-141084-0044.wav           | 2.90     | 0.4505   | 0.1556
1580-141084-0013.wav           | 2.23     | 0.4723   | 0.2123
1580-141084-0032.wav           | 5.00     | 0.7104   | 0.1422
1580-141084-0036.wav           | 2.48     | 0.4649   | 0.1878
1580-141084-0008.wav           | 6.79     | 0.9898   | 0.1457
1580-141084-0020.wav           | 2.86     | 0.4740   | 0.1657
1580-141084-0003.wav           | 4.10     | 0.7081   | 0.1727
1580-141084-0022.wav           | 2.06     | 1.6821   | 0.8165
1580-141084-0031.wav           | 6.47     | 0.9873   | 0.1526
1580-141084-0024.wav           | 9.19     | 1.2381   | 0.1348
1580-141084-0027.wav           | 3.36     | 0.5956   | 0.1772
1580-141084-0006.wav           | 2.13     | 0.4694   | 0.2198
1580-141084-0005.wav           | 2.52     | 0.4568   | 0.1816
1580-141084-0009.wav           | 4.68     | 0.7249   | 0.1547
1580-141084-0026.wav           | 7.00     | 0.9943   | 0.1421
1580-141084-0007.wav           | 2.02     | 0.4493   | 0.2224
1580-141084-0049.wav           | 7.58     | 1.1091   | 0.1464
1580-141084-0010.wav           | 4.47     | 0.8098   | 0.1812
1580-141084-0019.wav           | 3.12     | 0.6971   | 0.2231
1580-141084-0004.wav           | 9.01     | 7.4834   | 0.8310
1580-141083-0000.wav           | 8.94     | 1.5483   | 0.1732
1580-141083-0025.wav           | 3.90     | 0.6850   | 0.1754
1580-141083-0037.wav           | 5.73     | 0.9666   | 0.1687
1580-141083-0020.wav           | 5.13     | 0.9620   | 0.1873
1580-141083-0007.wav           | 4.57     | 0.8430   | 0.1847
1580-141083-0043.wav           | 2.74     | 0.5446   | 0.1988
1580-141083-0033.wav           | 7.45     | 1.2682   | 0.1702
1580-141083-0011.wav           | 2.83     | 2.8343   | 1.0033
1580-141083-0030.wav           | 3.48     | 0.6811   | 0.1957
1580-141083-0006.wav           | 10.85    | 1.7309   | 0.1595
1580-141083-0042.wav           | 5.87     | 0.9683   | 0.1651
1580-141083-0045.wav           | 4.36     | 0.8067   | 0.1850
1580-141083-0051.wav           | 1.98     | 0.3990   | 0.2015
1580-141083-0035.wav           | 4.98     | 0.8197   | 0.1646
1580-141083-0016.wav           | 4.25     | 0.8134   | 0.1912
1580-141083-0036.wav           | 3.98     | 0.6887   | 0.1730
1580-141083-0019.wav           | 2.71     | 0.5323   | 0.1968
1580-141083-0046.wav           | 3.53     | 0.6636   | 0.1880
1580-141083-0050.wav           | 3.08     | 0.7221   | 0.2341
1580-141083-0005.wav           | 2.75     | 0.5336   | 0.1944
1580-141083-0031.wav           | 6.25     | 1.1016   | 0.1763
1580-141083-0004.wav           | 4.51     | 0.8125   | 0.1800
1580-141083-0026.wav           | 4.78     | 3.5141   | 0.7359
1580-141083-0028.wav           | 2.58     | 0.5324   | 0.2060
1580-141083-0003.wav           | 6.55     | 1.0948   | 0.1672
1580-141083-0048.wav           | 2.79     | 4.4370   | 1.5932
1580-141083-0012.wav           | 7.07     | 0.9578   | 0.1356
1580-141083-0002.wav           | 6.13     | 0.9660   | 0.1575
1580-141083-0044.wav           | 5.50     | 0.8502   | 0.1544
1580-141083-0008.wav           | 4.30     | 0.7342   | 0.1705
1580-141083-0027.wav           | 5.22     | 0.8772   | 0.1679
1580-141083-0023.wav           | 3.33     | 0.5892   | 0.1769
1580-141083-0039.wav           | 3.73     | 0.6926   | 0.1859
1580-141083-0052.wav           | 3.45     | 0.5997   | 0.1738
1580-141083-0034.wav           | 6.99     | 4.7402   | 0.6781
1580-141083-0013.wav           | 4.32     | 0.7336   | 0.1698
1580-141083-0040.wav           | 3.75     | 0.5914   | 0.1577
1580-141083-0053.wav           | 4.01     | 0.6977   | 0.1738
1580-141083-0018.wav           | 2.67     | 0.4918   | 0.1838
1580-141083-0032.wav           | 4.13     | 0.6962   | 0.1684
1580-141083-0017.wav           | 2.28     | 0.4652   | 0.2040
1580-141083-0041.wav           | 3.58     | 0.6063   | 0.1696
1580-141083-0014.wav           | 2.85     | 0.5184   | 0.1816
1580-141083-0009.wav           | 7.04     | 1.1105   | 0.1577
1580-141083-0049.wav           | 3.85     | 0.6732   | 0.1751
1580-141083-0029.wav           | 10.05    | 1.5165   | 0.1508
1580-141083-0022.wav           | 3.29     | 0.5898   | 0.1790
1580-141083-0015.wav           | 4.99     | 0.7367   | 0.1478
1580-141083-0024.wav           | 4.48     | 0.7458   | 0.1665
1580-141083-0047.wav           | 2.60     | 0.4669   | 0.1792
1580-141083-0001.wav           | 10.26    | 3.2137   | 0.3134
1580-141083-0038.wav           | 7.54     | 1.1032   | 0.1464
1580-141083-0021.wav           | 3.71     | 0.6062   | 0.1632
1580-141083-0010.wav           | 5.32     | 0.8910   | 0.1675
4446-2273-0034.wav             | 3.59     | 0.6163   | 0.1717
4446-2273-0005.wav             | 4.12     | 0.6675   | 0.1618
4446-2273-0023.wav             | 6.10     | 0.9350   | 0.1533
4446-2273-0008.wav             | 7.71     | 1.1150   | 0.1445
4446-2273-0025.wav             | 4.83     | 0.7543   | 0.1562
4446-2273-0024.wav             | 4.83     | 0.7503   | 0.1555
4446-2273-0002.wav             | 3.29     | 0.6003   | 0.1822
4446-2273-0003.wav             | 7.83     | 1.1191   | 0.1428
4446-2273-0010.wav             | 12.44    | 2.5900   | 0.2082
4446-2273-0032.wav             | 7.83     | 3.3103   | 0.4225
4446-2273-0016.wav             | 9.64     | 1.8904   | 0.1960
4446-2273-0019.wav             | 3.12     | 0.5080   | 0.1631
4446-2273-0028.wav             | 5.41     | 0.8929   | 0.1652
4446-2273-0015.wav             | 4.50     | 0.7213   | 0.1601
4446-2273-0018.wav             | 3.40     | 0.5931   | 0.1744
4446-2273-0030.wav             | 2.88     | 0.6327   | 0.2193
4446-2273-0012.wav             | 2.98     | 0.5055   | 0.1696
4446-2273-0011.wav             | 2.79     | 0.4894   | 0.1754
4446-2273-0036.wav             | 3.12     | 0.5748   | 0.1842
4446-2273-0006.wav             | 2.94     | 0.4879   | 0.1659
4446-2273-0007.wav             | 3.10     | 1.9260   | 0.6223
4446-2273-0021.wav             | 5.25     | 0.8801   | 0.1675
4446-2273-0031.wav             | 1.79     | 0.3464   | 0.1930
4446-2273-0001.wav             | 4.66     | 0.7354   | 0.1578
4446-2273-0035.wav             | 6.15     | 0.9954   | 0.1618
4446-2273-0004.wav             | 5.43     | 0.9885   | 0.1819
4446-2273-0013.wav             | 2.62     | 0.4848   | 0.1847
4446-2273-0020.wav             | 2.74     | 0.4753   | 0.1735
4446-2273-0026.wav             | 1.95     | 0.3796   | 0.1947
4446-2273-0022.wav             | 5.87     | 0.8611   | 0.1468
4446-2273-0014.wav             | 2.39     | 0.4719   | 0.1974
4446-2273-0033.wav             | 3.30     | 0.5863   | 0.1777
4446-2273-0027.wav             | 3.76     | 0.5905   | 0.1571
4446-2273-0029.wav             | 3.30     | 0.6014   | 0.1822
4446-2273-0000.wav             | 8.99     | 1.2446   | 0.1384
4446-2273-0009.wav             | 4.01     | 0.7345   | 0.1829
4446-2273-0017.wav             | 2.74     | 0.4930   | 0.1799
4446-2271-0010.wav             | 3.13     | 0.4929   | 0.1572
4446-2271-0000.wav             | 3.50     | 0.5793   | 0.1658
4446-2271-0013.wav             | 4.40     | 0.7404   | 0.1683
4446-2271-0021.wav             | 3.56     | 0.5939   | 0.1668
4446-2271-0011.wav             | 3.94     | 0.6005   | 0.1522
4446-2271-0022.wav             | 2.33     | 0.4631   | 0.1992
4446-2271-0023.wav             | 2.27     | 0.9805   | 0.4329
4446-2271-0015.wav             | 2.60     | 0.4577   | 0.1764
4446-2271-0001.wav             | 6.35     | 1.1485   | 0.1809
4446-2271-0017.wav             | 12.26    | 1.7781   | 0.1450
4446-2271-0002.wav             | 2.38     | 0.4372   | 0.1833
4446-2271-0003.wav             | 3.70     | 0.6184   | 0.1671
4446-2271-0016.wav             | 10.21    | 1.4701   | 0.1441
4446-2271-0020.wav             | 7.55     | 1.1505   | 0.1524
4446-2271-0014.wav             | 5.34     | 0.8374   | 0.1568
4446-2271-0024.wav             | 3.16     | 0.5941   | 0.1880
4446-2271-0007.wav             | 2.10     | 0.3607   | 0.1718
4446-2271-0006.wav             | 2.90     | 0.5087   | 0.1751
4446-2271-0009.wav             | 7.82     | 1.1541   | 0.1476
4446-2271-0019.wav             | 3.83     | 0.5669   | 0.1482
4446-2271-0005.wav             | 3.40     | 0.6018   | 0.1773
4446-2271-0018.wav             | 5.71     | 0.8522   | 0.1491
4446-2271-0012.wav             | 3.78     | 0.6298   | 0.1666
4446-2271-0008.wav             | 5.50     | 0.8710   | 0.1585
4446-2271-0004.wav             | 12.01    | 1.8352   | 0.1528
4446-2275-0003.wav             | 2.06     | 0.4611   | 0.2238
4446-2275-0027.wav             | 3.00     | 0.6427   | 0.2146
4446-2275-0021.wav             | 5.05     | 0.8306   | 0.1645
4446-2275-0020.wav             | 2.72     | 0.4733   | 0.1740
4446-2275-0005.wav             | 4.45     | 0.7391   | 0.1663
4446-2275-0019.wav             | 4.93     | 0.7550   | 0.1531
4446-2275-0018.wav             | 2.31     | 0.4680   | 0.2021
4446-2275-0001.wav             | 4.66     | 0.7331   | 0.1573
4446-2275-0011.wav             | 2.44     | 0.4629   | 0.1901
4446-2275-0037.wav             | 2.09     | 0.4741   | 0.2269
4446-2275-0017.wav             | 2.48     | 0.4766   | 0.1926
4446-2275-0030.wav             | 2.67     | 0.4930   | 0.1850
4446-2275-0028.wav             | 3.58     | 0.6151   | 0.1721
4446-2275-0010.wav             | 3.73     | 0.5922   | 0.1586
4446-2275-0002.wav             | 7.67     | 1.1298   | 0.1472
4446-2275-0026.wav             | 5.50     | 1.0008   | 0.1821
4446-2275-0022.wav             | 3.28     | 0.6085   | 0.1855
