nohup: ignoring input
-----------------------------------------------------------------
模式: 并行处理 (Threads=5)
正在加载模型 medium.en ...
模型加载完成。
-----------------------------------------------------------------
File ID                   | ProcTime(s)  | Audio(s)   | RTF     
8463-294828-0019          | 2.0051       | 4.53       | 0.4426  
8463-294828-0021          | 1.5610       | 2.73       | 0.5708  
8463-294828-0022          | 1.0315       | 2.35       | 0.4380  
8463-294828-0020          | 3.1066       | 5.92       | 0.5252  
8463-294828-0024          | 1.0749       | 1.98       | 0.5443  
8463-294828-0025          | 1.0848       | 1.99       | 0.5451  
8463-294828-0017          | 4.5417       | 9.30       | 0.4883  
8463-294828-0023          | 2.5641       | 4.75       | 0.5404  
8463-294828-0026          | 1.4419       | 2.75       | 0.5253  
8463-294828-0030          | 0.9627       | 2.69       | 0.3572  
8463-294828-0027          | 2.8910       | 5.98       | 0.4835  
8463-294828-0029          | 2.4010       | 5.29       | 0.4543  
8463-294828-0028          | 3.8429       | 7.92       | 0.4855  
8463-294828-0032          | 1.9126       | 4.39       | 0.4352  
8463-294828-0034          | 2.5005       | 3.50       | 0.7134  
8463-294828-0031          | 4.9127       | 7.76       | 0.6327  
8463-294828-0033          | 3.9669       | 6.37       | 0.6232  
8463-294828-0037          | 2.4523       | 5.37       | 0.4567  
8463-294828-0036          | 4.4808       | 6.99       | 0.6415  
8230-279154-0000          | 3.8466       | 8.80       | 0.4369  
8230-279154-0003          | 1.6175       | 3.19       | 0.5063  
8463-294828-0035          | 8.4701       | 14.96      | 0.5664  
8463-294828-0038          | 6.4305       | 13.14      | 0.4894  
8230-279154-0006          | 3.3622       | 7.51       | 0.4477  
8230-279154-0005          | 3.8150       | 7.72       | 0.4942  
8230-279154-0002          | 7.7910       | 16.48      | 0.4729  
8230-279154-0001          | 8.2817       | 17.38      | 0.4765  
8230-279154-0008          | 1.4959       | 3.62       | 0.4132  
8230-279154-0004          | 6.7763       | 14.06      | 0.4820  
8230-279154-0011          | 3.0181       | 6.25       | 0.4829  
8230-279154-0012          | 2.0103       | 3.64       | 0.5523  
8230-279154-0010          | 7.5947       | 15.19      | 0.5000  
8230-279154-0007          | 8.0421       | 15.90      | 0.5056  
8230-279154-0009          | 8.6405       | 16.91      | 0.5110  
8230-279154-0014          | 4.1266       | 7.94       | 0.5197  
8230-279154-0013          | 7.0382       | 14.56      | 0.4834  
8230-279154-0015          | 3.9615       | 8.05       | 0.4921  
8230-279154-0017          | 3.8603       | 7.93       | 0.4868  
8230-279154-0016          | 4.9215       | 10.60      | 0.4643  
8230-279154-0018          | 7.1030       | 11.85      | 0.5997  
8230-279154-0020          | 5.1363       | 7.83       | 0.6556  
8230-279154-0022          | 4.2046       | 6.44       | 0.6529  
8230-279154-0021          | 4.7253       | 6.56       | 0.7203  
8230-279154-0023          | 3.9807       | 6.26       | 0.6354  
8230-279154-0024          | 4.0296       | 6.34       | 0.6356  
8230-279154-0019          | 11.0865      | 18.14      | 0.6110  
8230-279154-0026          | 5.4202       | 9.30       | 0.5828  
8230-279154-0027          | 5.3372       | 11.13      | 0.4793  
8230-279154-0030          | 4.1528       | 7.28       | 0.5704  
8230-279154-0028          | 6.0679       | 11.56      | 0.5249  
8230-279154-0029          | 4.6119       | 8.54       | 0.5400  
8230-279154-0025          | 11.5019      | 21.78      | 0.5281  
8230-279154-0032          | 1.8925       | 3.88       | 0.4878  
8230-279154-0036          | 1.4114       | 3.23       | 0.4363  
8230-279154-0035          | 3.3673       | 7.55       | 0.4457  
8230-279154-0031          | 6.5167       | 12.66      | 0.5145  
8230-279154-0033          | 5.2560       | 11.69      | 0.4496  
8230-279154-0039          | 2.4216       | 4.59       | 0.5276  
8230-279154-0034          | 7.2083       | 14.51      | 0.4968  
8230-279154-0037          | 12.4683      | 20.54      | 0.6072  
8230-279154-0040          | 11.0250      | 16.70      | 0.6604  
8230-279154-0041          | 10.0002      | 14.95      | 0.6691  
8230-279154-0038          | 13.3752      | 22.49      | 0.5947  
5105-28241-0000           | 2.8588       | 6.46       | 0.4429  
8230-279154-0042          | 11.9278      | 18.76      | 0.6358  
5105-28241-0003           | 1.9940       | 3.98       | 0.5010  
5105-28241-0002           | 6.5256       | 10.96      | 0.5954  
5105-28241-0005           | 4.9964       | 8.41       | 0.5938  
5105-28241-0007           | 0.9537       | 1.88       | 0.5073  
5105-28241-0006           | 3.3624       | 7.55       | 0.4454  
8230-279154-0043          | 12.8596      | 24.48      | 0.5252  
5105-28241-0001           | 11.4292      | 21.02      | 0.5439  
5105-28241-0004           | 9.5014       | 17.41      | 0.5456  
5105-28241-0010           | 0.9479       | 2.31       | 0.4103  
5105-28241-0008           | 3.9548       | 8.54       | 0.4631  
5105-28241-0009           | 3.4817       | 7.01       | 0.4967  
5105-28241-0013           | 2.4279       | 4.82       | 0.5037  
5105-28241-0012           | 4.4246       | 6.78       | 0.6531  
5105-28241-0014           | 2.4755       | 3.00       | 0.8265  
5105-28241-0016           | 4.0689       | 6.29       | 0.6474  
5105-28241-0011           | 7.4544       | 13.71      | 0.5437  
5105-28241-0019           | 4.5275       | 5.29       | 0.8559  
5105-28233-0000           | 4.5851       | 4.51       | 1.0167  
5105-28241-0018           | 8.1241       | 12.83      | 0.6332  
5105-28241-0017           | 8.5677       | 12.76      | 0.6717  
5105-28233-0001           | 2.4997       | 4.49       | 0.5567  
5105-28233-0004           | 2.4873       | 4.74       | 0.5253  
5105-28233-0002           | 3.9263       | 8.29       | 0.4739  
5105-28233-0006           | 3.4926       | 5.50       | 0.6344  
5105-28233-0005           | 6.4695       | 11.39      | 0.5680  
5105-28233-0003           | 8.4295       | 14.81      | 0.5692  
5105-28241-0015           | 18.5341      | 29.14      | 0.6360  
5105-28240-0000           | 2.4415       | 5.46       | 0.4476  
5105-28233-0008           | 5.3939       | 10.73      | 0.5027  
5105-28240-0002           | 4.0249       | 4.01       | 1.0037  
5105-28233-0010           | 8.4862       | 13.60      | 0.6242  
5105-28233-0009           | 9.4688       | 14.60      | 0.6488  
5105-28240-0003           | 2.6517       | 5.51       | 0.4808  
5105-28233-0007           | 16.0382      | 26.14      | 0.6136  
5105-28240-0004           | 3.0707       | 6.01       | 0.5105  
5105-28240-0005           | 3.5479       | 7.40       | 0.4795  
5105-28240-0001           | 10.0966      | 16.07      | 0.6285  
5105-28240-0007           | 2.4515       | 4.62       | 0.5300  
5105-28240-0010           | 1.4663       | 2.94       | 0.4996  
5105-28240-0011           | 2.9410       | 6.02       | 0.4885  
5105-28240-0012           | 2.4355       | 4.73       | 0.5149  
5105-28240-0006           | 6.8202       | 13.88      | 0.4914  
5105-28240-0008           | 5.3493       | 11.48      | 0.4660  
5105-28240-0013           | 1.4559       | 2.96       | 0.4918  
5105-28240-0014           | 1.4547       | 3.07       | 0.4738  
5105-28240-0009           | 5.8479       | 11.65      | 0.5020  
5105-28240-0016           | 1.9487       | 4.17       | 0.4673  
5105-28240-0018           | 1.4515       | 2.88       | 0.5031  
5105-28240-0020           | 2.0336       | 2.30       | 0.8842  
5105-28240-0017           | 3.4678       | 5.67       | 0.6121  
5105-28240-0015           | 5.4583       | 8.53       | 0.6403  
5105-28240-0019           | 3.9816       | 6.24       | 0.6381  
5105-28240-0022           | 2.4458       | 4.72       | 0.5176  
5105-28240-0024           | 3.9294       | 8.20       | 0.4792  
5105-28240-0021           | 6.9524       | 12.46      | 0.5582  
4077-13751-0000           | 4.4201       | 9.56       | 0.4624  
4077-13751-0001           | 4.3927       | 8.74       | 0.5023  
5105-28240-0023           | 8.3011       | 17.57      | 0.4725  
4077-13751-0002           | 5.7929       | 9.75       | 0.5941  
4077-13751-0003           | 9.2713       | 16.72      | 0.5545  
4077-13751-0004           | 9.2749       | 16.68      | 0.5560  
4077-13751-0006           | 7.3744       | 13.06      | 0.5644  
4077-13751-0005           | 10.2622      | 19.61      | 0.5233  
4077-13751-0010           | 3.4659       | 6.72       | 0.5158  
4077-13751-0007           | 8.4253       | 17.22      | 0.4893  
4077-13751-0008           | 5.9092       | 10.55      | 0.5598  
4077-13751-0009           | 6.8821       | 12.15      | 0.5664  
4077-13751-0013           | 2.9126       | 4.32       | 0.6750  
4077-13751-0011           | 7.0718       | 11.43      | 0.6190  
4077-13751-0012           | 8.1137       | 12.02      | 0.6753  
4077-13751-0017           | 4.5736       | 5.09       | 0.8977  
4077-13751-0014           | 8.6235       | 12.61      | 0.6839  
4077-13751-0019           | 1.4213       | 2.92       | 0.4867  
4077-13751-0015           | 9.1605       | 13.47      | 0.6798  
4077-13751-0016           | 9.1855       | 14.52      | 0.6328  
4077-13754-0001           | 1.9120       | 3.77       | 0.5072  
4077-13754-0000           | 2.4090       | 4.78       | 0.5040  
4077-13751-0020           | 4.8588       | 10.29      | 0.4720  
4077-13754-0003           | 2.9718       | 5.68       | 0.5232  
4077-13754-0004           | 2.5139       | 4.99       | 0.5043  
4077-13751-0021           | 12.0529      | 19.70      | 0.6117  
4077-13751-0018           | 15.9150      | 26.11      | 0.6094  
4077-13754-0002           | 13.0693      | 17.78      | 0.7351  
4077-13754-0006           | 10.6578      | 12.75      | 0.8359  
4077-13754-0005           | 12.6868      | 17.84      | 0.7111  
4077-13754-0009           | 3.9785       | 7.65       | 0.5201  
4077-13754-0007           | 8.9386       | 13.95      | 0.6408  
4077-13754-0010           | 6.0075       | 11.96      | 0.5025  
4077-13754-0008           | 13.1218      | 19.91      | 0.6591  
4077-13754-0011           | 7.9561       | 14.13      | 0.5631  
4077-13754-0013           | 7.5409       | 12.87      | 0.5859  
4077-13754-0014           | 6.4413       | 10.97      | 0.5872  
4970-29093-0000           | 2.5171       | 3.03       | 0.8307  
4077-13754-0012           | 12.9235      | 22.09      | 0.5849  
4077-13754-0016           | 6.8281       | 11.89      | 0.5740  
4970-29093-0004           | 2.7263       | 3.75       | 0.7270  
4970-29093-0002           | 6.0562       | 10.73      | 0.5644  
4970-29093-0001           | 7.5699       | 11.92      | 0.6351  
4077-13754-0015           | 12.9943      | 22.20      | 0.5852  
4970-29093-0008           | 1.4677       | 3.58       | 0.4100  
4970-29093-0007           | 4.4190       | 7.00       | 0.6317  
4970-29093-0003           | 9.0684       | 15.36      | 0.5906  
4970-29093-0009           | 5.4912       | 9.12       | 0.6021  
4970-29093-0011           | 6.4304       | 11.45      | 0.5616  
4970-29093-0005           | 12.7645      | 22.16      | 0.5760  
4970-29093-0010           | 7.8757       | 14.30      | 0.5507  
4970-29093-0012           | 4.3019       | 8.71       | 0.4939  
4970-29093-0014           | 2.3710       | 4.28       | 0.5546  
4970-29093-0015           | 2.3570       | 3.33       | 0.7089  
4970-29093-0016           | 1.3879       | 2.23       | 0.6224  
4970-29093-0013           | 4.2897       | 8.01       | 0.5355  
4970-29093-0017           | 1.4534       | 2.87       | 0.5073  
4970-29093-0006           | 16.5781      | 29.60      | 0.5601  
4970-29093-0021           | 0.9651       | 2.42       | 0.3980  
4970-29093-0019           | 3.3861       | 7.47       | 0.4533  
4970-29093-0020           | 2.4284       | 5.58       | 0.4352  
4970-29093-0022           | 2.9154       | 6.22       | 0.4687  
4970-29093-0018           | 4.8412       | 9.71       | 0.4983  
4970-29095-0000           | 1.4354       | 2.87       | 0.5010  
4970-29093-0023           | 3.8032       | 8.07       | 0.4713  
4970-29095-0002           | 2.3376       | 5.48       | 0.4266  
4970-29095-0005           | 2.5722       | 4.65       | 0.5532  
4970-29095-0006           | 2.1184       | 4.47       | 0.4739  
4970-29095-0003           | 4.9351       | 10.02      | 0.4925  
4970-29095-0004           | 5.0365       | 9.61       | 0.5241  
4970-29095-0001           | 6.8976       | 13.91      | 0.4959  
4970-29095-0008           | 1.4889       | 3.04       | 0.4898  
4970-29095-0010           | 1.3932       | 2.64       | 0.5277  
4970-29095-0011           | 1.4475       | 3.35       | 0.4314  
4970-29095-0009           | 2.4549       | 5.60       | 0.4384  
4970-29095-0013           | 0.9640       | 1.98       | 0.4869  
4970-29095-0012           | 1.8926       | 4.68       | 0.4044  
4970-29095-0015           | 0.9775       | 2.36       | 0.4142  
4970-29095-0014           | 1.4400       | 3.26       | 0.4417  
4970-29095-0017           | 2.0120       | 3.93       | 0.5120  
4970-29095-0019           | 1.4897       | 2.73       | 0.5467  
4970-29095-0016           | 3.4346       | 6.95       | 0.4945  
4970-29095-0007           | 7.3345       | 14.81      | 0.4952  
4970-29095-0023           | 3.0659       | 3.90       | 0.7851  
4970-29095-0022           | 3.5435       | 4.76       | 0.7437  
4970-29095-0018           | 6.9958       | 12.14      | 0.5763  
4970-29095-0025           | 1.9619       | 3.83       | 0.5122  
4970-29095-0020           | 6.9377       | 12.37      | 0.5611  
4970-29095-0024           | 2.9259       | 6.04       | 0.4844  
4970-29095-0029           | 1.9969       | 3.89       | 0.5133  
4970-29095-0021           | 9.9181       | 19.86      | 0.4994  
4970-29095-0026           | 5.3935       | 10.93      | 0.4935  
4970-29095-0027           | 4.9293       | 9.79       | 0.5032  
4970-29095-0030           | 2.4602       | 4.67       | 0.5268  
4970-29095-0028           | 7.3742       | 14.67      | 0.5027  
4970-29095-0032           | 4.5081       | 6.61       | 0.6820  
4970-29095-0034           | 4.0023       | 5.81       | 0.6889  
4970-29095-0035           | 3.0509       | 4.75       | 0.6423  
4970-29095-0036           | 2.4407       | 5.25       | 0.4649  
4970-29095-0033           | 6.4407       | 12.03      | 0.5356  
4970-29095-0031           | 8.4357       | 15.05      | 0.5605  
4970-29095-0037           | 3.4305       | 6.88       | 0.4983  
1580-141084-0001          | 1.4721       | 3.27       | 0.4509  
1580-141084-0000          | 1.9473       | 4.62       | 0.4219  
1580-141084-0005          | 0.9981       | 2.52       | 0.3969  
1580-141084-0003          | 1.9697       | 4.10       | 0.4804  
1580-141084-0002          | 2.9913       | 5.91       | 0.5066  
4970-29095-0038           | 4.4742       | 8.74       | 0.5119  
1580-141084-0006          | 1.0399       | 2.13       | 0.4871  
1580-141084-0007          | 1.0880       | 2.02       | 0.5386  
1580-141084-0010          | 2.0828       | 4.47       | 0.4660  
1580-141084-0004          | 4.5979       | 9.01       | 0.5106  
1580-141084-0009          | 2.5551       | 4.68       | 0.5454  
1580-141084-0011          | 2.5026       | 5.00       | 0.5005  
1580-141084-0013          | 0.9789       | 2.23       | 0.4400  
1580-141084-0008          | 3.5414       | 6.79       | 0.5212  
1580-141084-0012          | 1.9518       | 2.48       | 0.7854  
1580-141084-0017          | 1.4967       | 2.00       | 0.7484  
1580-141084-0015          | 1.9678       | 3.47       | 0.5671  
1580-141084-0014          | 2.4497       | 3.97       | 0.6171  
1580-141084-0018          | 1.4589       | 3.35       | 0.4361  
1580-141084-0019          | 1.4474       | 3.12       | 0.4632  
1580-141084-0020          | 1.4566       | 2.86       | 0.5093  
1580-141084-0022          | 0.9737       | 2.06       | 0.4727  
1580-141084-0016          | 3.4080       | 5.96       | 0.5718  
1580-141084-0021          | 1.9296       | 4.01       | 0.4812  
1580-141084-0025          | 2.5363       | 2.38       | 1.0679  
1580-141084-0027          | 2.5444       | 3.36       | 0.7573  
1580-141084-0028          | 0.9657       | 2.65       | 0.3637  
1580-141084-0030          | 1.0051       | 2.15       | 0.4686  
1580-141084-0026          | 4.5195       | 7.00       | 0.6461  
1580-141084-0023          | 5.4764       | 8.73       | 0.6270  
1580-141084-0024          | 5.9524       | 9.19       | 0.6481  
1580-141084-0029          | 3.9560       | 8.07       | 0.4899  
1580-141084-0032          | 2.4582       | 5.00       | 0.4921  
1580-141084-0031          | 2.9670       | 6.47       | 0.4586  
1580-141084-0034          | 2.0106       | 4.49       | 0.4478  
1580-141084-0035          | 1.5123       | 2.63       | 0.5750  
1580-141084-0036          | 1.5110       | 2.48       | 0.6105  
1580-141084-0033          | 3.4813       | 7.00       | 0.4973  
1580-141084-0037          | 1.4780       | 2.96       | 0.4985  
1580-141084-0038          | 1.4544       | 2.96       | 0.4922  
1580-141084-0043          | 1.0690       | 2.06       | 0.5177  
1580-141084-0039          | 2.4948       | 4.88       | 0.5107  
1580-141084-0042          | 2.4960       | 5.06       | 0.4933  
1580-141084-0040          | 2.9574       | 5.99       | 0.4941  
1580-141084-0044          | 1.4390       | 2.90       | 0.4971  
1580-141084-0041          | 3.9858       | 7.99       | 0.4988  
1580-141084-0045          | 1.9711       | 3.62       | 0.5438  
1580-141084-0046          | 1.5883       | 2.35       | 0.6759  
1580-141084-0047          | 2.6313       | 5.25       | 0.5012  
1580-141084-0050          | 1.6091       | 2.78       | 0.5788  
1580-141084-0049          | 3.6215       | 7.58       | 0.4781  
1580-141084-0048          | 4.6429       | 9.27       | 0.5011  
1580-141083-0000          | 4.0520       | 8.94       | 0.4532  
1580-141083-0002          | 3.0135       | 6.13       | 0.4912  
1580-141083-0004          | 1.9921       | 4.51       | 0.4412  
1580-141083-0005          | 1.4613       | 2.75       | 0.5323  
1580-141083-0001          | 4.9707       | 10.26      | 0.4847  
1580-141083-0003          | 2.9521       | 6.55       | 0.4507  
1580-141083-0007          | 1.9733       | 4.57       | 0.4323  
1580-141083-0008          | 2.1870       | 4.30       | 0.5080  
1580-141083-0010          | 2.7586       | 5.32       | 0.5185  
1580-141083-0011          | 1.7307       | 2.83       | 0.6127  
1580-141083-0009          | 3.7676       | 7.04       | 0.5352  
1580-141083-0006          | 5.7145       | 10.85      | 0.5267  
1580-141083-0014          | 1.4953       | 2.85       | 0.5238  
1580-141083-0013          | 1.9899       | 4.32       | 0.4606  
1580-141083-0012          | 3.5342       | 7.07       | 0.5002  
1580-141083-0017          | 1.0051       | 2.28       | 0.4408  
1580-141083-0016          | 1.9782       | 4.25       | 0.4649  
1580-141083-0015          | 2.4562       | 4.99       | 0.4927  
1580-141083-0018          | 1.4795       | 2.67       | 0.5531  
1580-141083-0019          | 1.4737       | 2.71       | 0.5448  
1580-141083-0022          | 1.4948       | 3.29       | 0.4537  
1580-141083-0023          | 1.4987       | 3.33       | 0.4501  
1580-141083-0020          | 2.4774       | 5.13       | 0.4825  
1580-141083-0021          | 1.9732       | 3.71       | 0.5311  
1580-141083-0024          | 2.0435       | 4.48       | 0.4561  
1580-141083-0028          | 1.5654       | 2.58       | 0.6056  
1580-141083-0025          | 2.0433       | 3.90       | 0.5233  
1580-141083-0026          | 2.5287       | 4.78       | 0.5296  
1580-141083-0027          | 2.5283       | 5.22       | 0.4839  
1580-141083-0030          | 1.9511       | 3.48       | 0.5607  
1580-141083-0032          | 1.9315       | 4.13       | 0.4671  
1580-141083-0031          | 2.9338       | 6.25       | 0.4694  
1580-141083-0029          | 4.9481       | 10.05      | 0.4921  
1580-141083-0033          | 5.0249       | 7.45       | 0.6745  
1580-141083-0036          | 3.0630       | 3.98       | 0.7696  
1580-141083-0035          | 3.5850       | 4.98       | 0.7199  
1580-141083-0034          | 4.5305       | 6.99       | 0.6481  
1580-141083-0037          | 3.5817       | 5.73       | 0.6251  
1580-141083-0041          | 1.5244       | 3.58       | 0.4264  
1580-141083-0039          | 1.9989       | 3.73       | 0.5366  
1580-141083-0040          | 1.9864       | 3.75       | 0.5297  
1580-141083-0038          | 3.4575       | 7.54       | 0.4589  
1580-141083-0043          | 1.4391       | 2.74       | 0.5252  
1580-141083-0045          | 1.9658       | 4.36       | 0.4509  
1580-141083-0042          | 2.9452       | 5.87       | 0.5022  
1580-141083-0044          | 2.4596       | 5.50       | 0.4468  
1580-141083-0046          | 1.4857       | 3.53       | 0.4209  
1580-141083-0047          | 1.4828       | 2.60       | 0.5692  
1580-141083-0048          | 1.4991       | 2.79       | 0.5383  
1580-141083-0051          | 1.0015       | 1.98       | 0.5058  
1580-141083-0050          | 1.4935       | 3.08       | 0.4841  
1580-141083-0049          | 1.9567       | 3.85       | 0.5089  
1580-141083-0052          | 1.9761       | 3.45       | 0.5728  
1580-141083-0053          | 2.9083       | 4.01       | 0.7244  
4446-2273-0002            | 2.4513       | 3.29       | 0.7439  
4446-2273-0001            | 3.4447       | 4.66       | 0.7392  
4446-2273-0005            | 2.0881       | 4.12       | 0.5062  
4446-2273-0006            | 1.5647       | 2.94       | 0.5322  
4446-2273-0004            | 2.5930       | 5.43       | 0.4771  
4446-2273-0000            | 5.4937       | 8.99       | 0.6108  
4446-2273-0003            | 5.0314       | 7.83       | 0.6422  
4446-2273-0007            | 1.4575       | 3.10       | 0.4709  
4446-2273-0009            | 1.9731       | 4.01       | 0.4914  
4446-2273-0011            | 1.4864       | 2.79       | 0.5328  
4446-2273-0012            | 1.5365       | 2.98       | 0.5156  
4446-2273-0013            | 1.5033       | 2.62       | 0.5727  
4446-2273-0014            | 1.5271       | 2.39       | 0.6390  
4446-2273-0008            | 3.9881       | 7.71       | 0.5169  
4446-2273-0017            | 1.4651       | 2.74       | 0.5347  
4446-2273-0015            | 2.4553       | 4.50       | 0.5450  
4446-2273-0018            | 1.9416       | 3.40       | 0.5711  
4446-2273-0010            | 6.4774       | 12.44      | 0.5207  
4446-2273-0019            | 1.5012       | 3.12       | 0.4819  
4446-2273-0020            | 1.5011       | 2.74       | 0.5479  
4446-2273-0021            | 2.5375       | 5.25       | 0.4829  
4446-2273-0016            | 4.9895       | 9.64       | 0.5173  
4446-2273-0024            | 2.5192       | 4.83       | 0.5221  
4446-2273-0026            | 1.0181       | 1.95       | 0.5221  
4446-2273-0022            | 3.0060       | 5.87       | 0.5125  
4446-2273-0023            | 2.9984       | 6.10       | 0.4915  
4446-2273-0025            | 2.4796       | 4.83       | 0.5134  
4446-2273-0029            | 1.4719       | 3.30       | 0.4460  
4446-2273-0030            | 1.4692       | 2.88       | 0.5093  
4446-2273-0027            | 1.9535       | 3.76       | 0.5196  
4446-2273-0031            | 1.0103       | 1.79       | 0.5628  
4446-2273-0028            | 3.0096       | 5.41       | 0.5568  
4446-2273-0033            | 1.5702       | 3.30       | 0.4758  
4446-2273-0034            | 1.5879       | 3.59       | 0.4423  
4446-2273-0036            | 1.4721       | 3.12       | 0.4718  
4446-2271-0000            | 1.9433       | 3.50       | 0.5560  
4446-2273-0035            | 2.9692       | 6.15       | 0.4828  
4446-2273-0032            | 3.9827       | 7.83       | 0.5083  
4446-2271-0002            | 1.4580       | 2.38       | 0.6113  
4446-2271-0001            | 2.8979       | 6.35       | 0.4564  
4446-2271-0003            | 1.9704       | 3.70       | 0.5325  
4446-2271-0007            | 1.0066       | 2.10       | 0.4793  
4446-2271-0006            | 1.4839       | 2.90       | 0.5108  
4446-2271-0005            | 1.9693       | 3.40       | 0.5801  
4446-2271-0010            | 1.9595       | 3.13       | 0.6250  
4446-2271-0011            | 1.9592       | 3.94       | 0.4966  
4446-2271-0008            | 2.9761       | 5.50       | 0.5416  
4446-2271-0009            | 3.9775       | 7.82       | 0.5086  
4446-2271-0004            | 5.9557       | 12.01      | 0.4959  
4446-2271-0012            | 2.0119       | 3.78       | 0.5323  
4446-2271-0013            | 2.4819       | 4.40       | 0.5641  
4446-2271-0015            | 1.4490       | 2.60       | 0.5584  
4446-2271-0014            | 3.0321       | 5.34       | 0.5678  
4446-2271-0019            | 2.0439       | 3.83       | 0.5344  
4446-2271-0018            | 3.0409       | 5.71       | 0.5321  
4446-2271-0022            | 0.9582       | 2.33       | 0.4121  
4446-2271-0016            | 4.9425       | 10.21      | 0.4843  
4446-2271-0021            | 1.8877       | 3.56       | 0.5303  
4446-2271-0023            | 0.9335       | 2.27       | 0.4121  
4446-2271-0020            | 3.9200       | 7.55       | 0.5192  
4446-2271-0017            | 5.9735       | 12.26      | 0.4872  
4446-2271-0024            | 1.5080       | 3.16       | 0.4772  
4446-2275-0003            | 0.9748       | 2.06       | 0.4732  
4446-2275-0004            | 0.9781       | 2.11       | 0.4636  
4446-2275-0001            | 2.5359       | 4.66       | 0.5442  
4446-2275-0000            | 3.5088       | 6.34       | 0.5534  
4446-2275-0002            | 3.4761       | 7.67       | 0.4529  
4446-2275-0006            | 2.0063       | 3.54       | 0.5667  
4446-2275-0005            | 2.4776       | 4.45       | 0.5574  
4446-2275-0009            | 0.9799       | 2.09       | 0.4689  
4446-2275-0008            | 2.0112       | 4.13       | 0.4870  
4446-2275-0011            | 1.4879       | 2.44       | 0.6110  
4446-2275-0010            | 1.9529       | 3.73       | 0.5229  
4446-2275-0014            | 0.9836       | 2.51       | 0.3919  
4446-2275-0007            | 4.4807       | 8.97       | 0.4992  
4446-2275-0013            | 1.9676       | 3.65       | 0.5391  
4446-2275-0015            | 1.4802       | 2.98       | 0.4967  
4446-2275-0012            | 2.9381       | 6.03       | 0.4877  
4446-2275-0018            | 0.9555       | 2.31       | 0.4127  
4446-2275-0017            | 1.3902       | 2.48       | 0.5617  
4446-2275-0020            | 1.4434       | 2.72       | 0.5307  
4446-2275-0019            | 2.4228       | 4.93       | 0.4914  
4446-2275-0016            | 3.3840       | 7.30       | 0.4636  
4446-2275-0022            | 1.4843       | 3.28       | 0.4525  
4446-2275-0021            | 2.4551       | 5.05       | 0.4862  
4446-2275-0024            | 1.0017       | 2.40       | 0.4182  
4446-2275-0025            | 1.0107       | 2.16       | 0.4679  
4446-2275-0023            | 1.9892       | 3.81       | 0.5228  
4446-2275-0030            | 1.0370       | 2.67       | 0.3891  
4446-2275-0027            | 1.5297       | 3.00       | 0.5108  
4446-2275-0028            | 2.0233       | 3.58       | 0.5660  
4446-2275-0026            | 3.1116       | 5.50       | 0.5663  
4446-2275-0031            | 1.5311       | 3.06       | 0.5012  
4446-2275-0032            | 1.5356       | 3.25       | 0.4732  
4446-2275-0029            | 3.0667       | 6.28       | 0.4883  
4446-2275-0034            | 1.4459       | 3.08       | 0.4695  
4446-2275-0037            | 1.0134       | 2.09       | 0.4849  
4446-2275-0036            | 1.5205       | 2.90       | 0.5234  
4446-2275-0035            | 2.0153       | 4.08       | 0.4945  
4446-2275-0039            | 1.0080       | 1.90       | 0.5305  
4446-2275-0033            | 3.5377       | 7.06       | 0.5011  
4446-2275-0038            | 2.0068       | 4.53       | 0.4430  
4446-2275-0044            | 1.9455       | 2.62       | 0.7440  
4446-2275-0041            | 2.9021       | 4.75       | 0.6103  
4446-2275-0042            | 2.8939       | 5.40       | 0.5359  
4446-2275-0040            | 3.9373       | 6.96       | 0.5653  
4446-2275-0043            | 3.4172       | 5.88       | 0.5812  
4446-2275-0045            | 1.4704       | 2.63       | 0.5580  
4992-41806-0004           | 1.9670       | 3.70       | 0.5316  
4992-41806-0001           | 3.9684       | 8.31       | 0.4776  
4992-41806-0005           | 3.1431       | 3.73       | 0.8427  
4992-41806-0003           | 5.5739       | 9.24       | 0.6032  
4992-41806-0000           | 8.0468       | 14.36      | 0.5604  
4992-41806-0009           | 1.9387       | 4.36       | 0.4452  
4992-41806-0002           | 9.4463       | 17.75      | 0.5323  
4992-41806-0006           | 6.0206       | 10.37      | 0.5806  
4992-41806-0010           | 0.9614       | 2.14       | 0.4493  
4992-41806-0007           | 5.8013       | 11.41      | 0.5082  
4992-41806-0008           | 5.8121       | 11.82      | 0.4917  
4992-41806-0011           | 3.3360       | 7.84       | 0.4255  
4992-41806-0012           | 3.3273       | 6.73       | 0.4944  
4992-41806-0013           | 2.8531       | 6.02       | 0.4739  
4992-23283-0000           | 4.0181       | 6.64       | 0.6047  
4992-23283-0001           | 1.4226       | 2.71       | 0.5250  
4992-41806-0015           | 6.8680       | 12.44      | 0.5521  
4992-41806-0017           | 6.3948       | 10.89      | 0.5869  
4992-41806-0014           | 8.2924       | 15.21      | 0.5452  
4992-23283-0002           | 1.4318       | 3.12       | 0.4589  
4992-41806-0016           | 8.2833       | 15.76      | 0.5256  
4992-23283-0003           | 2.3438       | 4.64       | 0.5046  
4992-23283-0006           | 1.4077       | 2.96       | 0.4748  
4992-23283-0007           | 1.9103       | 4.04       | 0.4723  
4992-23283-0004           | 3.8266       | 8.06       | 0.4748  
4992-23283-0008           | 2.3938       | 4.91       | 0.4875  
4992-23283-0011           | 1.9425       | 4.22       | 0.4598  
