nohup: ignoring input
----------------------------------------------------------------------
Sherpa-onnx 并行 TTFT 测试
并发数 (Threads): 49
计算公式: TTFT = (Chunks * 0.1s) + Parse_Time
模型加载完成。
----------------------------------------------------------------------
正在扫描文件列表: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean ...
共找到 2620 个音频文件。开始并行处理...
文件名                                      | 分片数    | 计算耗时(s)      | TTFT(s)   
4077-13751-0006.wav                      | 11     | 0.3444       | 1.4444    
4077-13751-0004.wav                      | 11     | 0.2947       | 1.3947    
4077-13754-0006.wav                      | 11     | 0.2578       | 1.3578    
4077-13754-0013.wav                      | 11     | 0.3345       | 1.4345    
4077-13754-0001.wav                      | 11     | 0.2586       | 1.3586    
4077-13751-0009.wav                      | 11     | 0.3151       | 1.4151    
4077-13751-0020.wav                      | 14     | 0.3175       | 1.7175    
4077-13754-0003.wav                      | 11     | 0.3465       | 1.4465    
5105-28240-0007.wav                      | 14     | 0.3172       | 1.7172    
4077-13754-0004.wav                      | 11     | 0.2087       | 1.3087    
4077-13754-0016.wav                      | 11     | 0.2463       | 1.3463    
4970-29093-0015.wav                      | 8      | 0.1816       | 0.9816    
4077-13754-0008.wav                      | 11     | 0.2947       | 1.3947    
4970-29093-0019.wav                      | 11     | 0.2034       | 1.3034    
4077-13754-0009.wav                      | 11     | 0.3324       | 1.4324    
4077-13754-0015.wav                      | 11     | 0.2656       | 1.3656    
4077-13754-0010.wav                      | 11     | 0.2702       | 1.3702    
4970-29093-0017.wav                      | 11     | 0.2446       | 1.3446    
4970-29093-0021.wav                      | 8      | 0.3015       | 1.1015    
4970-29093-0018.wav                      | 11     | 0.1341       | 1.2341    
4970-29093-0010.wav                      | 11     | 0.3345       | 1.4345    
4970-29093-0007.wav                      | 11     | 0.2669       | 1.3669    
4970-29093-0011.wav                      | 11     | 0.2829       | 1.3829    
4970-29093-0008.wav                      | 11     | 0.2999       | 1.3999    
4970-29093-0001.wav                      | 11     | 0.2312       | 1.3312    
4970-29093-0002.wav                      | 11     | 0.2690       | 1.3690    
4077-13754-0012.wav                      | 14     | 0.1691       | 1.5691    
4970-29093-0005.wav                      | 11     | 0.1653       | 1.2653    
4970-29093-0003.wav                      | 11     | 0.2797       | 1.3797    
4077-13754-0000.wav                      | 11     | 0.3481       | 1.4481    
4970-29093-0013.wav                      | 11     | 0.1648       | 1.2648    
4970-29093-0000.wav                      | 8      | 0.2906       | 1.0906    
4970-29095-0026.wav                      | 8      | 0.3082       | 1.1082    
4970-29093-0014.wav                      | 11     | 0.0877       | 1.1877    
4970-29093-0012.wav                      | 14     | 0.2442       | 1.6442    
4970-29093-0022.wav                      | 11     | 0.2069       | 1.3069    
4970-29095-0029.wav                      | 11     | 0.1773       | 1.2773    
4970-29095-0033.wav                      | 11     | 0.2383       | 1.3383    
4970-29095-0036.wav                      | 11     | 0.1805       | 1.2805    
4970-29093-0020.wav                      | 14     | 0.2954       | 1.6954    
4970-29095-0028.wav                      | 11     | 0.2932       | 1.3932    
4970-29095-0012.wav                      | 11     | 0.2311       | 1.3311    
4970-29093-0023.wav                      | 14     | 0.2929       | 1.6929    
4970-29093-0004.wav                      | 11     | 0.2388       | 1.3388    
4970-29093-0009.wav                      | 11     | 0.3380       | 1.4380    
4970-29095-0003.wav                      | 11     | 0.2227       | 1.3227    
4970-29093-0006.wav                      | 14     | 0.3252       | 1.7252    
4970-29095-0009.wav                      | 11     | 0.2620       | 1.3620    
4970-29095-0032.wav                      | 11     | 0.3062       | 1.4062    
4970-29095-0008.wav                      | 11     | 0.2405       | 1.3405    
4970-29095-0031.wav                      | 11     | 0.2988       | 1.3988    
4970-29095-0037.wav                      | 11     | 0.2398       | 1.3398    
4970-29095-0020.wav                      | 11     | 0.3596       | 1.4596    
4970-29095-0017.wav                      | 11     | 0.1566       | 1.2566    
4970-29095-0000.wav                      | 11     | 0.2875       | 1.3875    
4970-29095-0021.wav                      | 11     | 0.3174       | 1.4174    
4970-29095-0016.wav                      | 11     | 0.3072       | 1.4072    
4970-29095-0027.wav                      | 8      | 0.3203       | 1.1203    
4970-29095-0004.wav                      | 11     | 0.3044       | 1.4044    
4970-29095-0038.wav                      | 11     | 0.3212       | 1.4212    
4970-29095-0007.wav                      | 11     | 0.1759       | 1.2759    
1580-141084-0025.wav                     | 8      | 0.2812       | 1.0812    
4970-29093-0016.wav                      | 14     | 0.2886       | 1.6886    
4970-29095-0024.wav                      | 8      | 0.2380       | 1.0380    
1580-141084-0016.wav                     | 8      | 0.2641       | 1.0641    
4970-29095-0022.wav                      | 14     | 0.2842       | 1.6842    
4970-29095-0025.wav                      | 14     | 0.2415       | 1.6415    
1580-141084-0040.wav                     | 11     | 0.1794       | 1.2794    
4970-29095-0013.wav                      | 11     | 0.2960       | 1.3960    
4970-29095-0002.wav                      | 14     | 0.2354       | 1.6354    
1580-141084-0001.wav                     | 8      | 0.2260       | 1.0260    
4970-29095-0023.wav                      | 11     | 0.2214       | 1.3214    
4970-29095-0006.wav                      | 11     | 0.3221       | 1.4221    
4970-29095-0011.wav                      | 11     | 0.2153       | 1.3153    
4970-29095-0034.wav                      | 11     | 0.2464       | 1.3464    
4970-29095-0015.wav                      | 11     | 0.2267       | 1.3267    
1580-141084-0050.wav                     | 8      | 0.3201       | 1.1201    
1580-141084-0038.wav                     | 8      | 0.3580       | 1.1580    
1580-141084-0047.wav                     | 8      | 0.2783       | 1.0783    
1580-141084-0048.wav                     | 8      | 0.2891       | 1.0891    
1580-141084-0035.wav                     | 8      | 0.3000       | 1.1000    
4970-29095-0035.wav                      | 11     | 0.2115       | 1.3115    
1580-141084-0021.wav                     | 8      | 0.2637       | 1.0637    
4970-29095-0014.wav                      | 14     | 0.3092       | 1.7092    
4970-29095-0018.wav                      | 11     | 0.3397       | 1.4397    
1580-141084-0002.wav                     | 8      | 0.2563       | 1.0563    
1580-141084-0028.wav                     | 11     | 0.2067       | 1.3067    
4970-29095-0030.wav                      | 14     | 0.2662       | 1.6662    
1580-141084-0017.wav                     | 11     | 0.2269       | 1.3269    
4970-29095-0005.wav                      | 14     | 0.3018       | 1.7018    
4970-29095-0019.wav                      | 14     | 0.2427       | 1.6427    
1580-141084-0013.wav                     | 8      | 0.1843       | 0.9843    
1580-141084-0039.wav                     | 11     | 0.2037       | 1.3037    
4970-29095-0001.wav                      | 11     | 0.3630       | 1.4630    
1580-141084-0000.wav                     | 11     | 0.3114       | 1.4114    
1580-141084-0011.wav                     | 11     | 0.2724       | 1.3724    
1580-141084-0042.wav                     | 11     | 0.2996       | 1.3996    
1580-141084-0045.wav                     | 8      | 0.2075       | 1.0075    
1580-141084-0041.wav                     | 11     | 0.1955       | 1.2955    
1580-141084-0043.wav                     | 8      | 0.3385       | 1.1385    
1580-141084-0029.wav                     | 11     | 0.2360       | 1.3360    
1580-141084-0037.wav                     | 8      | 0.3027       | 1.1027    
1580-141084-0049.wav                     | 8      | 0.2439       | 1.0439    
1580-141084-0012.wav                     | 11     | 0.3001       | 1.4001    
1580-141084-0014.wav                     | 11     | 0.2021       | 1.3021    
1580-141084-0009.wav                     | 8      | 0.1905       | 0.9905    
1580-141084-0046.wav                     | 8      | 0.3685       | 1.1685    
1580-141084-0030.wav                     | 11     | 0.1990       | 1.2990    
1580-141084-0015.wav                     | 11     | 0.2411       | 1.3411    
1580-141084-0018.wav                     | 11     | 0.1800       | 1.2800    
4970-29095-0010.wav                      | 17     | 0.1705       | 1.8705    
1580-141084-0006.wav                     | 8      | 0.2980       | 1.0980    
1580-141084-0034.wav                     | 11     | 0.2696       | 1.3696    
1580-141084-0020.wav                     | 8      | 0.2099       | 1.0099    
1580-141083-0025.wav                     | 8      | 0.2491       | 1.0491    
1580-141084-0026.wav                     | 8      | 0.2727       | 1.0727    
1580-141084-0024.wav                     | 8      | 0.3006       | 1.1006    
1580-141083-0000.wav                     | 8      | 0.2209       | 1.0209    
1580-141084-0036.wav                     | 11     | 0.2242       | 1.3242    
1580-141083-0006.wav                     | 8      | 0.1652       | 0.9652    
1580-141084-0023.wav                     | 11     | 0.3283       | 1.4283    
1580-141084-0031.wav                     | 8      | 0.3735       | 1.1735    
1580-141084-0010.wav                     | 8      | 0.2602       | 1.0602    
1580-141084-0007.wav                     | 8      | 0.2978       | 1.0978    
1580-141084-0044.wav                     | 11     | 0.2425       | 1.3425    
1580-141084-0008.wav                     | 11     | 0.2659       | 1.3659    
1580-141084-0022.wav                     | 11     | 0.2727       | 1.3727    
1580-141083-0020.wav                     | 8      | 0.3017       | 1.1017    
1580-141083-0011.wav                     | 8      | 0.2334       | 1.0334    
1580-141083-0037.wav                     | 8      | 0.2192       | 1.0192    
1580-141084-0032.wav                     | 11     | 0.2866       | 1.3866    
1580-141084-0005.wav                     | 11     | 0.2457       | 1.3457    
1580-141084-0004.wav                     | 11     | 0.2203       | 1.3203    
1580-141084-0033.wav                     | 14     | 0.1847       | 1.5847    
1580-141083-0019.wav                     | 8      | 0.2555       | 1.0555    
1580-141083-0007.wav                     | 11     | 0.2416       | 1.3416    
1580-141083-0033.wav                     | 8      | 0.2851       | 1.0851    
1580-141084-0027.wav                     | 11     | 0.2749       | 1.3749    
1580-141083-0035.wav                     | 11     | 0.1496       | 1.2496    
1580-141083-0043.wav                     | 11     | 0.1942       | 1.2942    
1580-141083-0046.wav                     | 8      | 0.2149       | 1.0149    
1580-141083-0016.wav                     | 8      | 0.2715       | 1.0715    
1580-141084-0003.wav                     | 11     | 0.2758       | 1.3758    
1580-141083-0005.wav                     | 8      | 0.2116       | 1.0116    
1580-141083-0051.wav                     | 11     | 0.1576       | 1.2576    
1580-141084-0019.wav                     | 11     | 0.2230       | 1.3230    
1580-141083-0045.wav                     | 8      | 0.3106       | 1.1106    
1580-141083-0030.wav                     | 11     | 0.2124       | 1.3124    
1580-141083-0028.wav                     | 8      | 0.2486       | 1.0486    
1580-141083-0012.wav                     | 8      | 0.2332       | 1.0332    
1580-141083-0013.wav                     | 8      | 0.1925       | 0.9925    
1580-141083-0050.wav                     | 11     | 0.1978       | 1.2978    
1580-141083-0042.wav                     | 11     | 0.2911       | 1.3911    
1580-141083-0008.wav                     | 8      | 0.3239       | 1.1239    
1580-141083-0029.wav                     | 8      | 0.2463       | 1.0463    
1580-141083-0036.wav                     | 11     | 0.2961       | 1.3961    
1580-141083-0004.wav                     | 11     | 0.1841       | 1.2841    
1580-141083-0002.wav                     | 11     | 0.3489       | 1.4489    
1580-141083-0031.wav                     | 11     | 0.3037       | 1.4037    
1580-141083-0003.wav                     | 11     | 0.2879       | 1.3879    
1580-141083-0010.wav                     | 8      | 0.1885       | 0.9885    
1580-141083-0026.wav                     | 11     | 0.2603       | 1.3603    
1580-141083-0048.wav                     | 14     | 0.3062       | 1.7062    
1580-141083-0021.wav                     | 8      | 0.1998       | 0.9998    
1580-141083-0038.wav                     | 8      | 0.2915       | 1.0915    
1580-141083-0018.wav                     | 8      | 0.4569       | 1.2569    
1580-141083-0041.wav                     | 11     | 0.2322       | 1.3322    
4446-2273-0016.wav                       | 8      | 0.2132       | 1.0132    
1580-141083-0044.wav                     | 11     | 0.3835       | 1.4835    
1580-141083-0053.wav                     | 11     | 0.3085       | 1.4085    
1580-141083-0052.wav                     | 11     | 0.3448       | 1.4448    
1580-141083-0001.wav                     | 8      | 0.3234       | 1.1234    
1580-141083-0024.wav                     | 8      | 0.3339       | 1.1339    
1580-141083-0014.wav                     | 11     | 0.2056       | 1.3056    
1580-141083-0039.wav                     | 11     | 0.3516       | 1.4516    
4446-2273-0024.wav                       | 8      | 0.2646       | 1.0646    
4446-2273-0034.wav                       | 8      | 0.2743       | 1.0743    
1580-141083-0032.wav                     | 11     | 0.2597       | 1.3597    
1580-141083-0049.wav                     | 11     | 0.3580       | 1.4580    
4446-2273-0023.wav                       | 11     | 0.2296       | 1.3296    
4446-2273-0005.wav                       | 8      | 0.2014       | 1.0014    
1580-141083-0034.wav                     | 11     | 0.2577       | 1.3577    
4446-2273-0008.wav                       | 8      | 0.3784       | 1.1784    
1580-141083-0027.wav                     | 11     | 0.3468       | 1.4468    
1580-141083-0023.wav                     | 11     | 0.2969       | 1.3969    
1580-141083-0022.wav                     | 11     | 0.2511       | 1.3511    
4446-2273-0025.wav                       | 8      | 0.3353       | 1.1353    
4446-2273-0002.wav                       | 8      | 0.2769       | 1.0769    
1580-141083-0040.wav                     | 11     | 0.3205       | 1.4205    
4446-2273-0003.wav                       | 11     | 0.1690       | 1.2690    
4446-2273-0018.wav                       | 8      | 0.2655       | 1.0655    
1580-141083-0047.wav                     | 11     | 0.1584       | 1.2584    
1580-141083-0009.wav                     | 11     | 0.3240       | 1.4240    
1580-141083-0015.wav                     | 11     | 0.2713       | 1.3713    
4446-2273-0007.wav                       | 8      | 0.2185       | 1.0185    
4446-2273-0011.wav                       | 8      | 0.2154       | 1.0154    
4446-2273-0015.wav                       | 11     | 0.2918       | 1.3918    
4446-2273-0020.wav                       | 8      | 0.2565       | 1.0565    
1580-141083-0017.wav                     | 14     | 0.2358       | 1.6358    
4446-2273-0032.wav                       | 11     | 0.1919       | 1.2919    
4446-2273-0035.wav                       | 8      | 0.1992       | 0.9992    
4446-2273-0012.wav                       | 11     | 0.2315       | 1.3315    
4446-2273-0013.wav                       | 8      | 0.2405       | 1.0405    
4446-2273-0019.wav                       | 11     | 0.2302       | 1.3302    
4446-2273-0014.wav                       | 8      | 0.2452       | 1.0452    
4446-2273-0010.wav                       | 11     | 0.2885       | 1.3885    
4446-2273-0004.wav                       | 8      | 0.2689       | 1.0689    
4446-2273-0006.wav                       | 8      | 0.3057       | 1.1057    
4446-2273-0030.wav                       | 11     | 0.1525       | 1.2525    
4446-2273-0026.wav                       | 8      | 0.2986       | 1.0986    
4446-2273-0028.wav                       | 11     | 0.3126       | 1.4126    
4446-2273-0029.wav                       | 8      | 0.2423       | 1.0423    
4446-2273-0009.wav                       | 8      | 0.2254       | 1.0254    
4446-2273-0027.wav                       | 8      | 0.2723       | 1.0723    
4446-2271-0011.wav                       | 8      | 0.1959       | 0.9959    
4446-2273-0036.wav                       | 11     | 0.2035       | 1.3035    
4446-2271-0023.wav                       | 8      | 0.2326       | 1.0326    
4446-2273-0031.wav                       | 11     | 0.2587       | 1.3587    
4446-2271-0010.wav                       | 8      | 0.3197       | 1.1197    
4446-2271-0021.wav                       | 8      | 0.2476       | 1.0476    
4446-2273-0000.wav                       | 11     | 0.2369       | 1.3369    
4446-2273-0021.wav                       | 11     | 0.3138       | 1.4138    
4446-2273-0017.wav                       | 11     | 0.2213       | 1.3213    
4446-2271-0006.wav                       | 8      | 0.2263       | 1.0263    
4446-2271-0015.wav                       | 8      | 0.3724       | 1.1724    
4446-2271-0003.wav                       | 8      | 0.2226       | 1.0226    
4446-2271-0002.wav                       | 8      | 0.2505       | 1.0505    
4446-2273-0001.wav                       | 11     | 0.2940       | 1.3940    
4446-2271-0007.wav                       | 8      | 0.3076       | 1.1076    
4446-2271-0008.wav                       | 8      | 0.2452       | 1.0452    
4446-2271-0013.wav                       | 11     | 0.2590       | 1.3590    
4446-2273-0033.wav                       | 11     | 0.2982       | 1.3982    
4446-2271-0012.wav                       | 8      | 0.3099       | 1.1099    
4446-2273-0022.wav                       | 11     | 0.2523       | 1.3523    
4446-2271-0014.wav                       | 8      | 0.2885       | 1.0885    
4446-2275-0003.wav                       | 8      | 0.2543       | 1.0543    
4446-2275-0017.wav                       | 5      | 0.3543       | 0.8543    
4446-2271-0004.wav                       | 8      | 0.2404       | 1.0404    
4446-2271-0001.wav                       | 11     | 0.2729       | 1.3729    
4446-2271-0016.wav                       | 11     | 0.2016       | 1.3016    
4446-2271-0018.wav                       | 11     | 0.2241       | 1.3241    
4446-2271-0022.wav                       | 11     | 0.3105       | 1.4105    
4446-2271-0024.wav                       | 11     | 0.2423       | 1.3423    
4446-2275-0018.wav                       | 8      | 0.1916       | 0.9916    
4446-2271-0020.wav                       | 11     | 0.3267       | 1.4267    
4446-2271-0019.wav                       | 11     | 0.2456       | 1.3456    
4446-2271-0017.wav                       | 11     | 0.2989       | 1.3989    
4446-2275-0027.wav                       | 8      | 0.2928       | 1.0928    
4446-2275-0005.wav                       | 8      | 0.3040       | 1.1040    
4446-2271-0009.wav                       | 11     | 0.2669       | 1.3669    
4446-2271-0000.wav                       | 14     | 0.2880       | 1.6880    
4446-2275-0019.wav                       | 8      | 0.3746       | 1.1746    
4446-2275-0026.wav                       | 8      | 0.3081       | 1.1081    
4446-2275-0030.wav                       | 8      | 0.3414       | 1.1414    
4446-2275-0001.wav                       | 8      | 0.3421       | 1.1421    
4446-2275-0002.wav                       | 8      | 0.2597       | 1.0597    
4446-2275-0010.wav                       | 11     | 0.2022       | 1.3022    
4446-2275-0022.wav                       | 8      | 0.3422       | 1.1422    
4446-2271-0005.wav                       | 11     | 0.3343       | 1.4343    
4446-2275-0020.wav                       | 11     | 0.3333       | 1.4333    
4446-2275-0007.wav                       | 8      | 0.2926       | 1.0926    
4446-2275-0037.wav                       | 11     | 0.2461       | 1.3461    
4446-2275-0028.wav                       | 11     | 0.2342       | 1.3342    
4446-2275-0006.wav                       | 8      | 0.3240       | 1.1240    
4446-2275-0034.wav                       | 8      | 0.1791       | 0.9791    
4446-2275-0024.wav                       | 8      | 0.3000       | 1.1000    
4446-2275-0045.wav                       | 8      | 0.2375       | 1.0375    
4446-2275-0008.wav                       | 8      | 0.2822       | 1.0822    
4446-2275-0038.wav                       | 8      | 0.2888       | 1.0888    
4446-2275-0023.wav                       | 11     | 0.1726       | 1.2726    
4446-2275-0014.wav                       | 8      | 0.3083       | 1.1083    
4446-2275-0000.wav                       | 8      | 0.2892       | 1.0892    
4446-2275-0015.wav                       | 8      | 0.2227       | 1.0227    
4446-2275-0039.wav                       | 8      | 0.2362       | 1.0362    
4992-41806-0006.wav                      | 8      | 0.2363       | 1.0363    
4446-2275-0011.wav                       | 11     | 0.2477       | 1.3477    
4446-2275-0036.wav                       | 8      | 0.3133       | 1.1133    
4446-2275-0029.wav                       | 8      | 0.2341       | 1.0341    
4446-2275-0033.wav                       | 11     | 0.2624       | 1.3624    
4446-2275-0032.wav                       | 8      | 0.2766       | 1.0766    
4446-2275-0043.wav                       | 11     | 0.2822       | 1.3822    
4446-2275-0021.wav                       | 14     | 0.2300       | 1.6300    
4446-2275-0013.wav                       | 11     | 0.2659       | 1.3659    
4446-2275-0025.wav                       | 11     | 0.3276       | 1.4276    
4446-2275-0009.wav                       | 11     | 0.2428       | 1.3428    
4446-2275-0042.wav                       | 11     | 0.2748       | 1.3748    
4446-2275-0031.wav                       | 11     | 0.4522       | 1.5522    
4446-2275-0035.wav                       | 11     | 0.2226       | 1.3226    
4446-2275-0044.wav                       | 14     | 0.3381       | 1.7381    
4992-41806-0000.wav                      | 11     | 0.1818       | 1.2818    
4992-41806-0014.wav                      | 11     | 0.2886       | 1.3886    
4446-2275-0004.wav                       | 11     | 0.3323       | 1.4323    
4446-2275-0012.wav                       | 11     | 0.3007       | 1.4007    
4992-41806-0010.wav                      | 11     | 0.2934       | 1.3934    
4446-2275-0040.wav                       | 11     | 0.2341       | 1.3341    
4992-23283-0011.wav                      | 8      | 0.2668       | 1.0668    
4446-2275-0041.wav                       | 11     | 0.3368       | 1.4368    
4446-2275-0016.wav                       | 11     | 0.2649       | 1.3649    
4992-41806-0009.wav                      | 11     | 0.2241       | 1.3241    
4992-41806-0002.wav                      | 11     | 0.2101       | 1.3101    
4992-41806-0017.wav                      | 11     | 0.3487       | 1.4487    
4992-23283-0004.wav                      | 8      | 0.1917       | 0.9917    
4992-23283-0016.wav                      | 8      | 0.2627       | 1.0627    
4992-23283-0017.wav                      | 11     | 0.1715       | 1.2715    
4992-41806-0011.wav                      | 11     | 0.2994       | 1.3994    
4992-23283-0018.wav                      | 8      | 0.2469       | 1.0469    
4992-41806-0012.wav                      | 11     | 0.2066       | 1.3066    
4992-23283-0002.wav                      | 8      | 0.2758       | 1.0758    
4992-41806-0015.wav                      | 14     | 0.2210       | 1.6210    
4992-41806-0003.wav                      | 11     | 0.2520       | 1.3520    
4992-23283-0008.wav                      | 11     | 0.1756       | 1.2756    
4992-41806-0004.wav                      | 14     | 0.2945       | 1.6945    
4992-23283-0019.wav                      | 8      | 0.2903       | 1.0903    
4992-41806-0016.wav                      | 14     | 0.2011       | 1.6011    
4992-23283-0010.wav                      | 11     | 0.2139       | 1.3139    
4992-41806-0001.wav                      | 11     | 0.3654       | 1.4654    
4992-23283-0005.wav                      | 11     | 0.2548       | 1.3548    
4992-23283-0015.wav                      | 8      | 0.3424       | 1.1424    
4992-23283-0013.wav                      | 11     | 0.2691       | 1.3691    
4992-41806-0005.wav                      | 14     | 0.2926       | 1.6926    
4992-23283-0020.wav                      | 11     | 0.3945       | 1.4945    
4992-23283-0012.wav                      | 11     | 0.2721       | 1.3721    
4992-23283-0007.wav                      | 11     | 0.3020       | 1.4020    
4992-41797-0022.wav                      | 8      | 0.2337       | 1.0337    
4992-41806-0008.wav                      | 14     | 0.3639       | 1.7639    
4992-41806-0013.wav                      | 14     | 0.3300       | 1.7300    
4992-23283-0006.wav                      | 11     | 0.3125       | 1.4125    
4992-23283-0000.wav                      | 11     | 0.3015       | 1.4015    
4992-23283-0014.wav                      | 14     | 0.2691       | 1.6691    
4992-41806-0007.wav                      | 14     | 0.2492       | 1.6492    
4992-41797-0012.wav                      | 8      | 0.2054       | 1.0054    
4992-41797-0013.wav                      | 8      | 0.2049       | 1.0049    
237-134500-0029.wav                      | 8      | 0.1910       | 0.9910    
4992-41797-0016.wav                      | 8      | 0.2534       | 1.0534    
237-134500-0009.wav                      | 8      | 0.1294       | 0.9294    
4992-41797-0015.wav                      | 11     | 0.2765       | 1.3765    
4992-23283-0009.wav                      | 11     | 0.3141       | 1.4141    
237-134500-0023.wav                      | 8      | 0.2314       | 1.0314    
4992-41797-0007.wav                      | 11     | 0.2523       | 1.3523    
4992-23283-0001.wav                      | 14     | 0.2872       | 1.6872    
4992-41797-0021.wav                      | 8      | 0.2420       | 1.0420    
237-134500-0032.wav                      | 8      | 0.2743       | 1.0743    
4992-41797-0002.wav                      | 11     | 0.2976       | 1.3976    
4992-41797-0020.wav                      | 11     | 0.3049       | 1.4049    
237-134500-0007.wav                      | 8      | 0.2268       | 1.0268    
4992-41797-0000.wav                      | 14     | 0.2039       | 1.6039    
237-134500-0017.wav                      | 8      | 0.3021       | 1.1021    
4992-23283-0003.wav                      | 14     | 0.3451       | 1.7451    
4992-41797-0014.wav                      | 11     | 0.2438       | 1.3438    
4992-41797-0009.wav                      | 11     | 0.2886       | 1.3886    
237-134500-0025.wav                      | 11     | 0.1657       | 1.2657    
237-134500-0035.wav                      | 8      | 0.3233       | 1.1233    
237-134500-0039.wav                      | 8      | 0.3283       | 1.1283    
237-134500-0011.wav                      | 8      | 0.3128       | 1.1128    
4992-41797-0003.wav                      | 14     | 0.2033       | 1.6033    
237-134500-0005.wav                      | 8      | 0.2303       | 1.0303    
4992-41797-0006.wav                      | 11     | 0.2885       | 1.3885    
237-134500-0022.wav                      | 8      | 0.2067       | 1.0067    
4992-41797-0011.wav                      | 11     | 0.2557       | 1.3557    
237-134500-0037.wav                      | 11     | 0.2540       | 1.3540    
237-134500-0010.wav                      | 8      | 0.2202       | 1.0202    
237-134500-0016.wav                      | 11     | 0.1461       | 1.2461    
237-134500-0012.wav                      | 11     | 0.2264       | 1.3264    
237-134500-0003.wav                      | 11     | 0.2992       | 1.3992    
4992-41797-0010.wav                      | 14     | 0.3001       | 1.7001    
4992-41797-0004.wav                      | 14     | 0.4161       | 1.8161    
4992-41797-0005.wav                      | 14     | 0.4146       | 1.8146    
237-134500-0036.wav                      | 11     | 0.2060       | 1.3060    
237-134500-0000.wav                      | 11     | 0.3734       | 1.4734    
4992-41797-0017.wav                      | 14     | 0.3394       | 1.7394    
4992-41797-0001.wav                      | 14     | 0.3169       | 1.7169    
237-134500-0015.wav                      | 11     | 0.2356       | 1.3356    
237-134500-0040.wav                      | 8      | 0.2676       | 1.0676    
4992-41797-0008.wav                      | 14     | 0.3259       | 1.7259    
237-134493-0013.wav                      | 8      | 0.2355       | 1.0355    
237-134500-0018.wav                      | 8      | 0.3369       | 1.1369    
237-134500-0019.wav                      | 11     | 0.1581       | 1.2581    
237-134500-0004.wav                      | 11     | 0.2793       | 1.3793    
237-134500-0041.wav                      | 11     | 0.2468       | 1.3468    
237-134493-0012.wav                      | 8      | 0.1929       | 0.9929    
237-134500-0028.wav                      | 8      | 0.3279       | 1.1279    
237-134493-0007.wav                      | 8      | 0.1821       | 0.9821    
237-134500-0006.wav                      | 8      | 0.2828       | 1.0828    
237-134500-0030.wav                      | 8      | 0.3461       | 1.1461    
237-134500-0026.wav                      | 11     | 0.2193       | 1.3193    
237-134500-0024.wav                      | 8      | 0.3696       | 1.1696    
4992-41797-0019.wav                      | 17     | 0.2203       | 1.9203    
4992-41797-0018.wav                      | 17     | 0.2027       | 1.9027    
237-134500-0008.wav                      | 8      | 0.2915       | 1.0915    
237-134500-0021.wav                      | 11     | 0.3193       | 1.4193    
237-134500-0020.wav                      | 11     | 0.2782       | 1.3782    
237-134500-0038.wav                      | 8      | 0.3686       | 1.1686    
237-134493-0005.wav                      | 8      | 0.2490       | 1.0490    
237-134500-0014.wav                      | 11     | 0.2269       | 1.3269    
237-134493-0010.wav                      | 8      | 0.2444       | 1.0444    
237-134493-0002.wav                      | 8      | 0.2802       | 1.0802    
237-134500-0027.wav                      | 14     | 0.1905       | 1.5905    
237-134493-0006.wav                      | 8      | 0.3165       | 1.1165    
237-134500-0042.wav                      | 8      | 0.4710       | 1.2710    
237-134500-0031.wav                      | 11     | 0.2369       | 1.3369    
237-134493-0003.wav                      | 11     | 0.1895       | 1.2895    
237-134500-0034.wav                      | 11     | 0.2562       | 1.3562    
237-134493-0015.wav                      | 11     | 0.2676       | 1.3676    
237-134500-0033.wav                      | 11     | 0.3333       | 1.4333    
237-134500-0002.wav                      | 11     | 0.3136       | 1.4136    
237-134493-0014.wav                      | 8      | 0.3021       | 1.1021    
237-134500-0001.wav                      | 14     | 0.1843       | 1.5843    
237-126133-0020.wav                      | 8      | 0.2648       | 1.0648    
237-134500-0013.wav                      | 11     | 0.2180       | 1.3180    
237-134493-0016.wav                      | 11     | 0.2135       | 1.3135    
237-134493-0001.wav                      | 11     | 0.1813       | 1.2813    
237-134493-0009.wav                      | 8      | 0.2925       | 1.0925    
237-126133-0004.wav                      | 8      | 0.2151       | 1.0151    
237-134493-0017.wav                      | 11     | 0.2636       | 1.3636    
237-126133-0005.wav                      | 8      | 0.2118       | 1.0118    
237-126133-0023.wav                      | 8      | 0.2620       | 1.0620    
237-126133-0025.wav                      | 8      | 0.2313       | 1.0313    
237-126133-0021.wav                      | 8      | 0.2239       | 1.0239    
237-134493-0008.wav                      | 11     | 0.1641       | 1.2641    
237-126133-0008.wav                      | 8      | 0.1860       | 0.9860    
237-134493-0011.wav                      | 11     | 0.2700       | 1.3700    
237-126133-0014.wav                      | 11     | 0.2567       | 1.3567    
260-123288-0028.wav                      | 8      | 0.2121       | 1.0121    
237-134493-0004.wav                      | 11     | 0.2508       | 1.3508    
237-126133-0000.wav                      | 8      | 0.2089       | 1.0089    
237-126133-0007.wav                      | 11     | 0.2380       | 1.3380    
237-134493-0018.wav                      | 11     | 0.2809       | 1.3809    
237-126133-0009.wav                      | 11     | 0.1779       | 1.2779    
260-123288-0023.wav                      | 8      | 0.2400       | 1.0400    
260-123288-0022.wav                      | 8      | 0.3031       | 1.1031    
237-126133-0015.wav                      | 11     | 0.1866       | 1.2866    
237-134493-0000.wav                      | 11     | 0.3062       | 1.4062    
237-126133-0010.wav                      | 8      | 0.3004       | 1.1004    
