--------------------------------------------------
正在加载模型 large-v3 (包含能量VAD + 字数熔断机制)...
模型加载完成。
--------------------------------------------------
开始遍历数据集: /opt/Audio_Datasets/LibriSpeech_WAV/test-clean
File: 7021-79740-0000.wav | WER: 0.1538 | Dist: 4 | RefWords: 26
File: 7729-102255-0038.wav | WER: 0.1579 | Dist: 3 | RefWords: 19
File: 7729-102255-0039.wav | WER: 0.2778 | Dist: 5 | RefWords: 18
File: 7729-102255-0040.wav | WER: 0.3077 | Dist: 8 | RefWords: 26
File: 7729-102255-0041.wav | WER: 0.2903 | Dist: 9 | RefWords: 31
File: 7729-102255-0042.wav | WER: 0.2500 | Dist: 5 | RefWords: 20
File: 7729-102255-0043.wav | WER: 0.2667 | Dist: 8 | RefWords: 30
File: 7729-102255-0044.wav | WER: 0.3023 | Dist: 13 | RefWords: 43
File: 7729-102255-0045.wav | WER: 0.2778 | Dist: 5 | RefWords: 18
File: 7729-102255-0046.wav | WER: 0.2143 | Dist: 12 | RefWords: 56
File: 121-121726-0000.wav | WER: 0.5294 | Dist: 9 | RefWords: 17
File: 121-121726-0001.wav | WER: 0.3750 | Dist: 3 | RefWords: 8
File: 121-121726-0002.wav | WER: 0.0000 | Dist: 0 | RefWords: 5
File: 121-121726-0003.wav | WER: 0.4286 | Dist: 6 | RefWords: 14
File: 121-121726-0004.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 121-121726-0005.wav | WER: 0.0000 | Dist: 0 | RefWords: 3
File: 121-121726-0006.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 121-121726-0007.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 121-121726-0008.wav | WER: 0.4286 | Dist: 3 | RefWords: 7
File: 121-121726-0009.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 121-121726-0010.wav | WER: 0.2222 | Dist: 4 | RefWords: 18
File: 121-121726-0011.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 121-121726-0012.wav | WER: 0.2000 | Dist: 1 | RefWords: 5
File: 121-121726-0013.wav | WER: 0.2500 | Dist: 1 | RefWords: 4
File: 121-121726-0014.wav | WER: 0.0000 | Dist: 0 | RefWords: 4
File: 121-127105-0000.wav | WER: 0.1111 | Dist: 3 | RefWords: 27
File: 121-127105-0001.wav | WER: 0.1333 | Dist: 2 | RefWords: 15
File: 121-127105-0002.wav | WER: 0.3333 | Dist: 9 | RefWords: 27
File: 121-127105-0003.wav | WER: 0.3889 | Dist: 7 | RefWords: 18
File: 121-127105-0004.wav | WER: 0.6667 | Dist: 2 | RefWords: 3
File: 121-127105-0005.wav | WER: 0.2500 | Dist: 5 | RefWords: 20
File: 121-127105-0006.wav | WER: 0.3846 | Dist: 5 | RefWords: 13
File: 121-127105-0007.wav | WER: 0.3333 | Dist: 5 | RefWords: 15
File: 121-127105-0008.wav | WER: 0.0000 | Dist: 0 | RefWords: 6
File: 121-127105-0009.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 121-127105-0010.wav | WER: 0.2000 | Dist: 2 | RefWords: 10
File: 121-127105-0011.wav | WER: 0.0500 | Dist: 1 | RefWords: 20
File: 121-127105-0012.wav | WER: 0.0000 | Dist: 0 | RefWords: 19
File: 121-127105-0013.wav | WER: 0.4000 | Dist: 8 | RefWords: 20
File: 121-127105-0014.wav | WER: 0.0000 | Dist: 0 | RefWords: 3
File: 121-127105-0015.wav | WER: 0.4000 | Dist: 4 | RefWords: 10
File: 121-127105-0016.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 121-127105-0017.wav | WER: 0.1000 | Dist: 1 | RefWords: 10
File: 121-127105-0018.wav | WER: 0.5000 | Dist: 4 | RefWords: 8
File: 121-127105-0019.wav | WER: 0.4545 | Dist: 5 | RefWords: 11
File: 121-127105-0020.wav | WER: 0.2439 | Dist: 10 | RefWords: 41
File: 121-127105-0021.wav | WER: 0.0000 | Dist: 0 | RefWords: 4
File: 121-127105-0022.wav | WER: 0.4375 | Dist: 7 | RefWords: 16
File: 121-127105-0023.wav | WER: 0.2414 | Dist: 7 | RefWords: 29
File: 121-127105-0024.wav | WER: 0.2708 | Dist: 13 | RefWords: 48
File: 121-127105-0025.wav | WER: 0.1667 | Dist: 7 | RefWords: 42
File: 121-127105-0026.wav | WER: 0.1250 | Dist: 3 | RefWords: 24
File: 121-127105-0027.wav | WER: 0.2143 | Dist: 9 | RefWords: 42
File: 121-127105-0028.wav | WER: 0.5238 | Dist: 11 | RefWords: 21
File: 121-127105-0029.wav | WER: 0.3333 | Dist: 8 | RefWords: 24
File: 121-127105-0030.wav | WER: 0.0000 | Dist: 0 | RefWords: 3
File: 121-127105-0031.wav | WER: 0.4211 | Dist: 8 | RefWords: 19
File: 121-127105-0032.wav | WER: 0.0000 | Dist: 0 | RefWords: 9
File: 121-127105-0033.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 121-127105-0034.wav | WER: 0.6667 | Dist: 12 | RefWords: 18
File: 121-127105-0035.wav | WER: 0.2667 | Dist: 8 | RefWords: 30
File: 121-127105-0036.wav | WER: 0.0000 | Dist: 0 | RefWords: 11
File: 121-123859-0000.wav | WER: 0.2703 | Dist: 10 | RefWords: 37
File: 121-123859-0001.wav | WER: 0.3019 | Dist: 16 | RefWords: 53
File: 121-123859-0002.wav | WER: 0.3000 | Dist: 18 | RefWords: 60
File: 121-123859-0003.wav | WER: 0.1500 | Dist: 3 | RefWords: 20
File: 121-123859-0004.wav | WER: 0.3529 | Dist: 6 | RefWords: 17
File: 121-123852-0000.wav | WER: 0.3448 | Dist: 10 | RefWords: 29
File: 121-123852-0001.wav | WER: 0.5000 | Dist: 1 | RefWords: 2
File: 121-123852-0002.wav | WER: 0.4167 | Dist: 15 | RefWords: 36
File: 121-123852-0003.wav | WER: 0.1667 | Dist: 8 | RefWords: 48
File: 121-123852-0004.wav | WER: 0.1562 | Dist: 5 | RefWords: 32
File: 8463-287645-0000.wav | WER: 0.0000 | Dist: 0 | RefWords: 14
File: 8463-287645-0001.wav | WER: 0.4000 | Dist: 4 | RefWords: 10
File: 8463-287645-0002.wav | WER: 0.3684 | Dist: 14 | RefWords: 38
File: 8463-287645-0003.wav | WER: 0.2778 | Dist: 5 | RefWords: 18
File: 8463-287645-0004.wav | WER: 0.0000 | Dist: 0 | RefWords: 9
File: 8463-287645-0005.wav | WER: 0.1176 | Dist: 6 | RefWords: 51
File: 8463-287645-0006.wav | WER: 0.1200 | Dist: 3 | RefWords: 25
File: 8463-287645-0007.wav | WER: 0.2239 | Dist: 15 | RefWords: 67
File: 8463-287645-0008.wav | WER: 0.0000 | Dist: 0 | RefWords: 10
File: 8463-287645-0009.wav | WER: 0.0000 | Dist: 0 | RefWords: 12
File: 8463-287645-0010.wav | WER: 0.4286 | Dist: 6 | RefWords: 14
File: 8463-287645-0011.wav | WER: 0.1765 | Dist: 3 | RefWords: 17
File: 8463-287645-0012.wav | WER: 0.0000 | Dist: 0 | RefWords: 11
File: 8463-287645-0013.wav | WER: 0.3333 | Dist: 6 | RefWords: 18
File: 8463-287645-0014.wav | WER: 0.1111 | Dist: 1 | RefWords: 9
File: 8463-294825-0000.wav | WER: 0.0000 | Dist: 0 | RefWords: 4
File: 8463-294825-0001.wav | WER: 0.5000 | Dist: 9 | RefWords: 18
File: 8463-294825-0002.wav | WER: 0.4091 | Dist: 9 | RefWords: 22
File: 8463-294825-0003.wav | WER: 0.2105 | Dist: 4 | RefWords: 19
File: 8463-294825-0004.wav | WER: 0.1250 | Dist: 1 | RefWords: 8
File: 8463-294825-0005.wav | WER: 0.5000 | Dist: 7 | RefWords: 14
File: 8463-294825-0006.wav | WER: 0.2400 | Dist: 6 | RefWords: 25
File: 8463-294825-0007.wav | WER: 0.4884 | Dist: 21 | RefWords: 43
File: 8463-294825-0008.wav | WER: 0.1818 | Dist: 2 | RefWords: 11
File: 8463-294825-0009.wav | WER: 0.2000 | Dist: 10 | RefWords: 50
File: 8463-294825-0010.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 8463-294825-0011.wav | WER: 1.0000 | Dist: 3 | RefWords: 3
File: 8463-294825-0012.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 8463-294825-0013.wav | WER: 0.3590 | Dist: 14 | RefWords: 39
File: 8463-294825-0014.wav | WER: 0.3333 | Dist: 1 | RefWords: 3
File: 8463-294825-0015.wav | WER: 0.5000 | Dist: 4 | RefWords: 8
File: 8463-294825-0016.wav | WER: 0.3333 | Dist: 3 | RefWords: 9
File: 8463-294825-0017.wav | WER: 0.2500 | Dist: 1 | RefWords: 4
File: 8463-294825-0018.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 8463-294825-0019.wav | WER: 0.3750 | Dist: 3 | RefWords: 8
File: 8463-294828-0000.wav | WER: 0.4000 | Dist: 2 | RefWords: 5
File: 8463-294828-0001.wav | WER: 0.1600 | Dist: 4 | RefWords: 25
File: 8463-294828-0002.wav | WER: 0.0625 | Dist: 1 | RefWords: 16
File: 8463-294828-0003.wav | WER: 0.0870 | Dist: 2 | RefWords: 23
File: 8463-294828-0004.wav | WER: 0.0000 | Dist: 0 | RefWords: 7
File: 8463-294828-0005.wav | WER: 1.0000 | Dist: 4 | RefWords: 4
File: 8463-294828-0006.wav | WER: 0.1304 | Dist: 3 | RefWords: 23
File: 8463-294828-0007.wav | WER: 0.2308 | Dist: 9 | RefWords: 39
File: 8463-294828-0008.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 8463-294828-0009.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 8463-294828-0010.wav | WER: 0.1250 | Dist: 3 | RefWords: 24
File: 8463-294828-0011.wav | WER: 0.0000 | Dist: 0 | RefWords: 9
File: 8463-294828-0012.wav | WER: 0.3846 | Dist: 5 | RefWords: 13
File: 8463-294828-0013.wav | WER: 0.0455 | Dist: 1 | RefWords: 22
File: 8463-294828-0014.wav | WER: 0.0000 | Dist: 0 | RefWords: 15
File: 8463-294828-0015.wav | WER: 0.3750 | Dist: 3 | RefWords: 8
File: 8463-294828-0016.wav | WER: 0.1429 | Dist: 1 | RefWords: 7
File: 8463-294828-0017.wav | WER: 0.2593 | Dist: 7 | RefWords: 27
File: 8463-294828-0018.wav | WER: 0.0000 | Dist: 0 | RefWords: 6
File: 8463-294828-0019.wav | WER: 0.1818 | Dist: 2 | RefWords: 11
File: 8463-294828-0020.wav | WER: 0.0769 | Dist: 1 | RefWords: 13
File: 8463-294828-0021.wav | WER: 0.4286 | Dist: 3 | RefWords: 7
File: 8463-294828-0022.wav | WER: 0.0000 | Dist: 0 | RefWords: 6
File: 8463-294828-0023.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 8463-294828-0024.wav | WER: 0.0000 | Dist: 0 | RefWords: 8
File: 8463-294828-0025.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 8463-294828-0026.wav | WER: 0.2500 | Dist: 2 | RefWords: 8
File: 8463-294828-0027.wav | WER: 0.4375 | Dist: 7 | RefWords: 16
File: 8463-294828-0028.wav | WER: 0.2857 | Dist: 6 | RefWords: 21
File: 8463-294828-0029.wav | WER: 0.0000 | Dist: 0 | RefWords: 14
File: 8463-294828-0030.wav | WER: 0.0000 | Dist: 0 | RefWords: 5
File: 8463-294828-0031.wav | WER: 0.2308 | Dist: 6 | RefWords: 26
File: 8463-294828-0032.wav | WER: 0.0000 | Dist: 0 | RefWords: 11
File: 8463-294828-0033.wav | WER: 0.1579 | Dist: 3 | RefWords: 19
File: 8463-294828-0034.wav | WER: 0.3750 | Dist: 3 | RefWords: 8
File: 8463-294828-0035.wav | WER: 0.1364 | Dist: 6 | RefWords: 44
File: 8463-294828-0036.wav | WER: 0.3684 | Dist: 7 | RefWords: 19
File: 8463-294828-0037.wav | WER: 0.3333 | Dist: 4 | RefWords: 12
File: 8463-294828-0038.wav | WER: 0.0286 | Dist: 1 | RefWords: 35
File: 8230-279154-0000.wav | WER: 0.3750 | Dist: 9 | RefWords: 24
File: 8230-279154-0001.wav | WER: 0.1176 | Dist: 4 | RefWords: 34
File: 8230-279154-0002.wav | WER: 0.2683 | Dist: 11 | RefWords: 41
File: 8230-279154-0003.wav | WER: 0.6250 | Dist: 5 | RefWords: 8
File: 8230-279154-0004.wav | WER: 0.2581 | Dist: 8 | RefWords: 31
File: 8230-279154-0005.wav | WER: 0.1739 | Dist: 4 | RefWords: 23
File: 8230-279154-0006.wav | WER: 0.3000 | Dist: 6 | RefWords: 20
File: 8230-279154-0007.wav | WER: 0.0889 | Dist: 4 | RefWords: 45
File: 8230-279154-0008.wav | WER: 0.2000 | Dist: 2 | RefWords: 10
File: 8230-279154-0009.wav | WER: 0.5000 | Dist: 20 | RefWords: 40
File: 8230-279154-0010.wav | WER: 0.0833 | Dist: 3 | RefWords: 36
File: 8230-279154-0011.wav | WER: 0.0833 | Dist: 1 | RefWords: 12
File: 8230-279154-0012.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 8230-279154-0013.wav | WER: 0.4103 | Dist: 16 | RefWords: 39
File: 8230-279154-0014.wav | WER: 0.1818 | Dist: 4 | RefWords: 22
File: 8230-279154-0015.wav | WER: 0.1429 | Dist: 3 | RefWords: 21
File: 8230-279154-0016.wav | WER: 0.2083 | Dist: 5 | RefWords: 24
File: 8230-279154-0017.wav | WER: 0.3000 | Dist: 6 | RefWords: 20
File: 8230-279154-0018.wav | WER: 0.1481 | Dist: 4 | RefWords: 27
File: 8230-279154-0019.wav | WER: 0.2273 | Dist: 10 | RefWords: 44
File: 8230-279154-0020.wav | WER: 0.2000 | Dist: 4 | RefWords: 20
File: 8230-279154-0021.wav | WER: 0.2941 | Dist: 5 | RefWords: 17
File: 8230-279154-0022.wav | WER: 0.1765 | Dist: 3 | RefWords: 17
File: 8230-279154-0023.wav | WER: 0.2222 | Dist: 4 | RefWords: 18
File: 8230-279154-0024.wav | WER: 0.1250 | Dist: 2 | RefWords: 16
File: 8230-279154-0025.wav | WER: 0.1607 | Dist: 9 | RefWords: 56
File: 8230-279154-0026.wav | WER: 0.1481 | Dist: 4 | RefWords: 27
File: 8230-279154-0027.wav | WER: 0.1333 | Dist: 4 | RefWords: 30
File: 8230-279154-0028.wav | WER: 0.0811 | Dist: 3 | RefWords: 37
File: 8230-279154-0029.wav | WER: 0.1538 | Dist: 4 | RefWords: 26
File: 8230-279154-0030.wav | WER: 0.2500 | Dist: 4 | RefWords: 16
File: 8230-279154-0031.wav | WER: 0.1818 | Dist: 6 | RefWords: 33
File: 8230-279154-0032.wav | WER: 0.1818 | Dist: 2 | RefWords: 11
File: 8230-279154-0033.wav | WER: 0.2414 | Dist: 7 | RefWords: 29
File: 8230-279154-0034.wav | WER: 0.1351 | Dist: 5 | RefWords: 37
File: 8230-279154-0035.wav | WER: 0.0588 | Dist: 1 | RefWords: 17
File: 8230-279154-0036.wav | WER: 0.0000 | Dist: 0 | RefWords: 5
File: 8230-279154-0037.wav | WER: 0.1731 | Dist: 9 | RefWords: 52
File: 8230-279154-0038.wav | WER: 0.1455 | Dist: 8 | RefWords: 55
File: 8230-279154-0039.wav | WER: 0.2308 | Dist: 3 | RefWords: 13
File: 8230-279154-0040.wav | WER: 0.0500 | Dist: 2 | RefWords: 40
File: 8230-279154-0041.wav | WER: 0.2778 | Dist: 10 | RefWords: 36
File: 8230-279154-0042.wav | WER: 0.1739 | Dist: 8 | RefWords: 46
File: 8230-279154-0043.wav | WER: 0.2000 | Dist: 11 | RefWords: 55
File: 5105-28241-0000.wav | WER: 0.2353 | Dist: 4 | RefWords: 17
File: 5105-28241-0001.wav | WER: 0.0909 | Dist: 6 | RefWords: 66
File: 5105-28241-0002.wav | WER: 0.3333 | Dist: 9 | RefWords: 27
File: 5105-28241-0003.wav | WER: 0.5556 | Dist: 5 | RefWords: 9
File: 5105-28241-0004.wav | WER: 0.1373 | Dist: 7 | RefWords: 51
File: 5105-28241-0005.wav | WER: 0.2174 | Dist: 5 | RefWords: 23
File: 5105-28241-0006.wav | WER: 0.1250 | Dist: 3 | RefWords: 24
File: 5105-28241-0007.wav | WER: 0.4286 | Dist: 3 | RefWords: 7
File: 5105-28241-0008.wav | WER: 0.1739 | Dist: 4 | RefWords: 23
File: 5105-28241-0009.wav | WER: 0.1429 | Dist: 2 | RefWords: 14
File: 5105-28241-0010.wav | WER: 0.6667 | Dist: 2 | RefWords: 3
File: 5105-28241-0011.wav | WER: 0.3158 | Dist: 12 | RefWords: 38
File: 5105-28241-0012.wav | WER: 0.2143 | Dist: 3 | RefWords: 14
File: 5105-28241-0013.wav | WER: 0.3333 | Dist: 4 | RefWords: 12
File: 5105-28241-0014.wav | WER: 0.2000 | Dist: 1 | RefWords: 5
File: 5105-28241-0015.wav | WER: 0.2400 | Dist: 18 | RefWords: 75
File: 5105-28241-0016.wav | WER: 0.1000 | Dist: 2 | RefWords: 20
File: 5105-28241-0017.wav | WER: 0.2414 | Dist: 7 | RefWords: 29
File: 5105-28241-0018.wav | WER: 0.2258 | Dist: 7 | RefWords: 31
File: 5105-28241-0019.wav | WER: 0.3750 | Dist: 6 | RefWords: 16
File: 5105-28233-0000.wav | WER: 0.2000 | Dist: 2 | RefWords: 10
File: 5105-28233-0001.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 5105-28233-0002.wav | WER: 0.2963 | Dist: 8 | RefWords: 27
File: 5105-28233-0003.wav | WER: 0.1795 | Dist: 7 | RefWords: 39
File: 5105-28233-0004.wav | WER: 0.3077 | Dist: 4 | RefWords: 13
File: 5105-28233-0005.wav | WER: 0.1081 | Dist: 4 | RefWords: 37
File: 5105-28233-0006.wav | WER: 0.3077 | Dist: 4 | RefWords: 13
File: 5105-28233-0007.wav | WER: 0.2373 | Dist: 14 | RefWords: 59
File: 5105-28233-0008.wav | WER: 0.3939 | Dist: 13 | RefWords: 33
File: 5105-28233-0009.wav | WER: 0.2821 | Dist: 11 | RefWords: 39
File: 5105-28233-0010.wav | WER: 0.1471 | Dist: 5 | RefWords: 34
File: 5105-28240-0000.wav | WER: 0.1667 | Dist: 3 | RefWords: 18
File: 5105-28240-0001.wav | WER: 0.1702 | Dist: 8 | RefWords: 47
File: 5105-28240-0002.wav | WER: 0.1111 | Dist: 1 | RefWords: 9
File: 5105-28240-0003.wav | WER: 0.2308 | Dist: 3 | RefWords: 13
File: 5105-28240-0004.wav | WER: 0.0556 | Dist: 1 | RefWords: 18
File: 5105-28240-0005.wav | WER: 0.2222 | Dist: 4 | RefWords: 18
File: 5105-28240-0006.wav | WER: 0.1316 | Dist: 5 | RefWords: 38
File: 5105-28240-0007.wav | WER: 0.3846 | Dist: 5 | RefWords: 13
File: 5105-28240-0008.wav | WER: 0.3750 | Dist: 12 | RefWords: 32
File: 5105-28240-0009.wav | WER: 0.2069 | Dist: 6 | RefWords: 29
File: 5105-28240-0010.wav | WER: 0.6000 | Dist: 3 | RefWords: 5
File: 5105-28240-0011.wav | WER: 0.1111 | Dist: 2 | RefWords: 18
File: 5105-28240-0012.wav | WER: 0.0000 | Dist: 0 | RefWords: 14
File: 5105-28240-0013.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 5105-28240-0014.wav | WER: 0.0000 | Dist: 0 | RefWords: 8
File: 5105-28240-0015.wav | WER: 0.3810 | Dist: 8 | RefWords: 21
File: 5105-28240-0016.wav | WER: 0.1000 | Dist: 1 | RefWords: 10
File: 5105-28240-0017.wav | WER: 0.0769 | Dist: 1 | RefWords: 13
File: 5105-28240-0018.wav | WER: 0.1000 | Dist: 1 | RefWords: 10
File: 5105-28240-0019.wav | WER: 0.4444 | Dist: 8 | RefWords: 18
File: 5105-28240-0020.wav | WER: 0.0000 | Dist: 0 | RefWords: 5
File: 5105-28240-0021.wav | WER: 0.2903 | Dist: 9 | RefWords: 31
File: 5105-28240-0022.wav | WER: 0.1250 | Dist: 2 | RefWords: 16
File: 5105-28240-0023.wav | WER: 0.1154 | Dist: 6 | RefWords: 52
File: 5105-28240-0024.wav | WER: 0.2000 | Dist: 4 | RefWords: 20
File: 4077-13751-0000.wav | WER: 0.5385 | Dist: 14 | RefWords: 26
File: 4077-13751-0001.wav | WER: 0.1579 | Dist: 3 | RefWords: 19
File: 4077-13751-0002.wav | WER: 0.3636 | Dist: 8 | RefWords: 22
File: 4077-13751-0003.wav | WER: 0.2500 | Dist: 11 | RefWords: 44
File: 4077-13751-0004.wav | WER: 0.3250 | Dist: 13 | RefWords: 40
File: 4077-13751-0005.wav | WER: 0.2400 | Dist: 12 | RefWords: 50
File: 4077-13751-0006.wav | WER: 0.1053 | Dist: 4 | RefWords: 38
File: 4077-13751-0007.wav | WER: 0.2174 | Dist: 10 | RefWords: 46
File: 4077-13751-0008.wav | WER: 0.2258 | Dist: 7 | RefWords: 31
File: 4077-13751-0009.wav | WER: 0.2121 | Dist: 7 | RefWords: 33
File: 4077-13751-0010.wav | WER: 0.4211 | Dist: 8 | RefWords: 19
File: 4077-13751-0011.wav | WER: 0.1481 | Dist: 4 | RefWords: 27
File: 4077-13751-0012.wav | WER: 0.4615 | Dist: 12 | RefWords: 26
File: 4077-13751-0013.wav | WER: 0.3636 | Dist: 4 | RefWords: 11
File: 4077-13751-0014.wav | WER: 0.2353 | Dist: 8 | RefWords: 34
File: 4077-13751-0015.wav | WER: 0.4211 | Dist: 16 | RefWords: 38
File: 4077-13751-0016.wav | WER: 0.2927 | Dist: 12 | RefWords: 41
File: 4077-13751-0017.wav | WER: 0.2500 | Dist: 4 | RefWords: 16
File: 4077-13751-0018.wav | WER: 0.2969 | Dist: 19 | RefWords: 64
File: 4077-13751-0019.wav | WER: 0.2500 | Dist: 2 | RefWords: 8
File: 4077-13751-0020.wav | WER: 0.4615 | Dist: 12 | RefWords: 26
File: 4077-13751-0021.wav | WER: 0.1923 | Dist: 10 | RefWords: 52
File: 4077-13754-0000.wav | WER: 0.0769 | Dist: 1 | RefWords: 13
File: 4077-13754-0001.wav | WER: 0.3333 | Dist: 3 | RefWords: 9
File: 4077-13754-0002.wav | WER: 0.3182 | Dist: 14 | RefWords: 44
File: 4077-13754-0003.wav | WER: 0.3333 | Dist: 5 | RefWords: 15
File: 4077-13754-0004.wav | WER: 0.3750 | Dist: 6 | RefWords: 16
File: 4077-13754-0005.wav | WER: 0.3019 | Dist: 16 | RefWords: 53
File: 4077-13754-0006.wav | WER: 0.2812 | Dist: 9 | RefWords: 32
File: 4077-13754-0007.wav | WER: 0.3611 | Dist: 13 | RefWords: 36
File: 4077-13754-0008.wav | WER: 0.1905 | Dist: 12 | RefWords: 63
File: 4077-13754-0009.wav | WER: 0.2857 | Dist: 6 | RefWords: 21
File: 4077-13754-0010.wav | WER: 0.3889 | Dist: 14 | RefWords: 36
File: 4077-13754-0011.wav | WER: 0.2121 | Dist: 7 | RefWords: 33
File: 4077-13754-0012.wav | WER: 0.2034 | Dist: 12 | RefWords: 59
File: 4077-13754-0013.wav | WER: 0.1944 | Dist: 7 | RefWords: 36
File: 4077-13754-0014.wav | WER: 0.2414 | Dist: 7 | RefWords: 29
File: 4077-13754-0015.wav | WER: 0.1333 | Dist: 8 | RefWords: 60
File: 4077-13754-0016.wav | WER: 0.4333 | Dist: 13 | RefWords: 30
File: 4970-29093-0000.wav | WER: 0.2222 | Dist: 2 | RefWords: 9
File: 4970-29093-0001.wav | WER: 0.1724 | Dist: 5 | RefWords: 29
File: 4970-29093-0002.wav | WER: 0.2258 | Dist: 7 | RefWords: 31
File: 4970-29093-0003.wav | WER: 0.2143 | Dist: 9 | RefWords: 42
File: 4970-29093-0004.wav | WER: 0.6000 | Dist: 6 | RefWords: 10
File: 4970-29093-0005.wav | WER: 0.2258 | Dist: 14 | RefWords: 62
File: 4970-29093-0006.wav | WER: 0.2184 | Dist: 19 | RefWords: 87
File: 4970-29093-0007.wav | WER: 0.3889 | Dist: 7 | RefWords: 18
File: 4970-29093-0008.wav | WER: 0.4000 | Dist: 4 | RefWords: 10
File: 4970-29093-0009.wav | WER: 0.7368 | Dist: 14 | RefWords: 19
File: 4970-29093-0010.wav | WER: 0.3061 | Dist: 15 | RefWords: 49
File: 4970-29093-0011.wav | WER: 0.2258 | Dist: 7 | RefWords: 31
File: 4970-29093-0012.wav | WER: 0.3600 | Dist: 9 | RefWords: 25
File: 4970-29093-0013.wav | WER: 0.2500 | Dist: 6 | RefWords: 24
File: 4970-29093-0014.wav | WER: 0.3636 | Dist: 4 | RefWords: 11
File: 4970-29093-0015.wav | WER: 0.2500 | Dist: 3 | RefWords: 12
File: 4970-29093-0016.wav | WER: 0.0000 | Dist: 0 | RefWords: 5
File: 4970-29093-0017.wav | WER: 0.0000 | Dist: 0 | RefWords: 9
File: 4970-29093-0018.wav | WER: 0.2258 | Dist: 7 | RefWords: 31
File: 4970-29093-0019.wav | WER: 0.0870 | Dist: 2 | RefWords: 23
File: 4970-29093-0020.wav | WER: 0.0714 | Dist: 1 | RefWords: 14
File: 4970-29093-0021.wav | WER: 0.4286 | Dist: 3 | RefWords: 7
File: 4970-29093-0022.wav | WER: 0.3810 | Dist: 8 | RefWords: 21
File: 4970-29093-0023.wav | WER: 0.1429 | Dist: 3 | RefWords: 21
File: 4970-29095-0000.wav | WER: 0.1667 | Dist: 1 | RefWords: 6
File: 4970-29095-0001.wav | WER: 0.3636 | Dist: 12 | RefWords: 33
File: 4970-29095-0002.wav | WER: 0.1538 | Dist: 2 | RefWords: 13
File: 4970-29095-0003.wav | WER: 0.1875 | Dist: 6 | RefWords: 32
File: 4970-29095-0004.wav | WER: 0.3226 | Dist: 10 | RefWords: 31
File: 4970-29095-0005.wav | WER: 0.5000 | Dist: 5 | RefWords: 10
File: 4970-29095-0006.wav | WER: 0.1333 | Dist: 2 | RefWords: 15
File: 4970-29095-0007.wav | WER: 0.3171 | Dist: 13 | RefWords: 41
File: 4970-29095-0008.wav | WER: 0.5000 | Dist: 3 | RefWords: 6
File: 4970-29095-0009.wav | WER: 0.4000 | Dist: 4 | RefWords: 10
File: 4970-29095-0010.wav | WER: 0.6667 | Dist: 2 | RefWords: 3
File: 4970-29095-0011.wav | WER: 0.6667 | Dist: 6 | RefWords: 9
File: 4970-29095-0012.wav | WER: 1.0000 | Dist: 7 | RefWords: 7
File: 4970-29095-0013.wav | WER: 0.2500 | Dist: 1 | RefWords: 4
File: 4970-29095-0014.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 4970-29095-0015.wav | WER: 0.0000 | Dist: 0 | RefWords: 5
File: 4970-29095-0016.wav | WER: 0.3125 | Dist: 5 | RefWords: 16
File: 4970-29095-0017.wav | WER: 0.5000 | Dist: 5 | RefWords: 10
File: 4970-29095-0018.wav | WER: 0.2647 | Dist: 9 | RefWords: 34
File: 4970-29095-0019.wav | WER: 0.0000 | Dist: 0 | RefWords: 6
File: 4970-29095-0020.wav | WER: 0.2059 | Dist: 7 | RefWords: 34
File: 4970-29095-0021.wav | WER: 0.2917 | Dist: 14 | RefWords: 48
File: 4970-29095-0022.wav | WER: 0.2308 | Dist: 3 | RefWords: 13
File: 4970-29095-0023.wav | WER: 0.2222 | Dist: 2 | RefWords: 9
File: 4970-29095-0024.wav | WER: 0.2105 | Dist: 4 | RefWords: 19
File: 4970-29095-0025.wav | WER: 0.2857 | Dist: 2 | RefWords: 7
File: 4970-29095-0026.wav | WER: 0.1316 | Dist: 5 | RefWords: 38
File: 4970-29095-0027.wav | WER: 0.1818 | Dist: 6 | RefWords: 33
File: 4970-29095-0028.wav | WER: 0.2703 | Dist: 10 | RefWords: 37
File: 4970-29095-0029.wav | WER: 0.4615 | Dist: 6 | RefWords: 13
File: 4970-29095-0030.wav | WER: 0.3333 | Dist: 3 | RefWords: 9
